goal	target	indicator_code	FirstTS	MainTS	indicator_ref	series	hub_id	n_countries	seriesDescription	TimeSeriesDescription	unit	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_code	sex_desc	age_code	age_desc	location_code	location_desc	educationLevel_code	educationLevel_desc	typeOfProduct_code	typeOfProduct_desc	typeOfSkill_code	typeOfSkill_desc	quantile_code	quantile_desc	modeOfTransportation_code	modeOfTransportation_desc	nameOfInternationalInstitution_code	nameOfInternationalInstitution_desc	causeOfDeath_code	causeOfDeath_desc	disabilityStatus_code	disabilityStatus_desc	typeOfOccupation_code	typeOfOccupation_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	levelStatus_code	levelStatus_desc	migratoryStatus_code	migratoryStatus_desc	parliamentaryCommittees_code	parliamentaryCommittees_desc	policyDomains_code	policyDomains_desc	typeOfSpeed_code	typeOfSpeed_desc	activity_code	activity_desc	cities_code	cities_desc	ihrCapacity_code	ihrCapacity_desc	nameOfNonCommunicableDisease_code	nameOfNonCommunicableDisease_desc	policyInstruments_code	policyInstruments_desc	samplingStations_code	samplingStations_desc	substanceUseDisorders_code	substanceUseDisorders_desc	typeOfWasteTreatment_code	typeOfWasteTreatment_desc
5	5.b	C050b01	x	x	5.b.1	IT_MOB_OWN	fab21ec736eb4ac9a8ee3642107945cf	70	Proportion of individuals who own a mobile telephone, by sex (%)	Proportion of women who own a mobile telephone	percent	2013	2018	1	6	1	F	Female																																																		
5	5.c	C050c01	x	x	5.c.1	SG_GEN_EQPWN	e12401453c6f498dbda5661d5e8c0001	69	Proportion of countries with systems to track and make public allocations for gender equality and women's empowerment (%)	Availability of systems to track and make public allocations for gender equality and women's empowerment	yes/no	2018	2018	1	1	0																																																				
6	6.1	C060101	x	x	6.1.1	SH_H2O_SAFE	4b35638694f44c7e9add3f7d7e551b45	116	Proportion of population using safely managed drinking water services, by urban/rural (%)	Proportion of population using safely managed drinking water services	percent	2000	2017	9	18	1					_T	All areas																																														
6	6.2	C060201		x	6.2.1	SH_SAN_HNDWSH	982d5425b0cd46baa8cf5c837bda7e9a	95	Proportion of population with basic handwashing facilities on premises, by urban/rural (%)	Proportion of population with basic handwashing facilities on premises	percent	2000	2017	4	18	1					_T	All areas																																														
6	6.2	C060201		x	6.2.1	SH_SAN_SAFE	ae5aa2ab164c49e0beb6948765ea6645	93	Proportion of population using safely managed sanitation services, by urban/rural (%)	Proportion of population using safely managed sanitation services	percent	2000	2017	12	18	1					_T	All areas																																														
6	6.2	C060201		x	6.2.1	SH_SAN_DEFECT	1232697c70f44d58ae0611f3f186a1f9	225	Proportion of population practicing open defecation, by urban/rural (%)	Proportion of population practicing open defecation	percent	2000	2017	6	18	1					_T	All areas																																														
6	6.3	C060303	x	x	6.3.1	EN_WWT_WWDS	aedc914e1cfb4bb98cd74ee83dc17d65	79	Proportion of safely treated domestic wastewater flows (%)	Proportion of safely treated domestic wastewater flows	percent	2018	2018	1	1	0																																																				
6	6.3	C060302	x	x	6.3.2	EN_H2O_OPAMBQ	b5efd938106b4d7f913c1d79094ce416	40	Proportion of open water bodies with good ambient water quality (%)	Proportion of open water bodies with good ambient water quality	percent	2017	2017	1	1	0																																																				
6	6.3	C060302	x	x	6.3.2	EN_H2O_RVAMBQ	968b39c00a324ae8bef7712a1dd8b601	44	Proportion of river water bodies with good ambient water quality (%)	Proportion of river water bodies with good ambient water quality	percent	2017	2017	1	1	0																																																				
6	6.3	C060302	x	x	6.3.2	EN_H2O_GRAMBQ	29ddc6ed373a443086783848fb94d19d	33	Proportion of groundwater bodies with good ambient water quality (%)	Proportion of groundwater bodies with good ambient water quality	percent	2017	2017	1	1	0																																																				
6	6.3	C060302	x	x	6.3.2	EN_H2O_WBAMBQ	ddebdc4968254ccb92e09d2bb54fdf0e	48	Proportion of bodies of water with good ambient water quality (%)	Proportion of bodies of water with good ambient water quality	percent	2017	2017	1	1	0																																																				
6	6.4	C060401	x	x	6.4.1	ER_H2O_WUEYST	3561c0d87afd4fc186b5a0fd18c55361	169	Water Use Efficiency (United States dollars per cubic meter)	Water use efficiency	dollars per cubic meter	2000	2017	1	18	0																																																				
6	6.4	C060402	x	x	6.4.2	ER_H2O_STRESS	4095771b6e864686bb37494f7075b435	342	Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)	Freshwater withdrawal as a proportion of available freshwater resources	percent	2000	2017	1	18	0																																																				
6	6.5	C060501	x	x	6.5.1	ER_H2O_IWRMD	22231915504447c0bdd7eea8c8ac2e5b	172	Degree of integrated water resources management implementation (%)	Degree of integrated water resources management implementation	percent	2018	2018	1	1	0																																																				
6	6.5	C060502	x	x	6.5.2	EG_TBA_H2CO	a3c8f2f6aae64c3fbfe905b3e211b22e	158	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation	percent	2017	2018	1	1	0																																																				
6	6.5	C060502	x	x	6.5.2	EG_TBA_H2COAQ	b2207664889d4dd48e3cc21e3cff85ec	159	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	Proportion of transboundary aquifers with an operational arrangement for water cooperation	percent	2017	2018	1	1	0																																																				
6	6.5	C060502	x	x	6.5.2	EG_TBA_H2CORL	1b9e50702d954e7da5894490ffff6dab	183	Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)	Proportion of transboundary river and lake basins with an operational arrangement for water cooperation	percent	2017	2018	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_PMPR	0ed77995dddc4205b9b149105241b954	214	Water body extent (permanent) (% of total land area)	Permanent water body extent as a proportion of total land area	percent	2005	2018	3	14	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_PMNR	aa4c4097e8e846aab6f3a0b5e0879abc	218	Water body extent (permanent) (square kilometres)	Permanent water body extent	square kilometers	2005	2018	3	14	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_PMPP	96b79a3017e14046a0df4e3eb06f6046	214	Water body extent (permanent and maybe permanent) (% of total land area)	Permanent and maybe permanent water body extent as a proportion of total land area	percent	2005	2018	3	14	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_PMPN	bb2c237b99c54184800ed86fdaa3c5a4	218	Water body extent (permanent and maybe permanent) (square kilometres)	Permanent and maybe permanent water body extent	square kilometers	2005	2018	3	14	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDETOT	0f02a57ff94b436490725884c65a9e62	23	Nationally derived total extent (square kilometres)	Nationally derived total extent of water-related ecosystems	square kilometers	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDOPW	35662c07910f4a85b8c48d8423f69d92	24	Nationally derived extent of open water bodies (square kilometres)	Nationally derived extent of open water bodies	square kilometers	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDQLGRW	10604badc7dd4cdf92e30da22dd79c75	19	Nationally derived quality of groundwater (%)	Nationally derived quality of groundwater	percent	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDQLOPW	cd622f439a4f4447bd9f08ba87fb8a4d	18	Nationally derived quality of open water bodies(%)	Nationally derived quality of open water bodies	percent	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDQLRVR	6bfa90cf40a048578f23c81af545cbe4	24	Nationally derived quality of river(%)	Nationally derived quality of rivers	percent	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDQLTOT	6723554ddfa949acb528c88793e7a2c8	25	Nationally derived proportion of water bodies with good quality (%)	Nationally derived proportion of water bodies with good quality	percent	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDQTGRW	7ea25ca8b8184b6c9a2fa9fff71704dc	8	Nationally derived quantity of groundwater (millions of cubic metres per annum)	Nationally derived quantity of groundwater	millions of cubic metres per annum	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDQTOPW	a1f30f04eba148afbe959ffe64262318	15	Nationally derived quantity of open water bodies (million of cubic metres per annum)	Nationally derived quantity of open water bodies	million of cubic metres per annum	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDQTRVR	c32e33d4ce8e41ddbb21fbff65b02ff5	19	Nationally derived quantity of rivers (million of cubic metres per annum)	Nationally derived quantity of rivers	million of cubic metres per annum	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDQTTOT	12a066ea6e464b21a8c15ad7f9c70cc3	22	Nationally derived total quantity (millions of cubic metres per annum)	Nationally derived total quantity of water-related ecosystems	million of cubic metres per annum	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDRV	d0b24dbeb3ac4cfbb3c75095301cb6b0	14	Nationally derived extend of rivers (square kilometres)	Nationally derived extent of rivers	square kilometers	2017	2017	1	1	0																																																				
6	6.6	C060601	x	x	6.6.1	EN_WBE_NDWTL	55979c105e8f4e88a8ff2ed39705eba0	18	Nationally derived extent of wetlands (square kilometres)	Nationally derived extent of wetlands	square kilometers	2017	2017	1	1	0																																																				
6	6.a	C060a01	x	x	6.a.1	DC_TOF_WASHL	1bcf2ad5f3dc4317aa9628f900c40a6d	155	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2018 United States dollars)	Total gross disbursements of official development assistance received for water supply and sanitation	millions of constant 2018 dollars	2000	2018	1	19	0																																																				
6	6.b	C060b01	x	x	6.b.1	ER_H2O_RURP	d65304ada8a24b2a8463fb0f0973f417	133	Countries with users/communities participating in planning programs in rural drinking-water supply, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)	Level of participation by users/communities in planning programs in rural drinking-water supply (3 = High; 2 = Moderate; 1 = Low; 0 = NA)	score	2010	2019	1	5	1					R	Rural																																														
6	6.b	C060b01	x	x	6.b.1	ER_H2O_PRDU	e59cc651e8004c2189b0f344b547601d	133	Countries with procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply, by level of definition in procedures (10 = Clearly defined; 5 = Not clearly defined ; 0 = NA)	Level of definition in procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (10 = Clearly defined; 5 = Not clearly defined ; 0 = NA)	score	2010	2019	1	5	1					R	Rural																																														
6	6.b	C060b01	x	x	6.b.1	ER_WAT_PART	a949a48854e244d8b223974d97a49f6d	123	Countries with users/communities participating in planning programs in water resources planning and management, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)	Level of participation by users/communities in planning programs in water resources planning and management, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)	score	2017	2019	1	2	0																																																				
6	6.b	C060b01	x	x	6.b.1	ER_WAT_PRDU	8ef4b6b3a06c419083a1f55afb1ec2bf	123	Countries with procedures in law or policy for participation by service users/communities in planning program in water resources planning and management, by level of definition in procedures (10 = Clearly defined; 5 = Not clearly defined ; 0 = NA)	Level of definition of legal or policy procedures for participation by service users/communities in planning program in water resources planning and management	score	2017	2019	1	2	0																																																				
7	7.1	C070101	x	x	7.1.1	EG_ELC_ACCS	e6c832737537456484b99ee6683b84de	214	Proportion of population with access to electricity, by urban/rural (%)	Proportion of population with access to electricity	percent	1990	2017	7	28	1					_T	All areas																																														
7	7.1	C070102	x	x	7.1.2	EG_EGY_CLEAN	7b98a6dbbabc42fc94fa774c4ddc2f33	190	Proportion of population with primary reliance on clean fuels and technology (%)	Proportion of population with primary reliance on clean fuels and technology	percent	2000	2018	19	19	0																																																				
7	7.2	C070201	x	x	7.2.1	EG_FEC_RNEW	3cece1f2bb4e49efa22d45bc34076805	227	Renewable energy share in the total final energy consumption (%)	Renewable energy share in the total final energy consumption	percent	2000	2017	6	18	0																																																				
7	7.3	C070301	x	x	7.3.1	EG_EGY_PRIM	4aed6a5a397f4e3e995772d635ba4b23	198	Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)	Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)	megajoules per dollar of GDP in constant 2011 PPP	2000	2017	5	18	0																																																				
7	7.a	C070a01	x	x	7.a.1	EG_IFF_RANDN	086d631bf5ef4a96aedb07238346e343	142	International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2017 United States dollars)	International financial flows in support of clean energy research and development and renewable energy production, including in hybrid systems 	millions of constant 2017 dollars	2000	2017	1	18	0																																																				
8	8.1	C080101	x	x	8.1.1	NY_GDP_PCAP	2f9c9ec4825f4c579fe837ca247624f9	211	Annual growth rate of real GDP per capita (%)	Annual growth rate of real GDP per capita	percent	2000	2018	10	19	0																																																				
8	8.2	C080201	x	x	8.2.1	SL_EMP_PCAP	25386a2986044a60a04975c17bdb3d78	187	Annual growth rate of real GDP per employed person (%)	Annual growth rate of real GDP per employed person	percent	2000	2019	20	20	0																																																				
8	8.3	C080302	x	x	8.3.1	SL_ISV_IFEM	72beed0fca924d31988b49ba180227ba	69	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	Proportion of informal employment	percent	2000	2019	1	18	2	_T	Both sexes																																			_T	No breakdown														
8	8.4	C200203		x	8.4.2	EN_MAT_DOMCMPT	6313ffeedd8b446cbd2059aa885f9b13	186	Domestic material consumption, by type of raw material (tonnes)	Domestic material consumption	tonnes	2000	2017	6	18	1									_T	Total or no breakdown																																										
8	8.4	C200203		x	8.4.2	EN_MAT_DOMCMPG	501b85d77b6246c6af84243c6cad3c3b	186	Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)	Domestic material consumption per unit of GDP	kilograms per constant 2010 dollars	2000	2017	6	18	1									_T	Total or no breakdown																																										
8	8.4	C200203		x	8.4.2	EN_MAT_DOMCMPC	32b75df99b13437c84defa95a87d5ba0	186	Domestic material consumption per capita, by type of raw material (tonnes)	Domestic material consumption per capita	tonnes	2000	2017	6	18	1									_T	Total or no breakdown																																										
8	8.5	C080501		x	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	63	Average hourly earnings of employees by sex and occupation (local currency)	Average hourly earnings of employees	local currency	2000	2018	1	16	2	_T	Both sexes																					_T	All occupations (isco-08)																												
8	8.5	C080502		x	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	181	Unemployment rate, by sex and age (%)	Unemployment rate	percent	2000	2019	1	19	2	_T	Both sexes	Y_GE15	15 years old and over																																																
8	8.5	C080502		x	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	59	Unemployment rate, by sex and disability (%)	Unemployment rate among persons with disability	percent	2005	2018	1	11	2	_T	Both sexes																			PD	Persons with disability																														
8	8.6	C080601		x	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	147	Proportion of youth not in education, employment or training, by sex and age (%)	Proportion of youth (people 15-24 year old) not in education, employment or training	percent	2000	2019	1	19	2	_T	Both sexes	Y15T24	15 to 24 years old																																																
8	8.7	C080701		x	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	57	Proportion of children engaged in economic activity and household chores, by sex and age (%)	Proportion of children 5-17 years old engaged in economic activity and household chores	percent	2010	2019	1	1	2	_T	Both sexes	Y5T17	5 to 17 years old																																																
8	8.7	C080701		x	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	62	Proportion of children engaged in economic activity, by sex and age  (%)	Proportion of children 5-17 years old engaged in economic activity	percent	2010	2019	1	1	2	_T	Both sexes	Y5T17	5 to 17 years old																																																
8	8.8	C080801	x	x	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	86	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	Fatal occupational injuries among employees	injuries per 100,000 employees	2000	2018	1	19	2	_T	Both sexes																											_T	No breakdown																						
8	8.8	C080801	x	x	8.8.1	SL_EMP_INJUR	5ccee778135e4c05bb58843d2b15ffca	85	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	Non-fatal occupational injuries among employees	injuries per 100,000 employees	2000	2018	1	19	2	_T	Both sexes																											_T	No breakdown																						
8	8.8	C080802	x	x	8.8.2	SL_LBR_NTLCPL	56b57ab206464ca8be1b79d40636b99c	136	Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation	Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation	score	2015	2017	2	3	0																																																				
8	8.9	C080901	x	x	8.9.1	ST_GDP_ZS	85252d4feaf64428a2da6c9fcc6debe1	70	Tourism direct GDP as a proportion of total GDP (%)	Tourism direct GDP as a proportion of total GDP	percent	2008	2018	1	11	0																																																				
8	8.10	C081001	x	x	8.10.1	FB_ATM_TOTL	0f17b01672194e688bbb28be9afc351c	181	Number of automated teller machines (ATMs) per 100,000 adults	Number of automated teller machines (ATMs)	ATMs per 100,000 adults	2004	2018	3	15	1			Y_GE15	15 years old and over																																																
8	8.10	C081001	x	x	8.10.1	FB_CBK_BRCH	ab21eaf78906418d962f8fcc5423bcde	181	Number of commercial bank branches per 100,000 adults	Number of commercial bank branches	branches per 100,000 adults	2004	2018	3	15	1			Y_GE15	15 years old and over																																																
8	8.10	C081002	x	x	8.10.2	FB_BNK_ACCSS	417756c53b344b0f82c896d7a00c23f4	157	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider	percent	2011	2017	1	3	2	_T	Both sexes	Y_GE15	15 years old and over																																																
8	8.a	C080a01	x	x	8.a.1	DC_TOF_TRDCMDL	3fd6b98b992a44118eb6584d634ccafb	29	Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2018 United States dollars)	Total official flows (commitments) for Aid for Trade, as donor	millions of constant 2018 dollars	2005	2018	4	14	0																																																				
8	8.a	C080a01	x	x	8.a.1	DC_TOF_TRDDBMDL	bac1ac5815744fcd930dcf6496574512	29	Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2018 United States dollars)	Total official flows (disbursement) for Aid for Trade, as donor	millions of constant 2018 dollars	2006	2018	5	13	0																																																				
8	8.a	C080a01	x	x	8.a.1	DC_TOF_TRDDBML	5106611c6f4a4b62a7e8d7fe5e54b34b	145	Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2018 United States dollars)	Total official flows (disbursement) for Aid for Trade, as recipient	millions of constant 2018 dollars	2006	2018	8	13	0																																																				
8	8.a	C080a01	x	x	8.a.1	DC_TOF_TRDCML	30d25ad9687146008aa05e8b4cd18eaf	145	Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2018 United States dollars)	Total official flows (commitments) for Aid for Trade, as recipient	millions of constant 2018 dollars	2005	2018	8	14	0																																																				
8	8.b	C080b01	x	x	8.b.1	SL_CPA_YEMP	1465b517fcfd4bc691cb4217a766934f	102	Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy	Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy	yes/no	2019	2019	1	1	0																																																				
9	9.1	C090102		x	9.1.2	IS_RDP_FRGVOL	4a5d7189e27148c48f045729ef9e40c8	245	Freight volume, by mode of transport (tonne kilometres)	Freight volume by road transport	tonne kilometres	2018	2018	1	1	1															MOT_ROA	Road transport																																				
9	9.1	C090102	x	x	9.1.2	IS_RDP_PFVOL	3ed49ad9c9c14694a4b294d01f34d786	160	Passenger volume (passenger kilometres), by mode of transport	Passenger volume by air transport	passenger kilometres	2017	2018	1	2	1															MOT_AIR	Air transport																																				
9	9.1	C090102	x	x	9.1.2	IS_RDP_PORFVOL	af9d35b95a464a67bf78d28b314c18cf	135	Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)	Container port traffic, maritime transport	twenty-foot equivalent units - TEUs	2010	2018	7	9	1															MOT_SEA	Maritime																																				
9	9.2	C090201	x	x	9.2.1	NV_IND_MANFPC	dd75bc6cdd6a4fd4a6c0ccc83b7205af	206	Manufacturing value added per capita (constant 2015 United States dollars)	Manufacturing value added per capita	constant 2015 dollars	2000	2019	12	20	0																																																				
9	9.2	C090201	x	x	9.2.1	NV_IND_MANF	c0d8b771b5864eb3a14f499285a2220b	206	Manufacturing value added as a proportion of GDP (%)	Manufacturing value added as a proportion of GDP	percent	2000	2019	12	20	0																																																				
9	9.2	C090202	x	x	9.2.2	SL_TLF_MANF	86f6b574a2354164ac6dacaf00c374b3	173	Manufacturing employment as a proportion of total employment (%)	Manufacturing employment as a proportion of total employment	percent	2000	2019	1	19	0																																																				
9	9.3	C090301	x	x	9.3.1	NV_IND_SSIS	731964d5c7b949408679c4767e88af8e	64	Proportion of small-scale industries in total industry value added (%)	Proportion of small-scale industries in total industry value added	percent	2000	2017	1	18	0																																																				
9	9.3	C090302	x	x	9.3.2	FC_ACC_SSID	750c539296f64ca3b37b89818ad0392a	138	Proportion of small-scale industries with a loan or line of credit (%)	Proportion of small-scale industries with a loan or line of credit	percent	2006	2019	1	4	0																																																				
9	9.4	C090401	x	x	9.4.1	EN_ATM_CO2	07405ec788774e4cb446f13881059fe9	141	Carbon dioxide emissions from fuel combustion (millions of tonnes)	Carbon dioxide emissions from fuel combustion	millions of tonnes	2000	2017	6	18	0																																																				
9	9.4	C090401	x	x	9.4.1	EN_ATM_CO2MVA	8a0ffe54d84546cda026f03d4ed7b59e	140	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	Carbon dioxide emissions per unit of manufacturing value added	kilogrammes of CO2 per constant 2010 dollars	2000	2017	6	18	0																																																				
9	9.4	C090401	x	x	9.4.1	EN_ATM_CO2GDP	34183b884521417ea9e97684264b922f	141	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	Carbon dioxide emissions per unit of GDP	kilogrammes of CO2 per constant 2010 dollars	2000	2017	6	18	0																																																				
9	9.5	C090501	x	x	9.5.1	GB_XPD_RSDV	79a4413761264dbfb2cb9252147ee343	148	Research and development expenditure as a proportion of GDP (%)	Research and development expenditure as a proportion of GDP	percent	2000	2018	1	19	0																																																				
9	9.5	C090502	x	x	9.5.2	GB_POP_SCIERD	3e25618c80ff47c9baf740b27b972673	136	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	Researchers density	full-time researchers per million inhabitants	2000	2018	1	19	0																																																				
9	9.a	C090a01	x	x	9.a.1	DC_TOF_INFRAL	a4fcd3166d784f65b5b26fe47ae556c0	156	Total official flows for infrastructure, by recipient countries (millions of constant 2018 United States dollars)	Total official flows for infrastructure, as recipient	millions of constant 2018 dollars	2000	2018	1	19	0																																																				
9	9.b	C090b01	x	x	9.b.1	NV_IND_TECH	c9bf52726ec542e799e53937647b3d14	150	Proportion of medium and high-tech industry value added in total value added (%)	Proportion of medium and high-tech industry value added in total value added	percent	2000	2017	18	18	0																																																				
9	9.c	C090c01	x	x	9.c.1	IT_MOB_2GNTWK	9c0472e1e3cb453b881e639385c43934	214	Proportion of population covered by at least a 2G mobile network (%)	Proportion of population covered by at least a 2G mobile network	percent	2000	2018	1	19	0																																																				
9	9.c	C090c01	x	x	9.c.1	IT_MOB_3GNTWK	749fd00904e14ff5bd005d5805b0db24	222	Proportion of population covered by at least a 3G mobile network (%)	Proportion of population covered by at least a 3G mobile network	percent	2007	2018	1	12	0																																																				
9	9.c	C090c01	x	x	9.c.1	IT_MOB_4GNTWK	6b2807560f6e4b9a8338bbd501dfba31	219	Proportion of population covered by at least a 4G mobile network (%)	Proportion of population covered by at least a 4G mobile network	percent	2012	2018	1	7	0																																																				
10	10.1	C100101		x	10.1.1	SI_HEI_TOTL	b1977cb351ee4f78b8dd68d0c23dc2d8	89	Growth rates of household expenditure or income per capita (%)	Growth rates of household expenditure or income per capita	percent	2015	2018	1	1	1													B40	Bottom 40%																																						
10	10.2	C100201	x	x	10.2.1	SI_POV_50MI	de923dbfb8184bc9b02ded63e38c09fa	161	Proportion of people living below 50 percent of median income (%)	Proportion of people living below 50 percent of median income	percent	1967	2018	1	34	1													B50	Bottom 50%																																						
10	10.3	C200204		x	10.3.1	VC_VOV_GDSD	591ce94bc0324ac58b973ccb2c9be7b7	27	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	Proportion of population reporting having felt discriminated against	percent	2014	2019	1	3	3	_T	Both sexes																			_T	No breakdown by disability			_T	All grounds or no breakdown																										
10	10.4	C100401	x	x	10.4.1	SL_EMP_GTOTL	393e071047d84f4b93d5c840bc7add29	187	Labour share of GDP (%)	Labour share of GDP	percent	2004	2017	14	14	0																																																				
10	10.5	C100501	x	x	10.5.1	FI_FSI_FSANL	563bde509a224bd1b3e875ffb9e9e144	136	Non-performing loans to total gross loans (%)	Non-performing loans to total gross loans	percent	2000	2019	3	19	0																																																				
10	10.5	C100501	x	x	10.5.1	FI_FSI_FSERA	0690422e59da4295bee979a564b4de82	137	Return on assets (%)	Return on assets	percent	1997	2019	3	22	0																																																				
10	10.5	C100501	x	x	10.5.1	FI_FSI_FSKA	6dfa7b1a61ad40a5b5188dc702d5ed6f	132	Regulatory capital to assets (%)	Regulatory capital to assets	percent	2000	2019	1	19	0																																																				
10	10.5	C100501	x	x	10.5.1	FI_FSI_FSKNL	61c7189ba05a4a88a35c99365365dd4c	136	Non-performing loans net of provisions to capital (%)	Non-performing loans net of provisions to capital	percent	2000	2019	3	19	0																																																				
10	10.5	C100501	x	x	10.5.1	FI_FSI_FSKRTC	1c4979aa02204ce6a7a40b089b628d58	135	Regulatory Tier 1 capital to risk-weighted assets (%)	Regulatory Tier 1 capital to risk-weighted assets	percent	2000	2019	2	19	0																																																				
10	10.5	C100501	x	x	10.5.1	FI_FSI_FSLS	e76d36ea43d44d21a57d1ae3a2e2d8cf	135	Liquid assets to short term liabilities (%)	Liquid assets to short term liabilities	percent	2000	2019	2	19	0																																																				
10	10.5	C100501	x	x	10.5.1	FI_FSI_FSSNO	ae89c4e07ffe4d24a04659ce1608426f	117	Net open position in foreign exchange to capital (%)	Net open position in foreign exchange to capital	percent	2000	2019	1	19	0																																																				
10	10.7	C100702		x	10.7.2	SG_CPA_MIGRS	a13b9fa183e047509cdd3a0af73a3073	159	Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)	Status of migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)	score	2019	2019	1	1	1																																	_T	All Domains																		
10	10.a	C100a01		x	10.a.1	TM_TRF_ZERO	60d8d0090395422a9fe62177fe8e7cd7	232	Proportion of tariff lines applied to imports with zero-tariff (%)	Proportion of tariff lines applied to imports with zero-tariff	percent	2005	2018	1	6	1									_T	Total or no breakdown																																										
10	10.b	C100b01	x	x	10.b.1	DC_TRF_TOTDL	06991b6b5d2b45da8ebfc59265a88c45	48	Total assistance for development, by donor countries (millions of current United States dollars)	Total assistance for development, as donor	millions of dollars	2000	2018	2	19	0																																																				
10	10.b	C100b01	x	x	10.b.1	DC_TRF_TOTL	7400656d5d8f4c9c876c2863e5c35dfd	156	Total assistance for development, by recipient countries (millions of current United States dollars)	Total assistance for development, as recipient	millions of dollars	2000	2018	3	19	0																																																				
10	10.c	C100c01	x	x	10.c.1	SI_RMT_COST	a96b9bc53b74410eb19fb92d0e35cc82	105	Remittance costs as a proportion of the amount remitted (%)	Remittance costs as a proportion of the amount remitted	percent	2011	2018	1	4	0																																																				
