goal	target	indicator_code	indicator_ref	COMMENT	ACTION	series	hub_id	n_countries	TimeSeriesDescription	unit	country_profile	zero.removal	Text.type	unit1	unit2	DA2.1	DA2.2	DA3.1	DA3.2	Down	Up	Threshold
8	8.10	C081002	8.10.2			FB_BNK_ACCSS	417756c53b344b0f82c896d7a00c23f4	157	Proportion of people 15 years and older with an account at a financial institution or mobile-money-service provider	percent	1	1	2	% 	% 	of adults had an account at a financial institution or mobile-money-service provider 		of adults had an account at a financial institution or mobile-money-service provider 		 down from 	 up from 	
8	8.a	C080a01	8.a.1			DC_TOF_TRDCMDL	3fd6b98b992a44118eb6584d634ccafb	29	Total official flows (commitments) for Aid for Trade, as donor	millions of constant 2018 dollars	1	1	1	 millions of constant 2018 dollars	 millions of constant 2018 dollars	Total official commitments for Aid for Trade stood at 		Total official commitments for Aid for Trade 		 declined from 	 increased from 	
8	8.a	C080a01	8.a.1			DC_TOF_TRDDBMDL	bac1ac5815744fcd930dcf6496574512	29	Total official flows (disbursement) for Aid for Trade, as donor	millions of constant 2018 dollars	1	1	1	 millions of constant 2018 dollars	 millions of constant 2018 dollars	Total official disbursements of Aid for Trade stood at 		Total official disbursements of Aid for Trade 		 declined from 	 increased from 	
8	8.a	C080a01	8.a.1			DC_TOF_TRDDBML	5106611c6f4a4b62a7e8d7fe5e54b34b	145	Total official flows (disbursement) for Aid for Trade, as recipient	millions of constant 2018 dollars	1	1	1	 millions of constant 2018 dollars	 millions of constant 2018 dollars	Total official disbursements received in Aid for Trade reached 		Total official disbursements received in Aid for Trade 		 declined from 	 increased from 	
8	8.a	C080a01	8.a.1			DC_TOF_TRDCML	30d25ad9687146008aa05e8b4cd18eaf	145	Total official flows (commitments) for Aid for Trade, as recipient	millions of constant 2018 dollars	1	1	1	 millions of constant 2018 dollars	 millions of constant 2018 dollars	Total official commitments pledged by donors in Aid for Trade reached 		Total official commitments pledged by donors in Aid for Trade 		 declined from 	 increased from 	
9	9.1	C090102	9.1.2	divide the figure by 1 billion, use unit of "billion tonne kilomeres" in fact text?	DIVIDE MANUALLY BY 1,000,000,000	IS_RDP_FRGVOL	4a5d7189e27148c48f045729ef9e40c8	245	Freight volume by road transport	billion tonne kilometres	1	1	1	billion tonne kilometres	billion tonne kilometres	Freight volume by road transport was 		Freight volume by road transport 		 declined from 	 increased from 	
9	9.1	C090102	9.1.2	divide the figure by 1 billion, use unit of "billion tonne kilomeres" in fact text?	DIVIDE MANUALLY BY 1,000,000,000	IS_RDP_PFVOL	3ed49ad9c9c14694a4b294d01f34d786	160	Passenger volume by air transport	billion passenger kilometres	1	1	1	billion passenger kilometres	billion passenger kilometres	Passenger volume by air transport was 		Passenger volume by air transport was 		 declined from 	 increased from 	
9	9.1	C090102	9.1.2	divide the number by a million, use "million TEUs (twenty-foot equivalent units)" in the "fact texts"	DIVIDE MANUALLY BY 1,000,000	IS_RDP_PORFVOL	af9d35b95a464a67bf78d28b314c18cf	135	Container port traffic, maritime transport	million TEUs (twenty-foot equivalent units)	1	1	1	million TEUs (twenty-foot equivalent units)	million TEUs  	Container port traffic (maritime transport) reached 		Container port traffic (maritime transport) 		 declined from 	 increased from 	
9	9.2	C090201	9.2.1			NV_IND_MANFPC	dd75bc6cdd6a4fd4a6c0ccc83b7205af	206	Manufacturing value added per capita	constant 2015 dollars	1	1	1	 dollars	 dollars	Manufacturing value added per capita at constant 2015 prices was 		Manufacturing value added per capita at constant 2015 prices was 		 declined from 	 increased from 	
9	9.2	C090201	9.2.1			NV_IND_MANF	c0d8b771b5864eb3a14f499285a2220b	206	Manufacturing value added as a proportion of GDP	percent	1	1	1	%	%	Manufacturing value added as a proportion of GDP was 		Manufacturing value added as a proportion of GDP 		 declined from 	 increased from 	
9	9.2	C090202	9.2.2			SL_TLF_MANF	86f6b574a2354164ac6dacaf00c374b3	173	Manufacturing employment as a proportion of total employment	percent	1	1	1	%	%	Manufacturing employment as a proportion of total employment was 		Manufacturing employment as a proportion of total employment 		 declined from 	 increased from 	
9	9.3	C090301	9.3.1			NV_IND_SSIS	731964d5c7b949408679c4767e88af8e	64	Proportion of small-scale industries in total industry value added	percent	1	1	1	%	%	The share of small-scale industries in total industry value added was 		The share of small-scale industries in total industry value added 		 declined from 	 increased from 	
9	9.3	C090302	9.3.2			FC_ACC_SSID	750c539296f64ca3b37b89818ad0392a	138	Proportion of small-scale industries with a loan or line of credit	percent	1	1	1	%	%	The share of small-scale industries with a loan or line of credit was 		The share of small-scale industries with a loan or line of credit 		 declined from 	 increased from 	
9	9.4	C090401	9.4.1			EN_ATM_CO2	07405ec788774e4cb446f13881059fe9	141	Carbon dioxide emissions from fuel combustion	millions of tonnes	1	1	1	 million tonnes	 million tonnes	Carbon dioxide emissions from fuel combustion reached 		Carbon dioxide emissions from fuel combustion 		 decreased from 	 increased from 	
9	9.4	C090401	9.4.1			EN_ATM_CO2MVA	8a0ffe54d84546cda026f03d4ed7b59e	140	Carbon dioxide emissions per unit of manufacturing value added	kilogrammes of CO2 per constant 2010 dollars	1	1	1	 kg	 kg	Carbon dioxide emissions per dollar of manufacturing value added at constant prices of 2010 were 		Carbon dioxide emissions per dollar of manufacturing value added at constant prices of 2010		 decreased from 	 increased from 	
9	9.4	C090401	9.4.1			EN_ATM_CO2GDP	34183b884521417ea9e97684264b922f	141	Carbon dioxide emissions per unit of GDP	kilogrammes of CO2 per constant 2010 dollars	1	1	1	 kg	 kg	Carbon dioxide emissions per dollar of GDP at constant prices of 2010 were  		Carbon dioxide emissions per dollar of GDP at constant prices of 2010		 decreased from 	 increased from 	
9	9.5	C090501	9.5.1			GB_XPD_RSDV	79a4413761264dbfb2cb9252147ee343	148	Research and development expenditure as a proportion of GDP	percent	1	1	9	%	%	the share in GDP of investment in research and development (R&D) stood at 		the share in GDP of investment in research and development (R&D) stood at 		a decline from 	up from 	
9	9.5	C090502	9.5.2			GB_POP_SCIERD	3e25618c80ff47c9baf740b27b972673	136	Researchers density	full-time researchers per million inhabitants	1	1	9			 the density of full-time researchers per million inhabitants was 		 the density of full-time researchers per million inhabitants was 		a decline from 	up from 	
9	9.a	C090a01	9.a.1			DC_TOF_INFRAL	a4fcd3166d784f65b5b26fe47ae556c0	156	Total official flows for infrastructure, as recipient	millions of constant 2018 dollars	1	1	1	 millions of constant 2018 dollars	 millions of constant 2018 dollars	Total official flows receivd for infrastructure were 		Total official flows receivd for infrastructure 		 declined from 	 increased from 	
9	9.b	C090b01	9.b.1			NV_IND_TECH	c9bf52726ec542e799e53937647b3d14	150	Proportion of medium and high-tech industry value added in total value added	percent	1	1	1	%	%	The share of medium and high-tech industry  in total value added was 		The share of medium and high-tech industry  in total value added 		 declined from 	 increased from 	
9	9.c	C090c01	9.c.1			IT_MOB_2GNTWK	9c0472e1e3cb453b881e639385c43934	214	Proportion of population covered by at least a 2G mobile network	percent	1	1	2	% 		of the population were covered by at least a 2G mobile network 		of the population were covered by at least a 2G mobile network 		 down from 	 up from 	
9	9.c	C090c01	9.c.1			IT_MOB_3GNTWK	749fd00904e14ff5bd005d5805b0db24	222	Proportion of population covered by at least a 3G mobile network	percent	1	1	2	% 		of the population were covered by at least a 3G mobile network 		of the population were covered by at least a 3G mobile network 		 down from 	 up from 	
9	9.c	C090c01	9.c.1			IT_MOB_4GNTWK	6b2807560f6e4b9a8338bbd501dfba31	219	Proportion of population covered by at least a 4G mobile network	percent	1	1	2	% 		of the population were covered by at least a 4G mobile network 		of the population were covered by at least a 4G mobile network 		 down from 	 up from 	
10	10.1	C100101	10.1.1			SI_HEI_TOTL	b1977cb351ee4f78b8dd68d0c23dc2d8	89	Growth rates of household expenditure or income per capita	percent	1	1	1	%		The annual growth rate of household expenditure or income per capita was 		The annual growth rate of household expenditure or income per capita 		 declined from 	 increased from 	
10	10.2	C100201	10.2.1			SI_POV_50MI	de923dbfb8184bc9b02ded63e38c09fa	161	Proportion of people living below 50 percent of median income	percent	1	1	2	% 		of the population were living below half of the median income 		of the population were living below half of the median income 		 down from 	 up from 	
10	10.3	C200204	10.3.1			VC_VOV_GDSD	591ce94bc0324ac58b973ccb2c9be7b7	27	Proportion of population reporting having felt discriminated against	percent	1	1	1	%		The proportion of the population that reported having felt discriminated against stood at 		The proportion of the population that reported having felt discriminated against 		 declined from 	 increased from 	
10	10.4	C100401	10.4.1			SL_EMP_GTOTL	393e071047d84f4b93d5c840bc7add29	187	Labour share of GDP	percent	1	1	2	% 		of GDP was from labour, comprising wages and social protection transfers 		of GDP was from labour, comprising wages and social protection transfers 		 a decline from 	 an increase from 	
10	10.5	C100501	10.5.1			FI_FSI_FSANL	563bde509a224bd1b3e875ffb9e9e144	136	Non-performing loans to total gross loans	percent	1	1	1	%	%	The share of non-performing loans in total gross loans was 		The share of non-performing loans in total gross loans 		 declined from 	 increased from 	
10	10.5	C100501	10.5.1			FI_FSI_FSERA	0690422e59da4295bee979a564b4de82	137	Return on assets	percent	1	1	1	%	%	The return on assets was 		The return on assets 		 declined from 	 increased from 	
10	10.5	C100501	10.5.1			FI_FSI_FSKA	6dfa7b1a61ad40a5b5188dc702d5ed6f	132	Regulatory capital to assets	percent	1	1	1	%	%	The ratio of regulatory capital to assets was 		The ratio of regulatory capital to assets 		 declined from 	 increased from 	
10	10.5	C100501	10.5.1			FI_FSI_FSKNL	61c7189ba05a4a88a35c99365365dd4c	136	Non-performing loans net of provisions to capital	percent	1	1	1	%	%	The ratio of non-perfoming loans (net of provisions) to capital was 		The ratio of non-perfoming loans (net of provisions) to capital 		 declined from 	 increased from 	
10	10.5	C100501	10.5.1			FI_FSI_FSLS	e76d36ea43d44d21a57d1ae3a2e2d8cf	135	Liquid assets to short term liabilities	percent	1	1	1	%	%	The ratio of liquid assets to short-term liabilities was 		The ratio of liquid assets to short-term liabilities 		 declined from 	 increased from 	
10	10.a	C100a01	10.a.1			TM_TRF_ZERO	60d8d0090395422a9fe62177fe8e7cd7	232	Proportion of tariff lines applied to imports with zero-tariff	percent	1	1	1	%	%	The proportion of tariff lines applied to imports with zero-tariff was 		The proportion of tariff lines applied to imports with zero-tariff 		 declined from 	 increased from 	
10	10.b	C100b01	10.b.1			DC_TRF_TOTDL	06991b6b5d2b45da8ebfc59265a88c45	48	Total assistance for development, as donor	millions of dollars	1	1	1	 million dollars	 million dollars	Total assistance granted for development stood at 		Total assistance granted for development 		 declined from 	 increased from 	
10	10.b	C100b01	10.b.1			DC_TRF_TOTL	7400656d5d8f4c9c876c2863e5c35dfd	156	Total assistance for development, as recipient	millions of dollars	1	1	1	 million dollars	 million dollars	Total amount received in assistance for development was 		Total amount received in assistance for development 		 declined from 	 increased from 	
10	10.c	C100c01	10.c.1			SI_RMT_COST	a96b9bc53b74410eb19fb92d0e35cc82	105	Remittance costs as a proportion of the amount remitted	percent	1	1	1	% of the ammount remmitted	%	Remittance costs were 		Remittance costs 		 declined from 	 increased from 	
11	11.1	C110101	11.1.1			EN_LND_SLUM	a21a213e9b4744dd8b53b173ccffd886	125	Proportion of urban population living in slums	percent	1	1	1	%		The proportion of the urban population living in slums was 		The proportion of the urban population living in slums 		declined from 	increased from 	
11	11.6	C110602	11.6.2			EN_ATM_PM25	f612a34532324b998489902f86812cd2	190	Annual mean levels of fine particulate matter in cities, urban population	micrograms per cubic meter	1	1	10	 micrograms per cubic metre		the annual population-weighted average mean concentration of fine suspended particles of less than 2.5 microns in diameter (PM2.5) was 		the annual population-weighted average mean concentration of fine suspended particles of less than 2.5 microns in diameter (PM2.5) 		 This is below the maximum level for safety set by WHO of 10 micrograms per cubic metre.	 This is above the maximum level for safety set by WHO of 10 micrograms per cubic metre.	10
12	12.2	C200203	12.2.2			EN_MAT_DOMCMPG	d020306b93b044929c784f0ecac6ffb4	186	Total domestic material consumption per unit of GDP	kilograms per constant 2010 dollars	1	1	7	 kg per unit of GDP		The material footprint (amount of primary materials used) stood at 		The material footprint (amount of primary materials used) stood at 				
12	12.2	C200203	12.2.2			EN_MAT_DOMCMPC	eed376ef9a7f42bf8091c24b14aeef2c	186	Total domestic material consumption per capita	tonnes	1	1	1	 metric tons per capita		Domestic material consumption was  		Domestic material consumption 		 decreased from 	 increased from 	
12	12.4	C120402	12.4.2	The unit should be "kilograms", not "%"	CHECK UNIT	EN_EWT_GENPCAP	4e1f4e2dfcd44b5e852ea6e5e8ab29de	179	Electronic waste generated, per capita	kilograms	1	1	1	 kg	kg	Electronic waste generated per capita was 		Electronic waste generated per capita 		 decreased from 	 increased from 	
12	12.4	C120402	12.4.2			EN_HAZ_PCAP	17ca59f46f124c719d2905697d5305a6	95	Hazardous waste generated, per capita	kilograms	1	1	1	 kg		The quantity of hazardous waste generated per capita was 		The quantity of hazardous waste generated per capita 		 decreased from 	 increased from 	
12	12.4	C120402	12.4.2			EN_HAZ_GENGDP	25500819a82d49c0a650999547111b82	90	Hazardous waste generated, per unit of GDP	kilograms per constant 2015 dollars	1	1	11	 kg	 kg	the amount of hazardous waste generated for each dollar of GDP was 		the amount of hazardous waste generated for each dollar of GDP was 				
12	12.4	C120402	12.4.2			EN_HAZ_TRTDISR	0abbd0bc360640daae7ceb0ca6fcba86	76	Rate of hazardous waste treated or disposed	percent	1	0	15	%	%	 the rate of hazardous waste treated or disposed reached 		 the rate of hazardous waste treated or disposed reached 		 down from 	 up from 	
12	12.5	C120501	12.5.1			EN_EWT_RCYR	18b86dace0ec47d2a35f9e04644c9529	69	Rate of electronic waste recycling	percent	1	1	1	%	%	The rate of electronic waste recycling was 		The rate of electronic waste recycling 		 decreased from 	 increased from 	
12	12.5	C120501	12.5.1			EN_EWT_RCYPCAP	6e30a494bce840cdb71640867e181979	75	Electronic waste recycling, per capita	kilograms	1	0	15	%	%	 electronic waste recycling per capita reached 		 electronic waste recycling per capita reached 		 down from 		
12	12.c	C120c01	12.c.1			ER_FFS_PRTSST	28fbb152ddc74ef4ae6e20e2998f408a	126	Fossil-fuel pre-tax subsidies (consumption and production	billions of dollars	1	1	1	 billion dollars		Fossil-fuel pre-tax subsidies (consumption and production) were  		Fossil-fuel pre-tax subsidies (consumption and production) 		 decreased from 	 increased from 	
12	12.c	C120c01	12.c.1			ER_FFS_PRTSPC	c91f01b081f34ac0807c0b3013d24a6a	126	Fossil-fuel pre-tax subsidies (consumption and production) per capita	dollars	1	1	1	dollars		Fossil-fuel pre-tax subsidies (consumption and production) per capita were  		Fossil-fuel pre-tax subsidies (consumption and production) per capita 		 decreased from 		
12	12.c	C120c01	12.c.1	Fixed the fact text,. There was a typo	CHECK TEXT	ER_FFS_PRTSPR	ef01d6c93c404bea873fa46ec41df0e3	125	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP	percent	1	1	1	%	%	The share of fossil-fuel pre-tax subsidies (consumption and production) in total GDP was 		The share of fossil-fuel pre-tax subsidies (consumption and production) in total GDP 		 decreased from 	 increased from 	
13	13.1	C200303	13.1.1			VC_DSR_MISS	9af1eb24899841f4b881b37ca9ee69b3	77	Missing persons due to disaster	number	1	1	13	people	people	there were 	 missing due to disasters	there were 	 missing due to disasters			
13	13.1	C200303	13.1.1			VC_DSR_AFFCT	911b45189e6d4b60b7cfe4aa11c97601	132	People affected by disaster	number	1	1	13	people	people	there were 	 affected by disasters	there were 	 affected by disasters			
13	13.1	C200303	13.1.1			VC_DSR_MORT	88c5e52e6dc4459a9d33ce174cb30d34	138	Deaths due to disaster	number	1	1	13	deaths	deaths	there were 	 due to disasters	there were 	 due to disasters			
13	13.1	C200303	13.1.1			VC_DSR_MTMP	cae82162e63e4b75aaece8b2388706c3	140	Deaths and missing persons attributed to disasters	per 100,000 population	1	1	13	deaths and missing persons	deaths and missing persons	there were 	 attributed to disasters per 100,000 pupulation	there were 	 attributed to disasters per 100,000 pupulation			
13	13.1	C200303	13.1.1			VC_DSR_MTMN	ae69d1bf849343a4b62c0356d7c5d621	140	Deaths and missing persons attributed to disasters	number	1	1	13	deaths and missing persons	deaths and missing persons	there were a total of 	 attributed to disasters	there were a total of 	 attributed to disasters			
13	13.1	C200303	13.1.1			VC_DSR_DAFF	91b1e38032fa49ae89aed0caebcab537	132	People directly affected by disasters	per 100,000 population	1	1	13	people	people	there were 	 affected by disasters per 100,000 pupulation	there were 	 affected by disasters per 100,000 pupulation			
13	13.1	C200303	13.1.1			VC_DSR_IJILN	c99d513099d7420dbe5c16dbc1ef4121	124	Injured or ill people attributed to disasters	number	1	1	13	people	people	there were 	 injured or ill due to disasters	there were 	 injured or ill due to disasters			
13	13.1	C200303	13.1.1			VC_DSR_PDAN	524285f08d314c55b1dd607b7ef8cec4	123	People with damaged dwellings attributed to disasters	numbre	1	1	13	people	people	there were 	 with damaged dwellings due to disasters	there were 	 with damaged dwellings due to disasters			
13	13.1	C200303	13.1.1			VC_DSR_PDYN	7b46edd06c4e4aceaac447ccea434426	114	People with destroyed dwellings attributed to disasters	number	1	1	13	people	people	there were 	 with destroyed dwellings due to disasters	there were 	 with destroyed dwellings due to disasters			
13	13.1	C200303	13.1.1			VC_DSR_PDLN	20135e3ea53c4caa99664154395aab98	97	People with disrupted or destroyed livelihoods attributed to disasters	number	1	1	13	people	people	there were 	 with with disrupted or destroyed livelihoods due to disasters	there were 	 with with disrupted or destroyed livelihoods due to disasters			
13	13.1	C200304	13.1.2	Unit should be "point in 0-1 scale"  not "%" in the "fact text"	FIXED	SG_DSR_LGRGSR	98f1b257d7b243a18616ccb009ef4313	93	Adoption and implementation of national disaster risk reduction strategies in line with the Sendai Framework	points in 0-1 scale	1	1	1	points in 0-1 scale	points	The score of adoption and implementation of national disaster and risk reduction strategies was 		The score of adoption and implementation of national disaster and risk reduction strategies 		 declined from 	 increased from 	
13	13.1	C200305	13.1.3			SG_DSR_SILS	9dee51bf18a9435aa5949e9876f4ffb0	82	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national DRR strategies	percent	1	1	1	%	%	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national DRR strategies was 		Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national DRR strategies 		 decreased from 	 increased from 	
14	14.5	C140501	14.5.1			ER_MRN_MARINT	be1eb5aebdf24e43a91a769e3d6fbd2b	193	Protected marine area (Exclusive Economic Zones)	square kilometres	1	1	1	km2	km2	The extension of protected marine area was 		The extension of protected marine area 		 decreased from 	 increased from 	
14	14.5	C140501	14.5.1			ER_MRN_MARIN	1a4acac4d7284c75a48b7c5d07dfdc36	191	Coverage of protected areas in relation to marine areas (Exclusive Economic Zones)	percent	1	1	8	% 		of the marine environment under national jurisdiction (up to 200 nautical miles from shore) was under protection 		of the marine environment under national jurisdiction (up to 200 nautical miles from shore) was under protection 				
14	14.5	C140501	14.5.1			ER_MRN_MPA	ca8a35f5e5c740faa0cbb6a2fc56a4b3	169	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas	percent	1	1	1	%	%	The average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas was 		The average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas 		 decreased from 	 increased from 	
14	14.a	C140a01	14.a.1			ER_RDE_OSEX	a1014f965e8d4c659953f4b649ed7417	25	National ocean science expenditure as a share of total research and development funding	percent	1	1	1	%	%	The share of national ocean science expenditure in total research and development fundings was 		The share of national ocean science expenditure in total research and development fundings 		 decreased from 	 increased from 	
15	15.1	C150101	15.1.1			AG_LND_FRST	4787e933dac34421b4b11427a0b78fbe	235	Forest area as a proportion of total land area	percent	1	1	1	%		The proportion of land area covered by forest was  		Land area covered by forest 		declined from 	increased from 	
15	15.1	C150102	15.1.2			ER_PTD_FRWRT	92dd1f2e6b87403cba549c858fa8a913	155	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas	percent	1	1	7	%		The average proportion of freshwater key biodiversity areas (KBAs) covered by protected areas was 		The average proportion of freshwater key biodiversity areas (KBAs) covered by protected areas was 				
15	15.1	C150102	15.1.2			ER_PTD_TERRS	0e15b1f426814c88b656233c733ac456	218	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas	percent	1	1	7	%		The average proportion of terrestrial key biodiversity areas (KBAs) covered by protected areas was 		The average proportion of terrestrial key biodiversity areas (KBAs) covered by protected areas was 				
15	15.2	C150201	15.2.1			AG_LND_FRSTBIOPHA	acbdd3bf76c24539a2fbb93c0de6f704	205	Above-ground biomass stock in forest	tonnes per hectare	1	1	1	tonnes per hectare		Above-ground biomass stock in forest was  		Above-ground biomass stock in forest 		declined from 	increased from 	
15	15.2	C150201	15.2.1	a space is needed between the latest figure and the unit, for exmaple "151.9thousands of hectares in 2019."	FIXED	AG_LND_FRSTCERT	13a621d222c243dc906d7ee53d13eff3	245	Forest area under an independently verified forest management certification scheme	thousands of hectares	1	1	1	 thousands of hectares		Forest area under an independently verified forest management certification scheme was  		Forest area under an independently verified forest management certification scheme 		declined from 	increased from 	
15	15.2	C150201	15.2.1			AG_LND_FRSTCHG	494e02b3371a4a48acc40fbefc23e7ae	227	Forest area annual net change rate	percent	1	1	1	%		The annual net change rate of forest area reached 		The annual net change rate of forest area 		declined from 	increased from 	
15	15.2	C150201	15.2.1	a space is needed "a long-term management planincreased"	FIXED	AG_LND_FRSTMGT	97a2c09197db49979c54a5a64910891b	137	Proportion of forest area under a long-term management plan	percent	1	1	1	%		The proportion of forest area under a long-term management plan was 		The proportion of forest area under a long-term management plan 		declined from 	increased from 	
15	15.2	C150201	15.2.1			AG_LND_FRSTPRCT	7b45bb09038a47e694f5297ce43371fb	169	Proportion of forest area within legally established protected areas	percent	1	1	1	%		The proportion of forest area within legally established protected areas was 		The proportion of forest area within legally established protected areas  		declined from 	increased from 	
15	15.3	C150301	15.3.1			AG_LND_DGRD	1a14f2c331744324a66f01521443d7bf	124	Proportion of land that is degraded over total land area	percent	1	1	1	%		The proportion of land that is degraded over total land area was 		The proportion of land that is degraded over total land area 		declined from 	increased from 	
15	15.4	C150401	15.4.1			ER_PTD_MOTN	5a2bf367cfd84cbfbcc613b710dc4386	175	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas	percent	1	1	7	%		The average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas was 		The average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas 				
15	15.4	C150402	15.4.2			ER_MTN_GRNCVI	3c069f554fc244dfaed3112a9f5c5948	207	Mountain Green Cover Index	index	1	1	1			The Mountain Green Cover Index was 		The Mountain Green Cover Index 		declined from 	increased from 	
15	15.5	C150501	15.5.1			ER_RSK_LSTI	e48a156bb2d0471bb38948f3c2005769	225	Red List Index	index	1	1	1			The Red List Index was 		The Red List Index 		declined from 	increased from 	
15	15.6	C150601	15.6.1	The text above the chart should be wraped, it is over the frame.	FIXED	ER_CBD_SMTA	0765d85f3d504a03ad69a5a773b62e3d	245	Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country	agreements	1	1	1			Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country was 		Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country 		declined from 	increased from 	
15	15.a	C200210	15.a.1			DC_ODA_BDVDL	679d771d9c964b2180f56b8749f7372e	28	Total official development assistance for biodiversity, as donor	millions of constant 2018 dollars	1	1	1	 million dollars	 million dollars	Total assistance granted for biodiversity stood at 		Total assistance granted for biodiversity 		 declined from 	 increased from 	
15	15.a	C200210	15.a.1			DC_ODA_BDVL	ba5f7039405d4859920b5f3e27b3fb1a	153	Total official development assistance for biodiversity, as recipient	millions of constant 2018 dollars	1	1	1	 million dollars	 million dollars	Total amount received in assistance for biodiversity was 		Total amount received in assistance for biodiversity 		 declined from 	 increased from 	
16	16.1	C160103	16.1.3			VC_VOV_PHYL	6dfe1bd8bae24d85aa1ee60a361566a1	38	Proportion of population subjected to physical violence in the previous 12 months	percent	1	1	1	%		The proportion of population subjected to physical violence in the previous 12 months was 		The of population subjected to physical violence in the previous 12 months 		declined from 	increased from 	
16	16.1	C160103	16.1.3			VC_VOV_ROBB	8b7981e92353421895bb37a0a8225a6c	46	Proportion of population subjected to robbery in the previous 12 months	percent	1	1	1	%		The proportion of population subjected to robbery in the previous 12 months was 		The of population subjected to robbery in the previous 12 months 		declined from 	increased from 	
16	16.1	C160103	16.1.3			VC_VOV_SEXL	ea27aa2484a64fb89fefde9cded7dc38	20	Proportion of women subjected to sexual violence in the previous 12 months	percent	1	1	1	%		The proportion of women subjected to sexual violence in the previous 12 months was 		The of women subjected to sexual violence in the previous 12 months 		declined from 	increased from 	
16	16.1	C160104	16.1.4			VC_SNS_WALN	93cea5544d6a41859f14ee6ed7a4cc95	33	Proportion of population that feel safe walking alone around the area they live	percent	1	1	8	% 		of the population felt safe walking alone around the area where they live 		of the population felt safe walking alone around the area where they live 				
16	16.2	C160201	16.2.1			VC_VAW_PHYPYV	5151a132467e46f4a863ec9752596eb9	55	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month	percent	1	1	1	%		The proportion of children aged 1-14 years who experienced recent physical punishment and/or psychological aggression by caregivers was 		The proportion of children aged 1-14 years who experienced recent physical punishment and/or psychological aggression by caregivers 		declined from 	increased from 	
16	16.2	C160202	16.2.2			VC_HTF_DETVSX	3b2b02c27dd84d2cb8687fe8e9c6e733	17	Number of women that are detected victims of human trafficking for sexual exploitaton	women	1	1	8			women were detected victims of human trafficking for sexual exploitaton 		women were detected victims of human trafficking for sexual exploitaton 				
16	16.2	C160202	16.2.2			VC_HTF_DETV	1e2f5e2a3b904bb7a5808d5c8ee96bc0	141	Number of detected victims of human trafficking	persons	1	1	8			people were detected victims of human trafficking 		people were detected victims of human trafficking 				
16	16.2	C160203	16.2.3			VC_VAW_SXVLN	d91e7c499900436881fb44cb2ca6864b	51	Proportion of women aged 18-29 years who experienced sexual violence by age 18	women	1	1	1	%		The proportion of women aged 18-29 years who experienced sexual violence by age 18 stood at 		The proportion of women aged 18-29 years who experienced sexual violence by age 18 		declined from 	increased from 	
16	16.3	C160301	16.3.1			VC_PRR_PHYV	cabe0a418bff46e8a26f896c29ff0ea2	25	Police reporting rate for physical assault	percent	1	1	1	%		The police reporting rate for physical assault was 		The police reporting rate for physical assault 		declined from 	increased from 	
16	16.3	C160301	16.3.1			VC_PRR_SEXV	9dbeb7b3172d4165b588ef6f9e3aa1e6	26	Police reporting rate for sexual assault	percent	1	1	1	%		The police reporting rate for sexual assault was 		The police reporting rate for sexual assault 		declined from 	increased from 	
16	16.3	C160301	16.3.1			VC_PRR_ROBB	c98a93c6120e4b969436c3d50ce4a4e8	43	Police reporting rate for robbery	percent	1	1	1	%		The police reporting rate for robbery was 		The police reporting rate for robbery 		declined from 	increased from 	
16	16.3	C160302	16.3.2			VC_PRS_UNSEC	54ea233d154243a3a4ba1bfcc3c126cb	160	Unsentenced detainees as a proportion of overall prison population	percent	1	1	8	%	%	of the overall prison population were unsentenced detainees 		of the overall prison population were unsentenced detainees 				
16	16.5	C160501	16.5.1			IU_COR_BRIB	22607d4e528f428796f94467cebb71d0	38	Prevalence rate of bribery	percent	1	1	1	%		The prevalence rate of bribery was 		The prevalence rate of bribery 		declined from 	increased from 	
16	16.5	C160502	16.5.2			IC_FRM_BRIB	edd3d27f7b2345d4ac9efdceb379af78	138	Proportion of firms experiencing at least one bribe payment request	percent	1	1	1	%		The proportion of firms experiencing at least one bribe payment request was 		The proportion of firms experiencing at least one bribe payment request 		declined from 	increased from 	
16	16.6	C160601	16.6.1	 a space is need in "original approved budgetdeclined"		GF_XPD_GBPC	dd7c8bf40a1943d7afd3400ac581bb6d	103	Primary government expenditures as a proportion of original approved budget	percent	1	1	1	%		Primary government expenditures as a proportion of original approved budget reached 		Primary government expenditures as a proportion of original approved budget 		declined from 	increased from 	
