,Goal,Target,Indicator_ref,regionCode,regionName,avg_n_countries_available,avg_median_max_year,avg_median_n_years,avg_median_n_timeSeries,avg_n_dimensions,avg_median_values_per_dim,mean_data_for_female,n_countries_total
492,'16,'16.1,16.1.1,543,Oceania (excluding Australia and New Zealand),6.0,2011.5,2.5,1.0,1.0,1.0,0.3333333333333333,12
493,'16,'16.1,16.1.1,747,Northern Africa and Western Asia,20.0,2016.0,5.5,3.0,1.0,3.0,0.8,24
494,'16,'16.1,16.1.1,753,Eastern and South-Eastern Asia,14.0,2016.0,7.0,2.0,1.0,2.0,0.5,16
495,'16,'16.1,16.1.3,1,World,36.0,2015.3333333333333,2.0,2.0,1.0,2.0,0.4543004798818752,194
496,'16,'16.1,16.1.3,53,Australia and New Zealand,2.0,2015.3333333333333,5.5,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,2
497,'16,'16.1,16.1.3,62,Central and Southern Asia,1.0,2015.0,1.0,1.0,1.0,1.0,0.3333333333333333,14
498,'16,'16.1,16.1.3,202,Sub-Saharan Africa,3.0,2015.3333333333333,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333,48
499,'16,'16.1,16.1.3,419,Latin America and the Caribbean,11.0,2015.3333333333333,1.8333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.3636904761904762,33
500,'16,'16.1,16.1.3,513,Europe and Northern America,12.666666666666666,2015.5,5.166666666666667,2.1666666666666665,1.0,2.1666666666666665,0.5952380952380952,45
501,'16,'16.1,16.1.3,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
502,'16,'16.1,16.1.3,747,Northern Africa and Western Asia,2.6666666666666665,2014.1666666666667,1.6666666666666667,1.1666666666666667,1.0,1.1666666666666667,0.27777777777777773,24
503,'16,'16.1,16.1.3,753,Eastern and South-Eastern Asia,3.6666666666666665,2015.3333333333333,1.5,1.0,1.0,1.0,0.27777777777777773,16
504,'16,'16.1,16.1.4,1,World,21.0,2016.0,2.0,1.0,0.0,,,194
505,'16,'16.1,16.1.4,53,Australia and New Zealand,1.0,2016.0,4.0,1.0,0.0,,,2
506,'16,'16.1,16.1.4,62,Central and Southern Asia,0.0,,,,,,,14
507,'16,'16.1,16.1.4,202,Sub-Saharan Africa,1.0,2016.0,1.0,1.0,0.0,,,48
508,'16,'16.1,16.1.4,419,Latin America and the Caribbean,5.0,2016.0,1.0,1.0,0.0,,,33
509,'16,'16.1,16.1.4,513,Europe and Northern America,10.0,2016.0,2.0,1.0,0.0,,,45
510,'16,'16.1,16.1.4,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
511,'16,'16.1,16.1.4,747,Northern Africa and Western Asia,2.0,2016.5,3.0,1.0,0.0,,,24
512,'16,'16.1,16.1.4,753,Eastern and South-Eastern Asia,2.0,2016.0,1.5,1.0,0.0,,,16
513,'16,'16.10,16.10.1,1,World,0.0,,,,,,,194
514,'16,'16.10,16.10.1,53,Australia and New Zealand,0.0,,,,,,,2
515,'16,'16.10,16.10.1,62,Central and Southern Asia,0.0,,,,,,,14
516,'16,'16.10,16.10.1,202,Sub-Saharan Africa,0.0,,,,,,,48
517,'16,'16.10,16.10.1,419,Latin America and the Caribbean,0.0,,,,,,,33
518,'16,'16.10,16.10.1,513,Europe and Northern America,0.0,,,,,,,45
519,'16,'16.10,16.10.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
520,'16,'16.10,16.10.1,747,Northern Africa and Western Asia,0.0,,,,,,,24
521,'16,'16.10,16.10.1,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
522,'16,'16.10,16.10.2,1,World,126.0,2020.0,1.0,1.0,0.0,,,194
523,'16,'16.10,16.10.2,53,Australia and New Zealand,2.0,2020.0,1.0,1.0,0.0,,,2
524,'16,'16.10,16.10.2,62,Central and Southern Asia,12.0,2020.0,1.0,1.0,0.0,,,14
525,'16,'16.10,16.10.2,202,Sub-Saharan Africa,21.0,2020.0,1.0,1.0,0.0,,,48
526,'16,'16.10,16.10.2,419,Latin America and the Caribbean,24.0,2020.0,1.0,1.0,0.0,,,33
527,'16,'16.10,16.10.2,513,Europe and Northern America,43.0,2020.0,1.0,1.0,0.0,,,45
528,'16,'16.10,16.10.2,543,Oceania (excluding Australia and New Zealand),3.0,2020.0,1.0,1.0,0.0,,,12
529,'16,'16.10,16.10.2,747,Northern Africa and Western Asia,12.0,2020.0,1.0,1.0,0.0,,,24
530,'16,'16.10,16.10.2,753,Eastern and South-Eastern Asia,9.0,2020.0,1.0,1.0,0.0,,,16
531,'16,'16.2,16.2.1,1,World,85.0,2014.0,1.0,1.0,1.0,1.0,0.0,194
532,'16,'16.2,16.2.1,53,Australia and New Zealand,0.0,,,,,,,2
533,'16,'16.2,16.2.1,62,Central and Southern Asia,7.0,2016.0,1.0,1.0,1.0,1.0,0.0,14
534,'16,'16.2,16.2.1,202,Sub-Saharan Africa,28.0,2015.0,1.0,1.0,1.0,1.0,0.0,48
535,'16,'16.2,16.2.1,419,Latin America and the Caribbean,17.0,2014.0,1.0,1.0,1.0,1.0,0.0,33
536,'16,'16.2,16.2.1,513,Europe and Northern America,8.0,2013.0,1.0,1.0,1.0,1.0,0.0,45
537,'16,'16.2,16.2.1,543,Oceania (excluding Australia and New Zealand),4.0,2010.5,1.0,1.0,1.0,1.0,0.0,12
538,'16,'16.2,16.2.1,747,Northern Africa and Western Asia,14.0,2013.5,1.0,1.0,1.0,1.0,0.0,24
539,'16,'16.2,16.2.1,753,Eastern and South-Eastern Asia,7.0,2016.0,1.0,1.0,1.0,1.0,0.0,16
540,'16,'16.2,16.2.2,1,World,97.8,2015.4,5.1,3.8,2.0,1.8880509480136491,0.6401417871442946,194
541,'16,'16.2,16.2.2,53,Australia and New Zealand,1.4,2015.1,7.0,2.8,2.0,1.6360423630481928,0.8,2
542,'16,'16.2,16.2.2,62,Central and Southern Asia,6.2,2012.2,3.2,2.6,2.0,1.5856406460551018,0.6476190476190476,14
543,'16,'16.2,16.2.2,202,Sub-Saharan Africa,14.2,2011.4,2.0,2.0,2.0,1.37566303550217,0.4219047619047619,48
544,'16,'16.2,16.2.2,419,Latin America and the Caribbean,18.4,2016.2,4.7,4.0,2.0,1.9307353010703268,0.6236471861471862,33
545,'16,'16.2,16.2.2,513,Europe and Northern America,36.4,2015.4,7.0,4.4,2.0,2.012671967783287,0.6928321272223712,45
546,'16,'16.2,16.2.2,543,Oceania (excluding Australia and New Zealand),0.2,2014.0,2.0,1.0,2.0,1.0,0.0,12
547,'16,'16.2,16.2.2,747,Northern Africa and Western Asia,13.4,2016.2,5.2,4.4,2.0,2.023577453212834,0.7102106227106227,24
548,'16,'16.2,16.2.2,753,Eastern and South-Eastern Asia,7.6,2015.0,4.7,2.8,2.0,1.6228766310021279,0.6031746031746031,16
549,'16,'16.2,16.2.3,1,World,52.0,2015.0,1.0,1.0,2.0,1.0,1.0,194
550,'16,'16.2,16.2.3,53,Australia and New Zealand,0.0,,,,,,,2
551,'16,'16.2,16.2.3,62,Central and Southern Asia,7.0,2016.0,1.0,1.0,2.0,1.0,1.0,14
552,'16,'16.2,16.2.3,202,Sub-Saharan Africa,28.0,2015.0,1.0,1.0,2.0,1.0,1.0,48
553,'16,'16.2,16.2.3,419,Latin America and the Caribbean,8.0,2015.0,1.0,1.0,2.0,1.0,1.0,33
554,'16,'16.2,16.2.3,513,Europe and Northern America,3.0,2007.0,1.0,1.0,2.0,1.0,1.0,45
555,'16,'16.2,16.2.3,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
556,'16,'16.2,16.2.3,747,Northern Africa and Western Asia,2.0,2012.5,1.0,1.5,2.0,1.2071067811865475,1.0,24
557,'16,'16.2,16.2.3,753,Eastern and South-Eastern Asia,4.0,2016.0,1.0,1.0,2.0,1.0,1.0,16
558,'16,'16.3,16.3.1,1,World,28.333333333333332,2015.0,1.6666666666666667,1.0,1.0,1.0,0.07817460317460317,194
559,'16,'16.3,16.3.1,53,Australia and New Zealand,1.3333333333333333,2015.8333333333333,7.166666666666667,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,2
560,'16,'16.3,16.3.1,62,Central and Southern Asia,1.0,2015.0,1.0,1.0,1.0,1.0,0.0,14
561,'16,'16.3,16.3.1,202,Sub-Saharan Africa,1.6666666666666667,2014.6666666666667,1.5,1.0,1.0,1.0,0.0,48
562,'16,'16.3,16.3.1,419,Latin America and the Caribbean,8.666666666666666,2013.6666666666667,1.3333333333333333,1.0,1.0,1.0,0.07777777777777778,33
563,'16,'16.3,16.3.1,513,Europe and Northern America,11.666666666666666,2014.6666666666667,2.5,1.0,1.0,1.0,0.0,45
564,'16,'16.3,16.3.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
565,'16,'16.3,16.3.1,747,Northern Africa and Western Asia,2.0,2014.0,1.3333333333333333,1.0,1.0,1.0,0.0,24
566,'16,'16.3,16.3.1,753,Eastern and South-Eastern Asia,2.0,2016.0,2.1666666666666665,2.0,1.0,2.0,0.611111111111111,16
567,'16,'16.3,16.3.2,1,World,130.0,2017.0,2.0,1.0,0.0,,,194
568,'16,'16.3,16.3.2,53,Australia and New Zealand,2.0,2017.0,2.0,1.0,0.0,,,2
569,'16,'16.3,16.3.2,62,Central and Southern Asia,7.0,2017.0,2.0,1.0,0.0,,,14
570,'16,'16.3,16.3.2,202,Sub-Saharan Africa,22.0,2017.0,2.0,1.0,0.0,,,48
571,'16,'16.3,16.3.2,419,Latin America and the Caribbean,28.0,2017.0,2.0,1.0,0.0,,,33
572,'16,'16.3,16.3.2,513,Europe and Northern America,42.0,2017.0,2.0,1.0,0.0,,,45
573,'16,'16.3,16.3.2,543,Oceania (excluding Australia and New Zealand),6.0,2017.0,2.0,1.0,0.0,,,12
574,'16,'16.3,16.3.2,747,Northern Africa and Western Asia,12.0,2017.0,2.0,1.0,0.0,,,24
575,'16,'16.3,16.3.2,753,Eastern and South-Eastern Asia,11.0,2017.0,2.0,1.0,0.0,,,16
576,'16,'16.5,16.5.1,1,World,36.0,2012.5,1.0,1.0,1.0,1.0,0.4444444444444444,194
577,'16,'16.5,16.5.1,53,Australia and New Zealand,0.0,,,,,,,2
578,'16,'16.5,16.5.1,62,Central and Southern Asia,2.0,2013.5,1.5,2.0,1.0,2.0,0.5,14
579,'16,'16.5,16.5.1,202,Sub-Saharan Africa,6.0,2014.0,1.0,2.0,1.0,2.0,0.5,48
580,'16,'16.5,16.5.1,419,Latin America and the Caribbean,10.0,2015.0,1.5,1.0,1.0,1.0,0.3,33
581,'16,'16.5,16.5.1,513,Europe and Northern America,11.0,2010.0,1.0,3.0,1.0,3.0,0.7272727272727273,45
582,'16,'16.5,16.5.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
583,'16,'16.5,16.5.1,747,Northern Africa and Western Asia,4.0,2012.0,1.0,1.0,1.0,1.0,0.25,24
584,'16,'16.5,16.5.1,753,Eastern and South-Eastern Asia,3.0,2013.0,2.0,1.0,1.0,1.0,0.0,16
585,'16,'16.5,16.5.2,1,World,138.0,2013.0,2.0,1.0,0.0,,,194
586,'16,'16.5,16.5.2,53,Australia and New Zealand,0.0,,,,,,,2
587,'16,'16.5,16.5.2,62,Central and Southern Asia,11.0,2013.0,2.0,1.0,0.0,,,14
588,'16,'16.5,16.5.2,202,Sub-Saharan Africa,42.0,2014.0,2.0,1.0,0.0,,,48
589,'16,'16.5,16.5.2,419,Latin America and the Caribbean,31.0,2010.0,2.0,1.0,0.0,,,33
590,'16,'16.5,16.5.2,513,Europe and Northern America,22.0,2013.0,2.0,1.0,0.0,,,45
591,'16,'16.5,16.5.2,543,Oceania (excluding Australia and New Zealand),7.0,2009.0,1.0,1.0,0.0,,,12
592,'16,'16.5,16.5.2,747,Northern Africa and Western Asia,14.0,2013.0,1.0,1.0,0.0,,,24
593,'16,'16.5,16.5.2,753,Eastern and South-Eastern Asia,11.0,2015.0,2.0,1.0,0.0,,,16
594,'16,'16.6,16.6.1,1,World,95.0,2014.0,6.0,1.0,0.0,,,194
595,'16,'16.6,16.6.1,53,Australia and New Zealand,0.0,,,,,,,2
596,'16,'16.6,16.6.1,62,Central and Southern Asia,12.0,2016.0,10.0,1.0,0.0,,,14
597,'16,'16.6,16.6.1,202,Sub-Saharan Africa,39.0,2015.0,6.0,1.0,0.0,,,48
598,'16,'16.6,16.6.1,419,Latin America and the Caribbean,12.0,2011.5,4.5,1.0,0.0,,,33
599,'16,'16.6,16.6.1,513,Europe and Northern America,11.0,2016.0,8.0,1.0,0.0,,,45
600,'16,'16.6,16.6.1,543,Oceania (excluding Australia and New Zealand),5.0,2011.0,3.0,1.0,0.0,,,12
601,'16,'16.6,16.6.1,747,Northern Africa and Western Asia,9.0,2014.0,6.0,1.0,0.0,,,24
602,'16,'16.6,16.6.1,753,Eastern and South-Eastern Asia,7.0,2013.0,4.0,1.0,0.0,,,16
603,'16,'16.8,16.8.1,1,World,193.0,2018.0,7.0,7.0,1.0,7.0,0.0,194
604,'16,'16.8,16.8.1,53,Australia and New Zealand,2.0,2018.0,7.0,8.0,1.0,8.0,0.0,2
605,'16,'16.8,16.8.1,62,Central and Southern Asia,14.0,2018.0,7.0,6.5,1.0,6.5,0.0,14
606,'16,'16.8,16.8.1,202,Sub-Saharan Africa,48.0,2018.0,7.0,7.0,1.0,7.0,0.0,48
607,'16,'16.8,16.8.1,419,Latin America and the Caribbean,33.0,2018.0,7.0,7.0,1.0,7.0,0.0,33
608,'16,'16.8,16.8.1,513,Europe and Northern America,45.0,2018.0,7.0,7.0,1.0,7.0,0.0,45
609,'16,'16.8,16.8.1,543,Oceania (excluding Australia and New Zealand),12.0,2018.0,7.0,5.5,1.0,5.5,0.0,12
610,'16,'16.8,16.8.1,747,Northern Africa and Western Asia,23.0,2018.0,7.0,6.0,1.0,6.0,0.0,24
611,'16,'16.8,16.8.1,753,Eastern and South-Eastern Asia,16.0,2018.0,7.0,7.0,1.0,7.0,0.0,16
612,'16,'16.9,16.9.1,1,World,175.0,2014.0,1.0,1.0,1.0,1.0,0.0,194
613,'16,'16.9,16.9.1,53,Australia and New Zealand,2.0,2013.5,1.0,1.0,1.0,1.0,0.0,2
614,'16,'16.9,16.9.1,62,Central and Southern Asia,14.0,2016.0,1.0,1.0,1.0,1.0,0.0,14
615,'16,'16.9,16.9.1,202,Sub-Saharan Africa,45.0,2015.0,1.0,1.0,1.0,1.0,0.0,48
616,'16,'16.9,16.9.1,419,Latin America and the Caribbean,27.0,2014.0,1.0,1.0,1.0,1.0,0.0,33
617,'16,'16.9,16.9.1,513,Europe and Northern America,45.0,2014.0,1.0,1.0,1.0,1.0,0.0,45
618,'16,'16.9,16.9.1,543,Oceania (excluding Australia and New Zealand),9.0,2013.0,1.0,1.0,1.0,1.0,0.0,12
619,'16,'16.9,16.9.1,747,Northern Africa and Western Asia,21.0,2015.0,1.0,1.0,1.0,1.0,0.0,24
620,'16,'16.9,16.9.1,753,Eastern and South-Eastern Asia,12.0,2016.0,1.0,1.0,1.0,1.0,0.0,16
621,'16,'16.a,16.a.1,1,World,49.666666666666664,2018.625,5.625,1.0,0.0,,,194
622,'16,'16.a,16.a.1,53,Australia and New Zealand,0.3333333333333333,2019.0,8.0,1.0,0.0,,,2
623,'16,'16.a,16.a.1,62,Central and Southern Asia,3.6666666666666665,2016.75,5.625,1.0,0.0,,,14
624,'16,'16.a,16.a.1,202,Sub-Saharan Africa,12.333333333333334,2018.625,5.875,1.0,0.0,,,48
625,'16,'16.a,16.a.1,419,Latin America and the Caribbean,7.833333333333333,2018.75,5.875,1.0,0.0,,,33
626,'16,'16.a,16.a.1,513,Europe and Northern America,12.833333333333334,2016.625,4.75,1.0,0.0,,,45
627,'16,'16.a,16.a.1,543,Oceania (excluding Australia and New Zealand),2.3333333333333335,2015.0,5.0,1.0,0.0,,,12
628,'16,'16.a,16.a.1,747,Northern Africa and Western Asia,6.5,2016.0,4.666666666666667,1.0,0.0,,,24
629,'16,'16.a,16.a.1,753,Eastern and South-Eastern Asia,3.8333333333333335,2018.6666666666667,6.333333333333333,1.0,0.0,,,16
630,'17,'17.1,17.1.1,1,World,169.0,2018.0,18.0,1.0,1.0,1.0,0.0,194
631,'17,'17.1,17.1.1,53,Australia and New Zealand,2.0,2018.0,19.0,1.0,1.0,1.0,0.0,2
632,'17,'17.1,17.1.1,62,Central and Southern Asia,13.0,2017.0,16.0,1.0,1.0,1.0,0.0,14
633,'17,'17.1,17.1.1,202,Sub-Saharan Africa,40.0,2018.0,14.0,1.0,1.0,1.0,0.0,48
634,'17,'17.1,17.1.1,419,Latin America and the Caribbean,28.0,2018.0,18.5,1.0,1.0,1.0,0.0,33
635,'17,'17.1,17.1.1,513,Europe and Northern America,41.0,2018.0,19.0,1.0,1.0,1.0,0.0,45
636,'17,'17.1,17.1.1,543,Oceania (excluding Australia and New Zealand),11.0,2018.0,9.0,1.0,1.0,1.0,0.0,12
637,'17,'17.1,17.1.1,747,Northern Africa and Western Asia,20.0,2017.0,14.5,1.0,1.0,1.0,0.0,24
638,'17,'17.1,17.1.1,753,Eastern and South-Eastern Asia,14.0,2018.0,18.0,1.0,1.0,1.0,0.0,16
639,'17,'17.1,17.1.2,1,World,169.0,2018.0,18.0,1.0,1.0,1.0,0.0,194
640,'17,'17.1,17.1.2,53,Australia and New Zealand,2.0,2018.5,19.0,1.0,1.0,1.0,0.0,2
641,'17,'17.1,17.1.2,62,Central and Southern Asia,13.0,2017.0,16.0,1.0,1.0,1.0,0.0,14
642,'17,'17.1,17.1.2,202,Sub-Saharan Africa,40.0,2018.0,13.0,1.0,1.0,1.0,0.0,48
643,'17,'17.1,17.1.2,419,Latin America and the Caribbean,28.0,2018.0,18.0,1.0,1.0,1.0,0.0,33
644,'17,'17.1,17.1.2,513,Europe and Northern America,41.0,2018.0,19.0,1.0,1.0,1.0,0.0,45
645,'17,'17.1,17.1.2,543,Oceania (excluding Australia and New Zealand),11.0,2018.0,9.0,1.0,1.0,1.0,0.0,12
646,'17,'17.1,17.1.2,747,Northern Africa and Western Asia,20.0,2017.0,14.5,1.0,1.0,1.0,0.0,24
647,'17,'17.1,17.1.2,753,Eastern and South-Eastern Asia,14.0,2018.0,18.0,1.0,1.0,1.0,0.0,16
648,'17,'17.10,17.10.1,1,World,155.0,2017.0,5.0,7.0,1.0,7.0,0.0,194
649,'17,'17.10,17.10.1,53,Australia and New Zealand,2.0,2017.0,5.0,7.0,1.0,7.0,0.0,2
650,'17,'17.10,17.10.1,62,Central and Southern Asia,13.0,2017.0,5.0,7.0,1.0,7.0,0.0,14
651,'17,'17.10,17.10.1,202,Sub-Saharan Africa,46.0,2017.0,5.0,7.0,1.0,7.0,0.0,48
652,'17,'17.10,17.10.1,419,Latin America and the Caribbean,33.0,2017.0,5.0,7.0,1.0,7.0,0.0,33
653,'17,'17.10,17.10.1,513,Europe and Northern America,14.0,2017.0,5.0,7.0,1.0,7.0,0.0,45
654,'17,'17.10,17.10.1,543,Oceania (excluding Australia and New Zealand),10.0,2017.0,5.0,7.0,1.0,7.0,0.0,12
655,'17,'17.10,17.10.1,747,Northern Africa and Western Asia,22.0,2017.0,5.0,7.0,1.0,7.0,0.0,24
656,'17,'17.10,17.10.1,753,Eastern and South-Eastern Asia,15.0,2017.0,5.0,7.0,1.0,7.0,0.0,16
657,'17,'17.11,17.11.1,1,World,0.0,,,,,,,194
658,'17,'17.11,17.11.1,53,Australia and New Zealand,0.0,,,,,,,2
659,'17,'17.11,17.11.1,62,Central and Southern Asia,0.0,,,,,,,14
660,'17,'17.11,17.11.1,202,Sub-Saharan Africa,0.0,,,,,,,48
661,'17,'17.11,17.11.1,419,Latin America and the Caribbean,0.0,,,,,,,33
662,'17,'17.11,17.11.1,513,Europe and Northern America,0.0,,,,,,,45
663,'17,'17.11,17.11.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
664,'17,'17.11,17.11.1,747,Northern Africa and Western Asia,0.0,,,,,,,24
665,'17,'17.11,17.11.1,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
666,'17,'17.12,17.12.1,1,World,143.0,2018.0,11.0,6.0,1.0,6.0,0.0,194
667,'17,'17.12,17.12.1,53,Australia and New Zealand,0.0,,,,,,,2
668,'17,'17.12,17.12.1,62,Central and Southern Asia,14.0,2018.0,11.0,6.0,1.0,6.0,0.0,14
669,'17,'17.12,17.12.1,202,Sub-Saharan Africa,47.0,2018.0,11.0,6.0,1.0,6.0,0.0,48
670,'17,'17.12,17.12.1,419,Latin America and the Caribbean,33.0,2018.0,11.0,6.0,1.0,6.0,0.0,33
671,'17,'17.12,17.12.1,513,Europe and Northern America,0.0,,,,,,,45
672,'17,'17.12,17.12.1,543,Oceania (excluding Australia and New Zealand),12.0,2018.0,11.0,5.0,1.0,5.0,0.0,12
673,'17,'17.12,17.12.1,747,Northern Africa and Western Asia,22.0,2018.0,11.0,7.0,1.0,7.0,0.0,24
674,'17,'17.12,17.12.1,753,Eastern and South-Eastern Asia,15.0,2018.0,11.0,7.0,1.0,7.0,0.0,16
675,'17,'17.15,17.15.1,1,World,52.5,2018.0,1.0,1.0,0.0,,,194
676,'17,'17.15,17.15.1,53,Australia and New Zealand,1.0,2018.0,1.0,1.0,0.0,,,2
677,'17,'17.15,17.15.1,62,Central and Southern Asia,2.0,2018.0,1.0,1.0,0.0,,,14
678,'17,'17.15,17.15.1,202,Sub-Saharan Africa,18.0,2018.0,1.0,1.0,0.0,,,48
679,'17,'17.15,17.15.1,419,Latin America and the Caribbean,5.0,2018.0,1.0,1.0,0.0,,,33
680,'17,'17.15,17.15.1,513,Europe and Northern America,13.5,2018.0,1.0,1.0,0.0,,,45
681,'17,'17.15,17.15.1,543,Oceania (excluding Australia and New Zealand),5.0,2018.0,1.0,1.0,0.0,,,12
682,'17,'17.15,17.15.1,747,Northern Africa and Western Asia,3.5,2018.0,1.0,1.0,0.0,,,24
683,'17,'17.15,17.15.1,753,Eastern and South-Eastern Asia,4.5,2018.0,1.0,1.0,0.0,,,16
684,'17,'17.16,17.16.1,1,World,49.0,2018.0,1.0,1.0,0.0,,,194
685,'17,'17.16,17.16.1,53,Australia and New Zealand,1.0,2018.0,1.0,1.0,0.0,,,2
686,'17,'17.16,17.16.1,62,Central and Southern Asia,2.0,2018.0,1.0,1.0,0.0,,,14
687,'17,'17.16,17.16.1,202,Sub-Saharan Africa,13.0,2018.0,1.0,1.0,0.0,,,48
688,'17,'17.16,17.16.1,419,Latin America and the Caribbean,4.0,2018.0,1.0,1.0,0.0,,,33
689,'17,'17.16,17.16.1,513,Europe and Northern America,14.0,2018.0,1.0,1.0,0.0,,,45
690,'17,'17.16,17.16.1,543,Oceania (excluding Australia and New Zealand),4.0,2018.0,1.0,1.0,0.0,,,12
691,'17,'17.16,17.16.1,747,Northern Africa and Western Asia,5.0,2018.0,1.0,1.0,0.0,,,24
692,'17,'17.16,17.16.1,753,Eastern and South-Eastern Asia,6.0,2018.0,1.0,1.0,0.0,,,16
693,'17,'17.18,17.18.2,1,World,121.0,2018.0,1.0,1.0,0.0,,,194
694,'17,'17.18,17.18.2,53,Australia and New Zealand,2.0,2018.0,1.0,1.0,0.0,,,2
695,'17,'17.18,17.18.2,62,Central and Southern Asia,11.0,2018.0,1.0,1.0,0.0,,,14
696,'17,'17.18,17.18.2,202,Sub-Saharan Africa,25.0,2018.0,1.0,1.0,0.0,,,48
697,'17,'17.18,17.18.2,419,Latin America and the Caribbean,16.0,2018.0,1.0,1.0,0.0,,,33
698,'17,'17.18,17.18.2,513,Europe and Northern America,41.0,2018.0,1.0,1.0,0.0,,,45
699,'17,'17.18,17.18.2,543,Oceania (excluding Australia and New Zealand),1.0,2018.0,1.0,1.0,0.0,,,12
700,'17,'17.18,17.18.2,747,Northern Africa and Western Asia,15.0,2018.0,1.0,1.0,0.0,,,24
701,'17,'17.18,17.18.2,753,Eastern and South-Eastern Asia,10.0,2018.0,1.0,1.0,0.0,,,16
702,'17,'17.18,17.18.3,1,World,125.6,2018.0,1.0,1.0,0.0,,,194
703,'17,'17.18,17.18.3,53,Australia and New Zealand,2.0,2018.0,1.0,1.0,0.0,,,2
704,'17,'17.18,17.18.3,62,Central and Southern Asia,12.4,2018.0,1.0,1.0,0.0,,,14
705,'17,'17.18,17.18.3,202,Sub-Saharan Africa,30.6,2018.0,1.0,1.0,0.0,,,48
706,'17,'17.18,17.18.3,419,Latin America and the Caribbean,17.2,2018.0,1.0,1.0,0.0,,,33
707,'17,'17.18,17.18.3,513,Europe and Northern America,36.0,2018.0,1.0,1.0,0.0,,,45
708,'17,'17.18,17.18.3,543,Oceania (excluding Australia and New Zealand),3.0,2018.0,1.0,1.0,0.0,,,12
709,'17,'17.18,17.18.3,747,Northern Africa and Western Asia,15.4,2018.0,1.0,1.0,0.0,,,24
710,'17,'17.18,17.18.3,753,Eastern and South-Eastern Asia,9.0,2018.0,1.0,1.0,0.0,,,16
711,'17,'17.19,17.19.1,1,World,151.0,2016.0,11.0,1.0,0.0,,,194
712,'17,'17.19,17.19.1,53,Australia and New Zealand,0.0,,,,,,,2
713,'17,'17.19,17.19.1,62,Central and Southern Asia,14.0,2016.0,11.0,1.0,0.0,,,14
714,'17,'17.19,17.19.1,202,Sub-Saharan Africa,48.0,2016.0,11.0,1.0,0.0,,,48
715,'17,'17.19,17.19.1,419,Latin America and the Caribbean,31.0,2016.0,9.0,1.0,0.0,,,33
716,'17,'17.19,17.19.1,513,Europe and Northern America,11.0,2016.0,11.0,1.0,0.0,,,45
717,'17,'17.19,17.19.1,543,Oceania (excluding Australia and New Zealand),12.0,2016.0,8.5,1.0,0.0,,,12
718,'17,'17.19,17.19.1,747,Northern Africa and Western Asia,23.0,2016.0,10.0,1.0,0.0,,,24
719,'17,'17.19,17.19.1,753,Eastern and South-Eastern Asia,12.0,2016.0,11.0,1.0,0.0,,,16
720,'17,'17.19,17.19.2,1,World,77.83333333333333,2015.6666666666667,3.0,1.0,0.0,,,194
721,'17,'17.19,17.19.2,53,Australia and New Zealand,1.0,2017.6666666666667,3.0,1.0,0.0,,,2
722,'17,'17.19,17.19.2,62,Central and Southern Asia,5.0,2016.0,3.0,1.0,0.0,,,14
723,'17,'17.19,17.19.2,202,Sub-Saharan Africa,13.833333333333334,2016.3333333333333,3.0,1.0,0.0,,,48
724,'17,'17.19,17.19.2,419,Latin America and the Caribbean,15.5,2015.6666666666667,3.0,1.0,0.0,,,33
725,'17,'17.19,17.19.2,513,Europe and Northern America,22.166666666666668,2015.6666666666667,3.0,1.0,0.0,,,45
726,'17,'17.19,17.19.2,543,Oceania (excluding Australia and New Zealand),4.333333333333333,2017.0,3.0,1.0,0.0,,,12
727,'17,'17.19,17.19.2,747,Northern Africa and Western Asia,10.0,2016.1666666666667,3.0,1.0,0.0,,,24
728,'17,'17.19,17.19.2,753,Eastern and South-Eastern Asia,6.0,2016.8333333333333,3.0,1.0,0.0,,,16
729,'17,'17.2,17.2.1,1,World,29.0,2017.4,14.8,1.0,0.0,,,194
730,'17,'17.2,17.2.1,53,Australia and New Zealand,2.0,2017.4,14.8,1.0,0.0,,,2
731,'17,'17.2,17.2.1,62,Central and Southern Asia,0.0,,,,,,,14
732,'17,'17.2,17.2.1,202,Sub-Saharan Africa,0.0,,,,,,,48
733,'17,'17.2,17.2.1,419,Latin America and the Caribbean,0.0,,,,,,,33
734,'17,'17.2,17.2.1,513,Europe and Northern America,25.0,2017.4,14.8,1.0,0.0,,,45
735,'17,'17.2,17.2.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
736,'17,'17.2,17.2.1,747,Northern Africa and Western Asia,0.0,,,,,,,24
737,'17,'17.2,17.2.1,753,Eastern and South-Eastern Asia,2.0,2017.4,14.8,1.0,0.0,,,16
