goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	quantile_code	quantile_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2002	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	_T	Total (national average) or no breakdown	[2009, 2011, 2012, 2014, 2015]	2009	2015	5	PT	Percentage	G	Global							1.43799		4.04798	3.43333		4.20993	5.44319		5.44319			[2009]: Survei Sosial Ekonomi Nasional 2009, Maret // [2011]: SUSENAS - Indonesian National Social Economic Survey // [2012]: Survei Sosial Ekonomi Nasional 2012, Maret (SUSENAS) // [2014]: Survei Sosial Ekonomi Nasional 2014, Maret (SUSENAS) // [2015]: Survei Sosial Ekonomi Nasional 2015, Maret (SUSENAS)	[2009,2012,2014-2015]: Badan Pusat Statistik // [2011]: Central Bureau of Statistics (BPS) of Indonesia		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	Q1	Quintile 1 (poorest)	[2009, 2011, 2012, 2014, 2015]	2009	2015	5	PT	Percentage	G	Global							1.28912		3.84816	3.01936		4.36427	4.71528		4.71528			[2009]: Survei Sosial Ekonomi Nasional 2009, Maret // [2011]: SUSENAS - Indonesian National Social Economic Survey // [2012]: Survei Sosial Ekonomi Nasional 2012, Maret (SUSENAS) // [2014]: Survei Sosial Ekonomi Nasional 2014, Maret (SUSENAS) // [2015]: Survei Sosial Ekonomi Nasional 2015, Maret (SUSENAS)	[2009,2012,2014-2015]: Badan Pusat Statistik // [2011]: Central Bureau of Statistics (BPS) of Indonesia		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	Q1	Quintile 1 (poorest)	[2006, 2012]	2006	2012	2	PT	Percentage	G	Global				0.65091						2.77838					2.77838			[2006]: Household Socio-Economic Survey 2006-2007 // [2012]: Household Socio Economic Survey 2012	[2006]: Central Organization for Statistics and Information Technology (COSIT), Kurdistan Regional Statistics Office (KRSO) // [2012]: Organization for Statistics and Information Technology (COSIT) - Ministry of Planning; Kurdistan Regional Statistics Office (KRSO) - Ministry of PlanningÂ		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	_T	Total (national average) or no breakdown	[2006, 2012]	2006	2012	2	PT	Percentage	G	Global				0.57183						2.88186					2.88186			[2006]: Household Socio-Economic Survey 2006-2007 // [2012]: Household Socio Economic Survey 2012	[2006]: Central Organization for Statistics and Information Technology (COSIT), Kurdistan Regional Statistics Office (KRSO) // [2012]: Organization for Statistics and Information Technology (COSIT) - Ministry of Planning; Kurdistan Regional Statistics Office (KRSO) - Ministry of PlanningÂ		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	_T	Total (national average) or no breakdown	[2002]	2002	2002	1	PT	Percentage	G	Global	0.4297														0.4297			"[""Enquete sur le Niveau de Vie des Menages de Cote d'Ivoire 2002""]"	Institut National de la Statistique - Ministere du Plan et du developpement		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	Q1	Quintile 1 (poorest)	[2002]	2002	2002	1	PT	Percentage	G	Global	0.39633														0.39633			"[""Enquete sur le Niveau de Vie des Menages de Cote d'Ivoire 2002""]"	Institut National de la Statistique - Ministere du Plan et du developpement		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	_T	Total (national average) or no breakdown	[2002]	2002	2002	1	PT	Percentage	G	Global	4.4863														4.4863			Survey of Living Conditions	PDU - Planning Institute of Jamaica,Surveys Division - Statistical Institute of Jamaica		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	Q1	Quintile 1 (poorest)	[2002]	2002	2002	1	PT	Percentage	G	Global	4.07195														4.07195			Survey of Living Conditions	PDU - Planning Institute of Jamaica,Surveys Division - Statistical Institute of Jamaica		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	39	Southern Europe	3	150	Europe	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global														5.33805	5.33805				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	39	Southern Europe	3	150	Europe	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global														6.90125	6.90125				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	_T	Total (national average) or no breakdown	[2014]	2014	2014	1	PT	Percentage	G	Global												12.50519			12.50519			Household Budget Survey	The Agency of Statistics of the Republic of Kazakhstan - SARK		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	Q1	Quintile 1 (poorest)	[2014]	2014	2014	1	PT	Percentage	G	Global												22.62891			22.62891			Household Budget Survey	The Agency of Statistics of the Republic of Kazakhstan - SARK		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	_T	Total (national average) or no breakdown	[2011, 2012, 2013]	2011	2013	3	PT	Percentage	G	Global									23.89148	21.08072	25.79409				25.79409			Kyrgyz Integrated Household Survey	National Statistical Committee of the Kyrgyz Republic - NSC		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	Q1	Quintile 1 (poorest)	[2011, 2012, 2013]	2011	2013	3	PT	Percentage	G	Global									25.65016	17.35811	25.32387				25.32387			Kyrgyz Integrated Household Survey	National Statistical Committee of the Kyrgyz Republic - NSC		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	419	Latin America and the Caribbean	3	19	Americas	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global														7.05526	7.05526				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	419	Latin America and the Caribbean	3	19	Americas	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global														6.831	6.831				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	_T	Total (national average) or no breakdown	[2008, 2009]	2008	2009	2	PT	Percentage	G	Global						7.69174	9.84013								9.84013			Household Budget Survey	Central Statistical Bureau of Latvia		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	Q1	Quintile 1 (poorest)	[2008, 2009]	2008	2009	2	PT	Percentage	G	Global						7.67277	14.00812								14.00812			Household Budget Survey	Central Statistical Bureau of Latvia		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1	Q1	Quintile 1 (poorest)	[2007]	2007	2007	1	PT	Percentage	G	Global					11.44857										11.44857			Core Welfare Indicators Questionnaire 2007	Liberia Institute of Statistics and Geo_Information Services - Government of Liberia		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1	_T	Total (national average) or no breakdown	[2007]	2007	2007	1	PT	Percentage	G	Global					10.3525										10.3525			Core Welfare Indicators Questionnaire 2007	Liberia Institute of Statistics and Geo_Information Services - Government of Liberia		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	Q1	Quintile 1 (poorest)	[2008]	2008	2008	1	PT	Percentage	G	Global						2.8735									2.8735			Household Budget Survey	Statistics Lithuania		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	_T	Total (national average) or no breakdown	[2008]	2008	2008	1	PT	Percentage	G	Global						2.22928									2.22928			Household Budget Survey	Statistics Lithuania		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1	Q1	Quintile 1 (poorest)	[2010]	2010	2010	1	PT	Percentage	G	Global								1.03113							1.03113			Enquete Periodique Aupres Des Menages 2010 (EPM 2010)	Institut National de la Statistique de Madagascar		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1	_T	Total (national average) or no breakdown	[2010]	2010	2010	1	PT	Percentage	G	Global								5.69943							5.69943			Enquete Periodique Aupres Des Menages 2010 (EPM 2010)	Institut National de la Statistique de Madagascar		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	_T	Total (national average) or no breakdown	[2006, 2012]	2006	2012	2	PT	Percentage	G	Global				1.36234						2.16028					2.16028			[2006]: Household Budget Survey 2006-2007 // [2012]: Household Budget Survey	[2006]: Statistics Mauritius - Ministry of Finance and Economic Empowerment // [2012]: Central Statistics Office		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	Q1	Quintile 1 (poorest)	[2006, 2012]	2006	2012	2	PT	Percentage	G	Global				1.50367						4.13439					4.13439			[2006]: Household Budget Survey 2006-2007 // [2012]: Household Budget Survey	[2006]: Statistics Mauritius - Ministry of Finance and Economic Empowerment // [2012]: Central Statistics Office		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1	_T	Total (national average) or no breakdown	[2007, 2009, 2010, 2012]	2007	2012	4	PT	Percentage	G	Global					5.2661		5.90736	4.09141		6.11845					6.11845			[2007]: Household Socio-Economic Survey 2007-2008 // [2009]: Household Socio-Economic Survey 2008-2009 // [2010]: Household Socio-Economic Survey 2010 // [2012]: Household Socio-Economic Survey 2012	[2007]: National Statistical Office (NSO) - Government of Mongolia // [2009-2010,2012]: National Statistical Office of Mongolia - NSO		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1	Q1	Quintile 1 (poorest)	[2007, 2009, 2010, 2012]	2007	2012	4	PT	Percentage	G	Global					8.53055		10.48438	6.76638		10.18902					10.18902			[2007]: Household Socio-Economic Survey 2007-2008 // [2009]: Household Socio-Economic Survey 2008-2009 // [2010]: Household Socio-Economic Survey 2010 // [2012]: Household Socio-Economic Survey 2012	[2007]: National Statistical Office (NSO) - Government of Mongolia // [2009-2010,2012]: National Statistical Office of Mongolia - NSO		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	Q1	Quintile 1 (poorest)	[2010, 2012, 2013]	2010	2013	3	PT	Percentage	G	Global								4.73696		3.12991	2.1085				2.1085			Household Budget Survey	[2010,2013]: National Bureau of Statistics of the Republic of Moldova // [2012]: National Bureau of Statistics of the Republic of Moldova		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	_T	Total (national average) or no breakdown	[2010, 2012, 2013]	2010	2013	3	PT	Percentage	G	Global								2.49661		1.54528	0.91597				0.91597			Household Budget Survey	[2010,2013]: National Bureau of Statistics of the Republic of Moldova // [2012]: National Bureau of Statistics of the Republic of Moldova		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1	_T	Total (national average) or no breakdown	[2011, 2012, 2013, 2014]	2011	2014	4	PT	Percentage	G	Global									3.96	3.54356	2.19372	3.61241			3.61241			Household Budget Survey	Statistical Office of Montenegro		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1	Q1	Quintile 1 (poorest)	[2011, 2012, 2013, 2014]	2011	2014	4	PT	Percentage	G	Global									3.58474	7.14999	4.923	2.46184			2.46184			Household Budget Survey	Statistical Office of Montenegro		CA: Country adjusted data
