goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,600,Paraguay,5,5,South America,Country,-60.54854225,-21.70216237,PRY,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.6,,0.6,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,604,Peru,5,5,South America,Country,-71.82093277,-13.58939705,PER,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.75,0.75,,0.75,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,608,Philippines,4,35,South-Eastern Asia,Country,120.8601418,14.16591706,PHL,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.45,,0.45,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,616,Poland,4,151,Eastern Europe,Country,19.40660158,52.1226733,POL,1,1,[2019],2019,2019,1,IX,Index,G,Global,,,,,0.0,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,620,Portugal,4,39,Southern Europe,Country,-7.961599811,39.68509315,PRT,1,1,"[2016, 2017, 2018, 2019]",2016,2019,4,IX,Index,G,Global,,0.05,0.9,0.9,0.0,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,634,Qatar,4,145,Western Asia,Country,51.19152467,25.28355379,QAT,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,1.0,1.0,1.0,1.0,,1.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,64,Bhutan,4,34,Southern Asia,Country,90.45098484,27.39598568,BTN,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.7,0.5,,0.5,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,642,Romania,4,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,643,Russian Federation,4,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,"[2015, 2016]",2015,2016,2,IX,Index,G,Global,0.0,0.0,,,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,682,Saudi Arabia,4,145,Western Asia,Country,44.54763347,24.12594211,SAU,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.975,,0.975,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,688,Serbia,4,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.675,0.025,,0.025,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,70,Bosnia and Herzegovina,4,39,Southern Europe,Country,17.78584332,44.16845548,BIH,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.0,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,703,Slovakia,4,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.375,,,0.375,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,705,Slovenia,4,39,Southern Europe,Country,14.82209486,46.11958061,SVN,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.0,0.0,0.0,0.65,,0.65,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,706,Somalia,5,14,Eastern Africa,Country,46.20367477,4.406485729,SOM,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.75,0.75,,0.75,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,710,South Africa,5,18,Southern Africa,Country,24.67184355,-29.99957544,ZAF,1,1,"[2015, 2016, 2017]",2015,2017,3,IX,Index,G,Global,0.425,0.425,0.525,,,0.525,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,716,Zimbabwe,5,14,Eastern Africa,Country,29.86909584,-19.00075492,ZWE,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.475,0.625,,0.625,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,72,Botswana,5,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.125,0.525,,0.525,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,729,Sudan,4,15,Northern Africa,Country,29.95650159,16.02643066,SDN,0,1,"[2015, 2018]",2015,2018,2,IX,Index,G,Global,0.225,,,0.2,,0.2,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,748,Eswatini,5,18,Southern Africa,Country,31.50149288,-26.56471011,SWZ,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.25,0.5,0.525,0.525,,0.525,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,752,Sweden,4,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.0,0.0,0.0,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,756,Switzerland,4,155,Western Europe,Country,8.223158,46.96617097,CHE,1,1,"[2016, 2017, 2018]",2016,2018,3,IX,Index,G,Global,,0.0,0.75,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,762,Tajikistan,4,143,Central Asia,Country,69.294998,38.43069666,TJK,1,1,"[2018, 2019]",2018,2019,2,IX,Index,G,Global,,,,0.9,1.0,1.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,764,Thailand,4,35,South-Eastern Asia,Country,101.0202951,15.13089239,THA,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.6,0.6,0.575,0.575,,0.575,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,768,Togo,5,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,"[2016, 2017, 2018]",2016,2018,3,IX,Index,G,Global,,0.425,0.45,0.45,,0.45,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,784,United Arab Emirates,4,145,Western Asia,Country,53.98279159,23.43322219,ARE,1,1,"[2015, 2018]",2015,2018,2,IX,Index,G,Global,0.0,,,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,792,Turkey,4,145,Western Asia,Country,35.42890329,38.9899684,TUR,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.0,,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,8,Albania,4,39,Southern Europe,Country,20.06660928,41.13897007,ALB,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.0,0.05,,0.05,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,800,Uganda,5,14,Eastern Africa,Country,32.39100438,1.279557331,UGA,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.575,,,0.575,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,804,Ukraine,4,151,Eastern Europe,Country,31.40270802,49.00735945,UKR,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.55,0.575,0.575,0.5,,0.5,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,818,Egypt,4,15,Northern Africa,Country,29.77468534,26.57438204,EGY,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.6,0.45,0.675,0.7,,0.7,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.5,0.6,0.6,0.65,,0.65,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,840,United States of America,4,21,Northern America,Country,-99.13830311,39.5277871,USA,1,1,"[2015, 2016, 2017]",2015,2017,3,IX,Index,G,Global,0.9,0.9,0.9,,,0.9,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
