goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,disabilityStatus_code,disabilityStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,M,Male,PWD,Persons without disability,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,,,,,,,,15.6,17.4,17.6,17.9,17.9,,,[2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old // [2015-2017]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old;,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,F,Female,PWD,Persons without disability,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,,,,,,,,19.5,19.4,17.5,17.9,17.9,,,[2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old // [2015-2017]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old;,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,_T,Both sexes,PWD,Persons without disability,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,,,,,,,,17.5,18.4,17.6,17.9,17.9,,,[2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old // [2015-2017]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old;,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,M,Male,PD,Persons with disability,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,,,,,,,,18.4,17.3,19.9,17.7,17.7,,,[2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old // [2015-2017]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old;,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,F,Female,PD,Persons with disability,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,,,,,,,,12.4,13.0,17.2,8.1,8.1,,,[2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old // [2015-2017]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old;,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,_T,Both sexes,PD,Persons with disability,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,,,,,,,,16.2,15.7,18.9,14.0,14.0,,,[2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old // [2015-2017]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 75 years old;,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,_T,Both sexes,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,25.0,,,,,,25.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,F,Female,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,26.0,,,,,,26.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,_T,Both sexes,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,6.0,,,,,,6.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,M,Male,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,23.0,,,,,,23.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,F,Female,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,7.0,,,,,,7.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,M,Male,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,7.0,,,,,,7.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,F,Female,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,10.0,,,,,,10.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,_T,Both sexes,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,8.0,,,,,,8.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,M,Male,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,5.0,,,,,,5.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,_T,Both sexes,PWD,Persons without disability,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,4.5,4.5,,,Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,M,Male,PD,Persons with disability,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,9.9,9.9,,,Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,F,Female,PD,Persons with disability,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,13.2,13.2,,,Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,_T,Both sexes,PD,Persons with disability,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,11.4,11.4,,,Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,M,Male,PWD,Persons without disability,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,4.4,4.4,,,Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,F,Female,PWD,Persons without disability,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,4.6,4.6,,,Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,M,Male,_T,No breakdown by disability,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,4.5,4.5,,,Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,F,Female,_T,No breakdown by disability,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,4.8,4.8,,,Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,_T,Both sexes,_T,No breakdown by disability,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,4.6,4.6,,,Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Household Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,F,Female,PD,Persons with disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,19.0,,,12.8,11.9,,11.9,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old // [2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,M,Male,_T,No breakdown by disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,7.0,,,9.2,8.1,,8.1,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old // [2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,F,Female,_T,No breakdown by disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,8.0,,,7.8,7.6,,7.6,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old // [2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,_T,Both sexes,_T,No breakdown by disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,8.0,,,8.5,7.9,,7.9,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old // [2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,M,Male,PWD,Persons without disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,6.0,,,8.7,7.7,,7.7,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old // [2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
