series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	typeOfProduct_code	typeOfProduct_desc	years	min_year	max_year	n_years
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1			AGG_OIL	Oil	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			AGG_OIL	Oil	[2005]	2005	2005	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			AGG_OIL	Oil	[2015, 2016, 2017]	2015	2017	3
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	1			Group								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	1			Group								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	1			Group								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	1			Group								AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	1			Group								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	1			Group								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	1			Group								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			AGG_OIL	Oil	[2016]	2016	2016	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			AGG_OIL	Oil	[2005, 2015, 2017]	2005	2017	3
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			AGG_TXT	Textiles	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			AGG_OIL	Oil	[2010]	2010	2010	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			AGG_IND	Industrial products	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			AGG_CLTH	Clothing	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			AGG_ARMS	Arms	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			_T	Total or no breakdown	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			AGG_AGR	Agricultural products	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	5	South America	4	419	Latin America and the Caribbean	Region								AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	5	South America	4	419	Latin America and the Caribbean	Region								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	5	South America	4	419	Latin America and the Caribbean	Region								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	5	South America	4	419	Latin America and the Caribbean	Region								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	5	South America	4	419	Latin America and the Caribbean	Region								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	5	South America	4	419	Latin America and the Caribbean	Region								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	5	South America	4	419	Latin America and the Caribbean	Region								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			AGG_OIL	Oil	[2005, 2010, 2017]	2005	2017	3
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	500	Montserrat	5	29	Caribbean	Country	-62.19261223	16.73558313	MSR	0	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016]	2005	2016	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	500	Montserrat	5	29	Caribbean	Country	-62.19261223	16.73558313	MSR	0	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016]	2005	2016	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	500	Montserrat	5	29	Caribbean	Country	-62.19261223	16.73558313	MSR	0	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016]	2005	2016	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	500	Montserrat	5	29	Caribbean	Country	-62.19261223	16.73558313	MSR	0	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016]	2005	2016	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	500	Montserrat	5	29	Caribbean	Country	-62.19261223	16.73558313	MSR	0	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016]	2005	2016	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	500	Montserrat	5	29	Caribbean	Country	-62.19261223	16.73558313	MSR	0	1			AGG_ARMS	Arms	[2010, 2015, 2016]	2010	2016	3
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	500	Montserrat	5	29	Caribbean	Country	-62.19261223	16.73558313	MSR	0	1			AGG_OIL	Oil	[2015, 2016]	2015	2016	2
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2017]	2005	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			AGG_OIL	Oil	[2010]	2010	2010	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	513	Europe and Northern America	2	1	World	Region								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	513	Europe and Northern America	2	1	World	Region								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	513	Europe and Northern America	2	1	World	Region								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	513	Europe and Northern America	2	1	World	Region								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	513	Europe and Northern America	2	1	World	Region								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	513	Europe and Northern America	2	1	World	Region								AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	513	Europe and Northern America	2	1	World	Region								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	514	Developed Regions	1			Group								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	514	Developed Regions	1			Group								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	514	Developed Regions	1			Group								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	514	Developed Regions	1			Group								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
