goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			Y_GE25	25 years old and over	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	10.61				10.61			Age coverage - maximum age: 60 years old | Break in series: Methodology revised	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			Y15T24	15 to 24 years old	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	33.9				33.9			Age coverage - maximum age: 60 years old | Break in series: Methodology revised	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			Y_GE25	25 years old and over	M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global																	0.75				0.75			Age coverage - maximum age: 60 years old | Break in series: Methodology revised	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			Y15T24	15 to 24 years old	M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global																	10.32				10.32			Age coverage - maximum age: 60 years old | Break in series: Methodology revised	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global																	1.94				1.94			Age coverage - maximum age: 60 years old | Break in series: Methodology revised	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	513	Europe and Northern America	2	1	World	Region								Y_GE25	25 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	6.8	6.48	6.76	6.85	6.72	6.33	5.85	5.24	5.41	7.55	7.84	7.58	7.5	7.52	7.02	6.52	6.1	5.54	4.98	4.64	4.64				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	513	Europe and Northern America	2	1	World	Region								Y_GE15	15 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	8.06	7.71	8.0	8.11	7.98	7.58	7.04	6.34	6.57	8.95	9.22	8.91	8.84	8.79	8.17	7.58	7.06	6.38	5.76	5.4	5.4				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	513	Europe and Northern America	2	1	World	Region								Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	15.64	15.27	15.65	16.1	16.02	15.6	14.77	13.63	14.29	18.64	19.17	18.72	19.01	18.69	17.47	16.22	15.05	13.52	12.55	12.12	12.12				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	513	Europe and Northern America	2	1	World	Region								Y_GE25	25 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	6.28	6.12	6.5	6.68	6.49	6.0	5.57	5.01	5.29	7.92	8.15	7.72	7.56	7.62	7.06	6.53	6.08	5.48	4.9	4.53	4.53				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	513	Europe and Northern America	2	1	World	Region								Y_GE15	15 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	7.59	7.41	7.8	8.01	7.82	7.34	6.83	6.19	6.53	9.46	9.65	9.15	9.03	8.99	8.32	7.69	7.13	6.42	5.76	5.39	5.39				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	513	Europe and Northern America	2	1	World	Region								Y15T24	15 to 24 years old	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	15.5	15.4	15.89	16.47	16.31	15.95	14.94	14.0	14.79	20.11	20.41	19.6	19.98	19.61	18.36	17.12	15.94	14.42	13.27	13.01	13.01				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	513	Europe and Northern America	2	1	World	Region								Y_GE25	25 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	7.42	6.91	7.07	7.06	7.0	6.72	6.19	5.51	5.56	7.13	7.47	7.41	7.43	7.41	6.97	6.51	6.12	5.61	5.07	4.77	4.77				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	513	Europe and Northern America	2	1	World	Region								Y_GE15	15 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	8.63	8.07	8.23	8.23	8.17	7.86	7.3	6.52	6.6	8.36	8.71	8.62	8.63	8.56	8.01	7.46	6.97	6.34	5.76	5.41	5.41				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	513	Europe and Northern America	2	1	World	Region								Y15T24	15 to 24 years old	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	15.81	15.12	15.36	15.66	15.67	15.2	14.56	13.2	13.68	16.91	17.7	17.68	17.85	17.62	16.43	15.18	14.02	12.49	11.72	11.1	11.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2000, 2004, 2012, 2013, 2014, 2016, 2018]	2000	2018	7	PT	Percentage	G	Global	20.3				22.09								16.77	19.03	18.52		23.35		19.88		19.88			[2000]: Data reference period: September // [2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			Y_GE15	15 years old and over	M	Male	[2000, 2004, 2012, 2013, 2014, 2016, 2018]	2000	2018	7	PT	Percentage	G	Global	19.1				19.32								14.66	17.33	16.71		21.78		21.13		21.13			[2000]: Data reference period: September // [2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			Y_GE15	15 years old and over	F	Female	[2000, 2004, 2012, 2013, 2014, 2016, 2018]	2000	2018	7	PT	Percentage	G	Global	21.6				24.99								18.97	20.66	20.38		24.98		18.59		18.59			[2000]: Data reference period: September // [2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			Y_GE25	25 years old and over	F	Female	[2004, 2012, 2013, 2014, 2016, 2018]	2004	2018	6	PT	Percentage	G	Global					18.53								14.58	15.4	15.75		18.88		15.26		15.26			[2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			Y15T24	15 to 24 years old	F	Female	[2004, 2012, 2013, 2014, 2016, 2018]	2004	2018	6	PT	Percentage	G	Global					47.07								40.06	46.23	42.76		52.52		38.54		38.54			[2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			Y_GE25	25 years old and over	M	Male	[2004, 2012, 2013, 2014, 2016, 2018]	2004	2018	6	PT	Percentage	G	Global					14.8								11.11	13.06	12.46		18.12		17.88		17.88			[2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			Y15T24	15 to 24 years old	M	Male	[2004, 2012, 2013, 2014, 2016, 2018]	2004	2018	6	PT	Percentage	G	Global					36.73								29.48	36.73	35.56		37.72		37.47		37.47			[2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2004, 2012, 2013, 2014, 2016, 2018]	2004	2018	6	PT	Percentage	G	Global					16.71								12.83	14.26	14.09		18.5		16.57		16.57			[2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2004, 2012, 2013, 2014, 2016, 2018]	2004	2018	6	PT	Percentage	G	Global					41.7								34.36	41.44	38.98		44.88		37.96		37.96			[2004]: Age coverage - maximum age: 69 years old // [2012-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y_GE15	15 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	11.47	11.81	12.14	12.55	10.43	10.77	9.84	8.45	9.45	9.89	10.47	12.63	12.27	11.43	12.78	10.32	10.01				10.01				LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	9.35	9.85	10.32	11.0	9.57	9.08	8.73	7.41	8.12	10.02	10.69	11.19	11.59	11.55	12.17	11.35	9.72				9.72				LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y_GE15	15 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	7.49	8.01	8.5	9.53	8.72	7.43	7.72	6.45	6.88	10.15	10.9	9.8	10.95	11.66	11.81	12.35	9.26				9.26				LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y_GE25	25 years old and over	F	Female	[2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016]	2001	2016	9	PT	Percentage	G	Global		9.35	9.8	10.08						8.17	8.58			9.19	9.79	8.22	7.62				7.62				LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y15T24	15 to 24 years old	F	Female	[2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016]	2001	2016	9	PT	Percentage	G	Global		25.83	25.94	28.72						24.32	25.32			31.88	39.44	33.33	31.51				31.51				LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y_GE25	25 years old and over	M	Male	[2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016]	2001	2016	9	PT	Percentage	G	Global		5.57	6.14	6.95						8.03	8.76			9.6	9.55	9.67	7.06				7.06				LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y15T24	15 to 24 years old	M	Male	[2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016]	2001	2016	9	PT	Percentage	G	Global		20.57	20.46	24.11						24.47	26.74			27.71	29.63	31.82	27.85				27.85				LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016]	2001	2016	9	PT	Percentage	G	Global		7.42	8.0	8.49						8.1	8.67			9.4	9.6	8.94	7.43				7.43				LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016]	2001	2016	9	PT	Percentage	G	Global		23.0	22.93	26.21						24.4	26.06			29.61	33.77	32.43	29.61				29.61				LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	520	Nauru	4	57	Micronesia	Country	166.92313	-0.528742623	NRU	1	1			Y15T24	15 to 24 years old	M	Male	[2013]	2013	2013	1	PT	Percentage	G	Global														20.91							20.91			Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age	HIES - Household Income and Expenditure Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	520	Nauru	4	57	Micronesia	Country	166.92313	-0.528742623	NRU	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2013]	2013	2013	1	PT	Percentage	G	Global														26.57							26.57			Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age	HIES - Household Income and Expenditure Survey		C: Country data
