goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2020	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1			Y15T49	15 to 49 years old	F	Female	[2013]	2013	2013	1	PT	Percentage	G	Global								60.1							60.1			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	DHS 2013. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			Y15T49	15 to 49 years old	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global											94.8				94.8			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	DHS 2016. UNFPA Global Database, 2020.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	716	Zimbabwe	5	14	Eastern Africa	Country	29.86909584	-19.00075492	ZWE	1	1			Y15T49	15 to 49 years old	F	Female	[2006, 2011, 2015]	2006	2015	3	PT	Percentage	G	Global	83.5					84.5				86.6					86.6			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	[2006]: DHS 2005-2006. UNFPA Global Database, 2019. // [2011]: DHS 2010-2011. UNFPA Global Database, 2019. // [2015]: DHS 2015. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	722	Small island developing States (SIDS)	1			Group								Y15T49	15 to 49 years old	F	Female	[2020]	2020	2020	1	PT	Percentage	G	Global														84.0	84.0			7 countries, 37 per cent population coverage	UNFPA Global Database, 2020.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	747	Northern Africa and Western Asia	2	1	World	Region								Y15T49	15 to 49 years old	F	Female	[2020]	2020	2020	1	PT	Percentage	G	Global														94.5	94.5			2 countries, 2 per cent population coverage	UNFPA Global Database, 2020.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1			Y15T49	15 to 49 years old	F	Female	[2007]	2007	2007	1	PT	Percentage	G	Global		71.7													71.7			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	DHS 2006-2007. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	753	Eastern and South-Eastern Asia	2	1	World	Region								Y15T49	15 to 49 years old	F	Female	[2020]	2020	2020	1	PT	Percentage	G	Global														92.3	92.3			5 countries, 6 per cent population coverage	UNFPA Global Database, 2020.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1			Y15T49	15 to 49 years old	F	Female	[2012, 2017]	2012	2017	2	PT	Percentage	G	Global							60.2					53.9			53.9			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	[2012]: DHS 2012. UNFPA Global Database, 2019. // [2017]: DHS 2017. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1			Y15T49	15 to 49 years old	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global									46.7						46.7			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	DHS 2013-2014. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			Y15T49	15 to 49 years old	F	Female	[2009, 2018]	2009	2018	2	PT	Percentage	G	Global				86.6									93.3		93.3			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	[2009]: DHS 2008-2009. UNFPA Global Database, 2019. // [2018]: DHS 2017-2018. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1			Y15T49	15 to 49 years old	F	Female	[2006, 2011, 2016]	2006	2016	3	PT	Percentage	G	Global	62.8					61.7					75.4				75.4			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	[2006]: DHS 2006. UNFPA Global Database, 2019. // [2011]: DHS 2011. UNFPA Global Database, 2019. // [2016]: DHS 2016. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1			Y15T49	15 to 49 years old	F	Female	[2007]	2007	2007	1	PT	Percentage	G	Global		97.5													97.5			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	DHS 2007. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			Y15T49	15 to 49 years old	F	Female	[2010]	2010	2010	1	PT	Percentage	G	Global					66.4										66.4			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	DHS 2010. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1			Y15T49	15 to 49 years old	F	Female	[2010]	2010	2010	1	PT	Percentage	G	Global					31.5										31.5			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	DHS 2010. UNFPA Global Database, 2019.		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050601	5.6.1	Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1			Y15T49	15 to 49 years old	F	Female	[2007, 2014]	2007	2014	2	PT	Percentage	G	Global		66.5							75.8						75.8			Based on women aged 15-49 years married or in union who are currently using any contraceptives.	[2007]: DHS 2007. UNFPA Global Database, 2019. // [2014]: DHS 2013-2014. UNFPA Global Database, 2019.		C: Country data
