series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	quantile_code	quantile_desc	years	min_year	max_year	n_years
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1	_T	Total (national average) or no breakdown	[2011]	2011	2011	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1	_T	Total (national average) or no breakdown	[2006, 2009, 2011, 2013]	2006	2013	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1	Q1	Quintile 1 (poorest)	[2006, 2009, 2011, 2013]	2006	2013	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1	Q1	Quintile 1 (poorest)	[2010]	2010	2010	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1	_T	Total (national average) or no breakdown	[2010]	2010	2010	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	_T	Total (national average) or no breakdown	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2004	2016	13
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	Q1	Quintile 1 (poorest)	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2004	2016	13
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1	_T	Total (national average) or no breakdown	[2008, 2012]	2008	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1	Q1	Quintile 1 (poorest)	[2008, 2012]	2008	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1	_T	Total (national average) or no breakdown	[2005, 2009, 2012]	2005	2012	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1	Q1	Quintile 1 (poorest)	[2005, 2009, 2012]	2005	2012	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	Q1	Quintile 1 (poorest)	[2006, 2011, 2012, 2013, 2015]	2006	2015	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	_T	Total (national average) or no breakdown	[2006, 2011, 2012, 2013, 2015]	2006	2015	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1	Q1	Quintile 1 (poorest)	[2008]	2008	2008	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1	_T	Total (national average) or no breakdown	[2008]	2008	2008	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	_T	Total (national average) or no breakdown	[2008, 2010, 2012, 2014]	2008	2014	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	Q1	Quintile 1 (poorest)	[2008, 2010, 2012, 2014]	2008	2014	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1	_T	Total (national average) or no breakdown	[2009]	2009	2009	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1	Q1	Quintile 1 (poorest)	[2009]	2009	2009	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1	_T	Total (national average) or no breakdown	[2003, 2014]	2003	2014	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1	Q1	Quintile 1 (poorest)	[2003, 2014]	2003	2014	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1	_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012]	2008	2012	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1	Q1	Quintile 1 (poorest)	[2008, 2009, 2010, 2011, 2012]	2008	2012	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	862	Venezuela (Bolivarian Republic of)	5	5	South America	Country	-66.15642084	7.121324748	VEN	1	1	_T	Total (national average) or no breakdown	[2006]	2006	2006	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	862	Venezuela (Bolivarian Republic of)	5	5	South America	Country	-66.15642084	7.121324748	VEN	1	1	Q1	Quintile 1 (poorest)	[2006]	2006	2006	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1	_T	Total (national average) or no breakdown	[2005]	2005	2005	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1	Q1	Quintile 1 (poorest)	[2005]	2005	2005	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1	Q1	Quintile 1 (poorest)	[2010]	2010	2010	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1	_T	Total (national average) or no breakdown	[2010]	2010	2010	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	90	Solomon Islands	4	54	Melanesia	Country	160.1584117	-9.622391719	SLB	1	1	Q1	Quintile 1 (poorest)	[2005]	2005	2005	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	90	Solomon Islands	4	54	Melanesia	Country	160.1584117	-9.622391719	SLB	1	1	_T	Total (national average) or no breakdown	[2005]	2005	2005	1
