series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	10.6275	13.26068	13.55175	13.80898	13.80898			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	19.07051	19.15064	19.3109	14.34295	14.34295			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	706	Somalia	5	14	Eastern Africa	Country	46.20367477	4.406485729	SOM	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	10.24781	10.24781	10.24781	10.24781	10.24781			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	716	Zimbabwe	5	14	Eastern Africa	Country	29.86909584	-19.00075492	ZWE	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	5.6962	5.6962	5.6962	5.6962	5.6962			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0			[2000,2005,2010]: Country data submitted to FAO, Data rounded to 100% // [2015]: Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	722	Small island developing States (SIDS)	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	4.30101	4.58098	6.75207	8.89328	8.89328			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	12.67405	17.2571	18.84376	19.02001	19.02001			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	16.93915	24.51335	24.51335	24.51335	24.51335			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	738	Sub-Saharan Africa (inc. Sudan)	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	15.56968	16.30658	16.92381	17.98735	17.98735			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	740	Suriname	5	5	South America	Country	-55.90626394	4.132603197	SUR	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	11.69971	12.34738	12.33825	12.32912	12.32912			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	746	Northern Africa (exc. Sudan)	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	3.05217	4.46564	6.72949	7.28108	7.28108			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	747	Northern Africa and Western Asia	2	1	World	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	10.07461	13.87893	14.37579	14.54371	14.54371			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	7.74744	7.74744	7.74744	7.74744	7.74744			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	6.0877	6.31211	6.7182	7.12428	7.12428			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	17.48717	20.5259	21.09583	22.28043	22.28043			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			4.6252	4.6252	4.6252			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	30.93014	37.59873	41.48353	41.78543	41.78543			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			[2000, 2005, 2010]	2000	2010	3	PT	Percentage	G	Global	4.87576	13.85458	20.3666		20.3666			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	10.67961	10.67961	10.67961	10.67961	10.67961			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	55.69242	57.28398	57.47911	64.78444	64.78444			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	776	Tonga	4	61	Polynesia	Country	-175.1959991	-21.19511329	TON	1	1			[2015]	2015	2015	1	PT	Percentage	G	Global				22.22222	22.22222			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	2.01729	2.30548	6.82037	7.20461	7.20461			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	4.62655	4.98506	5.13871	5.28382	5.28382			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			[2000, 2005, 2010]	2000	2010	3	PT	Percentage	G	Global	19.33895	22.17758	21.01102		21.01102			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	35.19499	35.19499	35.19499	35.19499	35.19499			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			11.40106	11.70136	11.70136			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	26.84932	26.84932	26.84932	26.84932	26.84932			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	826	United Kingdom of Great Britain and Northern Ireland	4	154	Northern Europe	Country	-2.23830539	53.27691757	GBR	1	1			[2010]	2010	2010	1	PT	Percentage	G	Global			9.22392		9.22392			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	4.34216	4.34216	4.34216	4.34216	4.34216			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	7.41547	9.09044	10.76573	10.59772	10.59772			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	18.91589	18.72897	18.54206	18.37383	18.37383			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			0.56369	1.77778	1.77778			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	6.553	8.54064	6.52194	6.52194	6.52194			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	862	Venezuela (Bolivarian Republic of)	5	5	South America	Country	-66.15642084	7.121324748	VEN	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			52.41737	51.50911	51.50911			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	876	Wallis and Futuna Islands	4	61	Polynesia	Country	-176.2034788	-13.28471201	WLF	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	0.0	3.43053	3.43053			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	5.46448	5.64663	5.64663	5.64663			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	21.95949	21.95949	21.95949	21.95949	21.95949			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	9	Oceania	2	1	World	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	8.99636	10.91358	11.99756	14.4081	14.4081			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	90	Solomon Islands	4	54	Melanesia	Country	160.1584117	-9.622391719	SLB	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	96	Brunei Darussalam	4	35	South-Eastern Asia	Country	114.6288563	4.49736984	BRN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	5.0	5.0	5.0	5.0	5.0			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
