series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			Y_GE15	15 years old and over	M	Male	[2004, 2007, 2008, 2011, 2013, 2015]	2004	2015	6	PT	Percentage	G	Global					0.1			0.1	0.1			0.0		0.0		0.0					0.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			Y_GE25	25 years old and over	M	Male	[2004, 2007, 2008, 2011, 2013, 2015]	2004	2015	6	PT	Percentage	G	Global					0.1			0.1	0.1			0.0		0.0		0.0					0.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2004, 2007, 2008, 2011, 2013, 2015]	2004	2015	6	PT	Percentage	G	Global					0.1			0.2	0.2			0.0		0.0		0.0					0.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2004, 2007, 2008, 2011, 2013, 2015]	2004	2015	6	PT	Percentage	G	Global					0.1			0.1	0.1			0.0		0.0		0.0					0.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2004, 2007, 2008, 2011, 2013, 2015]	2004	2015	6	PT	Percentage	G	Global					0.1			0.1	0.1			0.0		0.0		0.0					0.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			Y_GE15	15 years old and over	F	Female	[2003, 2010]	2003	2010	2	PT	Percentage	G	Global				7.8							5.8										5.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			Y15T24	15 to 24 years old	F	Female	[2003, 2010]	2003	2010	2	PT	Percentage	G	Global				8.6							6.4										6.4				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			Y15T24	15 to 24 years old	M	Male	[2003, 2010]	2003	2010	2	PT	Percentage	G	Global				7.6							5.4										5.4				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			Y_GE25	25 years old and over	F	Female	[2003, 2010]	2003	2010	2	PT	Percentage	G	Global				7.4							5.6										5.6				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2003, 2010]	2003	2010	2	PT	Percentage	G	Global				6.4							4.6										4.6				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2003, 2010]	2003	2010	2	PT	Percentage	G	Global				6.8							4.9										4.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2003, 2010]	2003	2010	2	PT	Percentage	G	Global				8.0							5.7										5.7				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			Y_GE25	25 years old and over	M	Male	[2003, 2010]	2003	2010	2	PT	Percentage	G	Global				5.9							4.2										4.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			Y_GE15	15 years old and over	M	Male	[2003, 2010]	2003	2010	2	PT	Percentage	G	Global				6.3							4.5										4.5				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y15T24	15 to 24 years old	F	Female	[2001, 2006, 2010]	2001	2010	3	PT	Percentage	G	Global		60.1					53.5				52.1										52.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2001,2010]: M: Modeled data // [2006]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y_GE25	25 years old and over	F	Female	[2001, 2006, 2010]	2001	2010	3	PT	Percentage	G	Global		60.6					53.6				51.9										51.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2001,2010]: M: Modeled data // [2006]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y_GE15	15 years old and over	F	Female	[2001, 2006, 2010]	2001	2010	3	PT	Percentage	G	Global		60.4					53.5				51.9										51.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2001,2010]: M: Modeled data // [2006]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y15T24	15 to 24 years old	M	Male	[2001, 2006, 2010]	2001	2010	3	PT	Percentage	G	Global		61.4					55.3				53.0										53.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2001,2010]: M: Modeled data // [2006]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2001, 2006, 2010]	2001	2010	3	PT	Percentage	G	Global		57.1					49.4				47.9										47.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2001,2010]: M: Modeled data // [2006]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2001, 2006, 2010]	2001	2010	3	PT	Percentage	G	Global		58.2					50.9				49.3										49.3				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2001,2010]: M: Modeled data // [2006]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2001, 2006, 2010]	2001	2010	3	PT	Percentage	G	Global		60.8					54.6				52.6										52.6				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2001,2010]: M: Modeled data // [2006]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y_GE25	25 years old and over	M	Male	[2001, 2006, 2010]	2001	2010	3	PT	Percentage	G	Global		54.3					46.3				45.0										45.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2001,2010]: M: Modeled data // [2006]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y_GE15	15 years old and over	M	Male	[2001, 2006, 2010]	2001	2010	3	PT	Percentage	G	Global		56.5					49.0				47.4										47.4				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2001,2010]: M: Modeled data // [2006]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y_GE15	15 years old and over	F	Female	[2000, 2004, 2008, 2014]	2000	2014	4	PT	Percentage	G	Global	17.4				12.3				8.7						4.0						4.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y15T24	15 to 24 years old	F	Female	[2000, 2004, 2008, 2014]	2000	2014	4	PT	Percentage	G	Global	19.2				13.9				10.0						4.6						4.6				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y15T24	15 to 24 years old	M	Male	[2000, 2004, 2008, 2014]	2000	2014	4	PT	Percentage	G	Global	20.2				14.8				10.9						5.2						5.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y_GE25	25 years old and over	F	Female	[2000, 2004, 2008, 2014]	2000	2014	4	PT	Percentage	G	Global	16.5				11.6				8.3						3.8						3.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y_GE15	15 years old and over	M	Male	[2000, 2004, 2008, 2014]	2000	2014	4	PT	Percentage	G	Global	14.7				10.3				7.2						3.3						3.3				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y_GE25	25 years old and over	M	Male	[2000, 2004, 2008, 2014]	2000	2014	4	PT	Percentage	G	Global	12.7				8.8				6.2						2.9						2.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2004, 2008, 2014]	2000	2014	4	PT	Percentage	G	Global	19.9				14.5				10.6						5.0						5.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2000, 2004, 2008, 2014]	2000	2014	4	PT	Percentage	G	Global	15.5				10.9				7.7						3.5						3.5				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2000, 2004, 2008, 2014]	2000	2014	4	PT	Percentage	G	Global	13.7				9.6				6.8						3.2						3.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Y15T24	15 to 24 years old	F	Female	[2007, 2012]	2007	2012	2	PT	Percentage	G	Global								0.2					0.2								0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Y_GE15	15 years old and over	F	Female	[2007, 2012]	2007	2012	2	PT	Percentage	G	Global								0.1					0.2								0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Y_GE25	25 years old and over	F	Female	[2007, 2012]	2007	2012	2	PT	Percentage	G	Global								0.1					0.2								0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Y15T24	15 to 24 years old	M	Male	[2007, 2012]	2007	2012	2	PT	Percentage	G	Global								0.2					0.2								0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Y_GE15	15 years old and over	M	Male	[2007, 2012]	2007	2012	2	PT	Percentage	G	Global								0.1					0.1								0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2007, 2012]	2007	2012	2	PT	Percentage	G	Global								0.1					0.1								0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2007, 2012]	2007	2012	2	PT	Percentage	G	Global								0.1					0.1								0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2007, 2012]	2007	2012	2	PT	Percentage	G	Global								0.2					0.2								0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Y_GE25	25 years old and over	M	Male	[2007, 2012]	2007	2012	2	PT	Percentage	G	Global								0.1					0.1								0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y15T24	15 to 24 years old	F	Female	[2000, 2002, 2004, 2005, 2006, 2008, 2010, 2012, 2014, 2016]	2000	2016	10	PT	Percentage	G	Global	6.1		4.2		3.3	4.3	2.2		2.9		2.9		2.3		2.7		1.4				1.4				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2002,2005-2006,2008,2012,2014,2016]: M: Modeled data // [2004,2010]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y_GE15	15 years old and over	F	Female	[2000, 2002, 2004, 2005, 2006, 2008, 2010, 2012, 2014, 2016]	2000	2016	10	PT	Percentage	G	Global	3.9		2.8		2.3	3.1	1.7		2.6		3.1		2.5		3.1		1.6				1.6				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2002,2005-2006,2008,2012,2014,2016]: M: Modeled data // [2004,2010]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y_GE25	25 years old and over	F	Female	[2000, 2002, 2004, 2005, 2006, 2008, 2010, 2012, 2014, 2016]	2000	2016	10	PT	Percentage	G	Global	3.1		2.4		2.0	2.8	1.5		2.5		3.2		2.5		3.1		1.7				1.7				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2002,2005-2006,2008,2012,2014,2016]: M: Modeled data // [2004,2010]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y15T24	15 to 24 years old	M	Male	[2000, 2002, 2004, 2005, 2006, 2008, 2010, 2012, 2014, 2016]	2000	2016	10	PT	Percentage	G	Global	14.1		9.3		7.3	8.0	3.7		3.2		1.7		1.3		1.5		0.8				0.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2002,2005-2006,2008,2012,2014,2016]: M: Modeled data // [2004,2010]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2000, 2002, 2004, 2005, 2006, 2008, 2010, 2012, 2014, 2016]	2000	2016	10	PT	Percentage	G	Global	6.7		4.8		3.7	4.5	2.2		2.8		2.8		2.2		2.7		1.5				1.5				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2002,2005-2006,2008,2012,2014,2016]: M: Modeled data // [2004,2010]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2002, 2004, 2005, 2006, 2008, 2010, 2012, 2014, 2016]	2000	2016	10	PT	Percentage	G	Global	11.3		7.6		6.0	6.7	3.2		3.1		2.1		1.6		1.9		1.0				1.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2002,2005-2006,2008,2012,2014,2016]: M: Modeled data // [2004,2010]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y_GE25	25 years old and over	M	Male	[2000, 2002, 2004, 2005, 2006, 2008, 2010, 2012, 2014, 2016]	2000	2016	10	PT	Percentage	G	Global	6.2		4.8		3.7	4.6	2.2		2.9		2.9		2.2		2.8		1.5				1.5				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2002,2005-2006,2008,2012,2014,2016]: M: Modeled data // [2004,2010]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2000, 2002, 2004, 2005, 2006, 2008, 2010, 2012, 2014, 2016]	2000	2016	10	PT	Percentage	G	Global	5.2		4.0		3.1	3.9	2.0		2.7		3.0		2.3		2.9		1.5				1.5				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2002,2005-2006,2008,2012,2014,2016]: M: Modeled data // [2004,2010]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y_GE15	15 years old and over	M	Male	[2000, 2002, 2004, 2005, 2006, 2008, 2010, 2012, 2014, 2016]	2000	2016	10	PT	Percentage	G	Global	8.2		5.8		4.5	5.3	2.5		2.9		2.6		2.0		2.5		1.3				1.3				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2002,2005-2006,2008,2012,2014,2016]: M: Modeled data // [2004,2010]: E: Estimated data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			Y15T24	15 to 24 years old	F	Female	[2002, 2008, 2010, 2011, 2012, 2014, 2016]	2002	2016	7	PT	Percentage	G	Global			7.9						0.4		0.3	0.2	0.1		0.1		0.2				0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2002]: E: Estimated data // [2008,2010-2012,2014,2016]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			Y_GE15	15 years old and over	F	Female	[2002, 2008, 2010, 2011, 2012, 2014, 2016]	2002	2016	7	PT	Percentage	G	Global			6.8						0.3		0.2	0.1	0.1		0.1		0.2				0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2002]: E: Estimated data // [2008,2010-2012,2014,2016]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			Y_GE25	25 years old and over	F	Female	[2002, 2008, 2010, 2011, 2012, 2014, 2016]	2002	2016	7	PT	Percentage	G	Global			6.6						0.3		0.2	0.1	0.1		0.1		0.2				0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2002]: E: Estimated data // [2008,2010-2012,2014,2016]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2002, 2008, 2010, 2011, 2012, 2014, 2016]	2002	2016	7	PT	Percentage	G	Global			9.3						0.5		0.3	0.2	0.1		0.1		0.2				0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2002]: E: Estimated data // [2008,2010-2012,2014,2016]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			Y_GE25	25 years old and over	M	Male	[2002, 2008, 2010, 2011, 2012, 2014, 2016]	2002	2016	7	PT	Percentage	G	Global			5.9						0.3		0.2	0.1	0.1		0.1		0.1				0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2002]: E: Estimated data // [2008,2010-2012,2014,2016]: M: Modeled data
