series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	515	Developing Regions	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	10.14213	9.99932	10.66639	10.25345	9.82259	9.82952	10.1565	10.28413	9.72035	9.52336	9.42592	9.10841	8.85516	8.37198	8.33626	8.43553	7.97724	7.57457	7.57457				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	9.90057	10.26445	10.45837	9.1174	10.58294	9.84535	8.54689	7.63007	8.25323	8.57779	8.23188	8.05355	6.34446	6.68928	5.90392	6.10992	6.95491	7.18657	7.18657				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	518	Eastern Asia (excluding Japan)	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.60677	3.23855	2.9646	2.95802	2.61998	2.49747	8.49449	8.92482	8.74196	8.435	8.42376	8.45616	8.33097	8.10241	7.94076	7.65765	7.16718	6.86433	6.86433				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			A	Normal value	[2003, 2005]	2003	2005	2	PT	Percentage	G	Global			1.92019		1.53982														1.53982				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1			A	Normal value	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	17	PT	Percentage	G	Global		36.1503	35.10608	34.67636	33.8249	32.36654	31.16441	30.30572	31.32265	33.17949	34.97926	33.14809	31.53462	30.26714	29.38292	29.1492	27.08417	25.29236	25.29236				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	2.22462	2.07768	2.05983	1.86629	1.85793	1.94595	1.81711	1.63505	1.55319	1.77851	1.57897	1.6595	1.79086	1.73834	1.72433	1.76653	1.85559		1.85559				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	53	Australia and New Zealand	3	9	Oceania	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.94801	2.88853	3.06211	3.20903	2.96138	2.2011	2.33863	2.29172	2.19757	2.27654	2.25475	2.27891	2.21622	2.37301	2.3873	2.71282	2.59716	2.56576	2.56576				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	54	Melanesia	3	9	Oceania	Region								A	Normal value	[2001, 2002, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	16	PT	Percentage	G	Global	22.44318	24.32542			13.13818	13.22973	13.44735	11.98256	11.65683	11.2426	14.27592	14.84704	13.56696	11.57222	11.22635	10.66433	10.53183	10.74525	10.74525				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region								A	Normal value	[2001, 2002, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	16	PT	Percentage	G	Global	22.44318	24.32542			12.64383	12.68756	12.87015	11.15135	10.84959	10.42076	12.94546	13.59541	12.61885	11.06852	10.70808	11.20484	11.17551	11.2371	11.2371				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1			A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8	PT	Percentage	G	Global					22.2745	20.9841	20.55966	20.19251	19.76075	20.72535	22.88036	25.01554							25.01554				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			A	Normal value	[2004, 2005]	2004	2005	2	PT	Percentage	G	Global				5.36562	4.51775														4.51775				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	15	PT	Percentage	G	Global	1.10935	1.03313	1.02944	1.02291	0.84064	0.90727	0.88752	0.71234	0.64527	0.7651	0.64803	0.78123	0.68117	0.63784	0.68641				0.68641				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1			A	Normal value	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2003	2013	11	PT	Percentage	G	Global			33.82706	27.23045	26.08928	24.73499	24.66258	25.27975	26.74885	23.8937	22.23471	21.85996	20.75862						20.75862				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	57	Micronesia	3	9	Oceania	Region								A	Normal value	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2008	2018	11	PT	Percentage	G	Global								6.48699	7.67726	9.0715	9.14404	11.7952	11.31735	8.59183	7.3772	15.55932	16.06237	16.09162	16.09162				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	1.58869	1.52073	1.30804	1.38647	1.40343	1.40445	1.23987	1.128	1.30032	1.5686	1.34466	1.12795	1.31531	1.44284	1.53756	2.09231	1.97646	1.88322	1.88322				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	583	Micronesia (Federated States of)	4	57	Micronesia	Country	158.225216	6.880670092	FSM	1	1			A	Normal value	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																26.95652	25.93193	26.31842	26.31842				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	584	Marshall Islands	4	57	Micronesia	Country	171.0839119	7.110213497	MHL	1	1			A	Normal value	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2008	2018	11	PT	Percentage	G	Global								9.69823	12.03495	14.74693	14.98853	20.9733	20.1662	15.50722	14.26383	15.62621	16.557	15.48857	15.48857				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	585	Palau	4	57	Micronesia	Country	134.5733878	7.502307591	PLW	1	1			A	Normal value	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2008	2018	11	PT	Percentage	G	Global								3.96915	3.9968	3.86574	3.83209	3.68212	3.69974	3.32583	2.9201	2.93039	3.20458	3.17567	3.17567				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	586	Pakistan	4	34	Southern Asia	Country	68.80479684	29.36491634	PAK	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	25.38207	24.58176	24.55948	23.34185	22.85598	21.60798	21.80047	22.50027	22.71733	23.28159	25.12918	23.71025	23.83212	23.74453	23.81706	23.2152	22.88088	22.5727	22.5727				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	6.8852	6.83469	7.02412	6.58481	6.1524	5.7903	4.8467	4.49466	3.79323	3.61307	3.2294	3.04758	2.94449	2.84985	2.78609	2.60202	2.35744	2.18031	2.18031				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	598	Papua New Guinea	4	54	Melanesia	Country	145.8587761	-6.756057077	PNG	1	1			A	Normal value	[2001, 2002]	2001	2002	2	PT	Percentage	G	Global	22.44318	24.32542																	24.32542				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1			A	Normal value	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2009	2018	10	PT	Percentage	G	Global									9.77659	12.99999	13.76511	10.09385	13.1111	11.68331	9.45045	10.75128	10.28106	10.16093	10.16093				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	13.20227	13.14559	12.7043	13.30544	12.6648	12.36913	12.49674	13.24346	13.08068	12.31433	12.72116	11.83371	11.25247	11.33098	10.26019	9.65524	9.66352	9.28435	9.28435				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	61	Polynesia	3	9	Oceania	Region								A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global					4.26657	3.38843	2.92669	3.22968	2.79324	7.54561	7.29964	7.47531	8.4277	8.59992	8.8814	10.05286	10.27741	9.44016	9.44016				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.22088	2.69412	2.5813	3.26656	2.89792	2.66941	3.00647	2.53594	2.48512	2.56591	2.83191	2.66431	2.87393	2.61208	2.20137	2.38068	2.75261	2.10657	2.10657				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	62	Central and Southern Asia	2	1	World	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	21.05576	17.21863	17.42226	16.18103	15.74931	15.01384	14.87273	14.41347	14.756	16.62578	17.20523	16.63709	16.70461	16.60654	16.35407	16.45602	15.89561	14.86016	14.86016				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.96075	2.72289	2.65118	2.60214	2.30349	2.25314	1.99816	1.96377	1.95063	1.93708	1.83402	1.92411	2.09548	2.07611	2.09944	2.06581	2.09587	2.05218	2.05218				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	624	Guinea-Bissau	5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1			A	Normal value	[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	PT	Percentage	G	Global									43.99996	45.08805	45.0225	46.89254	44.1356	41.13234	46.78812				46.78812				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	626	Timor-Leste	4	35	South-Eastern Asia	Country	125.9451052	-8.797497247	TLS	1	1			A	Normal value	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2008	2015	8	PT	Percentage	G	Global								4.4055	5.65346	5.64676	4.07626	4.4648	5.22858	7.31174	8.80872				8.80872				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	634	Qatar	4	145	Western Asia	Country	51.19152467	25.28355379	QAT	1	1			A	Normal value	[2004, 2005]	2004	2005	2	PT	Percentage	G	Global				0.1818	0.13326														0.13326				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	64	Bhutan	4	34	Southern Asia	Country	90.45098484	27.39598568	BTN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	25.57252	25.51809	24.38802	23.97531	22.33719	21.40749	18.67117	18.40974	18.227	16.79778	16.32533	15.96492	16.10361	16.77214	16.71299	16.64448	17.36712	16.9082	16.9082				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1			A	Normal value	[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2011	2018	8	PT	Percentage	G	Global											6.25458	4.67455	5.37772	4.72152	4.18574	4.06174	4.3133	4.34372	4.34372				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	15	PT	Percentage	G	Global	5.65314	5.52772	5.45095	4.8581	4.2157			3.71787	4.04585	3.3123	3.38578	3.20012	3.16055	3.35389	3.8619	3.84389	3.54447		3.54447				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1			A	Normal value	[2010, 2011, 2012, 2016, 2017, 2018]	2010	2018	6	PT	Percentage	G	Global										28.1937	28.22335	29.2277				29.31655	30.95959	29.03895	29.03895				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	662	Saint Lucia	5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1			A	Normal value	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																	1.49092	1.54847	1.54847				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	670	Saint Vincent and the Grenadines	5	29	Caribbean	Country	-61.19024321	13.24627968	VCT	1	1			A	Normal value	[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global															6.23707	6.8844	6.93354	7.24169	7.24169				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	674	San Marino	4	39	Southern Europe	Country	12.46329038	43.93841766	SMR	1	1			A	Normal value	[2002, 2003, 2004]	2002	2004	3	PT	Percentage	G	Global		0.07814	0.07542	0.07331															0.07331				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	678	Sao Tome and Principe	5	17	Middle Africa	Country	6.609772265	0.241554875	STP	1	1			A	Normal value	[2007, 2008, 2009, 2010]	2007	2010	4	PT	Percentage	G	Global							18.82596	9.47767	10.81445	11.26201									11.26201				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2001	2014	14	PT	Percentage	G	Global	13.25565	12.95512	13.42724	13.32238	11.79272	10.93759	10.01116	10.44236	11.15241	10.38984	9.76959	9.81216	9.96698	9.74022					9.74022				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1			A	Normal value	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2003	2012	10	PT	Percentage	G	Global			11.38375	11.72503	9.97836	9.49951	8.28234	8.68797	8.04428	8.52599	8.99788	7.53298							7.53298				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	690	Seychelles	5	14	Eastern Africa	Country	55.46561591	-4.678053059	SYC	1	1			A	Normal value	[2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	10	PT	Percentage	G	Global						2.9807	2.74641	2.56885		2.26082	2.2672	2.04481	2.66734	2.3697	2.04598	2.00964			2.00964				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1			A	Normal value	[2014]	2014	2014	1	PT	Percentage	G	Global														51.79229					51.79229				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	702	Singapore	4	35	South-Eastern Asia	Country	103.8107883	1.361009155	SGP	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	0.08264	0.07131	0.06142	0.05596	0.05508	0.04901	0.04299	0.04162	0.04095	0.03673	0.03449	0.03307	0.03389	0.03479	0.03095	0.02931	0.02456	0.02353	0.02353				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.12021	2.0429	1.81038	1.66748	1.61879	1.8483	2.296	2.5332	2.08513	1.66765	2.16335	2.27293	2.73201	3.22757	2.62366	2.69081	2.39568	2.36274	2.36274				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1			A	Normal value	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2006	2014	9	PT	Percentage	G	Global						18.72679	18.6551	20.41314	19.16846	18.37849	19.56776	19.22139	17.96359	17.69921					17.69921				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.78807	2.9792	2.25207	2.42963	2.4252	2.11915	2.04807	1.82791	1.81591	1.89387	2.14261	1.96351	1.97123	2.0171	2.0966	1.99725	1.85262	2.1052	2.1052				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.17973	3.70916	3.05235	2.76347	2.38962	2.33141	2.64337	2.85948	2.71343	2.38737	2.28548	2.16949	2.09775	2.1747	2.08876	2.22407	2.36124	2.17601	2.17601				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1			A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global					1.82838	2.04836	2.24073	2.52607	2.81907	2.48803	2.51092	2.69528	2.29853	2.08774	2.20072	2.04975	1.98985	1.99839	1.99839				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	722	Small island developing States (SIDS)	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.06161	2.67047	1.65977	0.79556	1.07542	0.99393	0.87496	0.92317	1.02261	1.04591	1.72884	1.69912	1.61549	1.45325	1.62283	1.5017	1.45422	1.40866	1.40866				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.67764	3.48902	3.43116	3.12833	2.76905	2.41168	2.50795	2.36846	2.26545	2.43113	2.37327	2.4083	2.62234	2.53634	2.73536	2.82572	2.80176	2.79606	2.79606				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1			A	Normal value	[2018]	2018	2018	1	PT	Percentage	G	Global																		23.86508	23.86508				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	738	Sub-Saharan Africa (inc. Sudan)	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	12.10881	12.47341	16.26115	13.9349	13.6654	13.97947	14.00156	14.63678	15.15669	13.84399	13.53488	14.6802	14.68768	12.01311	12.43051	12.51682	12.28379	12.67618	12.67618				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	746	Northern Africa (exc. Sudan)	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	9.4217	8.29848	9.29147	12.24046	12.51117	10.85502	10.3623	9.86186	11.49033	12.50844	13.02248	11.28523	11.27457	11.33771	11.39427	11.76927	11.48529	11.225	11.225				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	747	Northern Africa and Western Asia	2	1	World	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.38889	2.34807	2.67917	4.43089	4.43554	7.56958	7.46411	7.23606	8.39854	8.19893	7.84603	5.6185	4.75929	4.77431	5.21794	5.77593	5.27901	4.79358	4.79358				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1			A	Normal value	[2007, 2008, 2009, 2010, 2011, 2012]	2007	2012	6	PT	Percentage	G	Global							10.7542	9.99952	9.2505	10.15626	9.71944	10.20215							10.20215				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	1.95605	1.91105	1.8693	1.83803	1.25912	1.37004	1.58924	1.58245	1.45213	1.66175	1.68633	1.56044	1.47722	1.45372	1.44875	1.39404	1.44327	1.37542	1.37542				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	5.14159	4.99959	4.90225	6.30942	5.73075	6.22902	8.86186	9.35143	9.20775	9.005	8.6416	8.7236	8.87579	8.29121	7.93467	7.65145	7.19603	6.90062	6.90062				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	0.99341	0.98364	0.91037	0.97629	0.86132	0.8149	0.80168	0.83598	0.75359	0.69912	0.69731	0.65886	0.69295	0.72096	0.64989	0.66312	0.66317	0.6516	0.6516				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			A	Normal value	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2009	2018	10	PT	Percentage	G	Global									4.47678	4.11576	4.34203	4.16833	4.50689	4.32561	4.31915	4.89301	4.63471	4.36128	4.36128				UNSD national account estimates.		C: Country data
