goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	23.0	21.9	20.9	19.2	18.7	18.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	28.6	27.3	26.2	24.8	24.7	24.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	25.6	24.3	23.2	21.6	21.3	21.3				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	518	Eastern Asia (excluding Japan)	1			Group						Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	21.3	18.9	17.9	17.1	16.8	16.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	518	Eastern Asia (excluding Japan)	1			Group						Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	24.6	21.7	20.9	20.1	19.7	19.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	518	Eastern Asia (excluding Japan)	1			Group						Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	17.7	15.9	14.8	14.0	13.8	13.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	21.0	18.8	18.0	16.3	16.2	16.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	25.1	23.3	22.0	19.9	19.7	19.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	17.6	14.9	14.6	13.1	12.9	12.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	24.2	22.9	21.1	19.6	19.2	19.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	30.7	28.7	26.5	25.2	24.8	24.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	27.3	25.8	23.8	22.2	21.8	21.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	12.4	11.1	10.3	9.7	9.7	9.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	20.1	16.6	14.5	12.8	12.7	12.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	16.2	13.9	12.5	11.3	11.2	11.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	53	Australia and New Zealand	3	9	Oceania	Region						Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	13.6	11.7	10.3	9.5	9.3	9.3				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	53	Australia and New Zealand	3	9	Oceania	Region						Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	16.6	14.2	12.4	11.4	11.1	11.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	53	Australia and New Zealand	3	9	Oceania	Region						Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	10.5	9.2	8.1	7.6	7.4	7.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region						Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	28.1	26.4	25.2	25.5	25.4	25.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region						Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	35.1	33.4	31.9	33.3	33.3	33.3				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region						Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	31.6	29.9	28.5	29.3	29.3	29.3				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	24.4	22.3	21.1	19.6	19.2	19.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	30.8	28.4	28.2	27.6	27.2	27.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	27.9	25.6	24.9	23.7	23.3	23.3				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	13.0	11.1	10.0	8.9	8.6	8.6				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	18.8	15.5	13.7	11.9	11.6	11.6				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	15.9	13.3	11.8	10.4	10.1	10.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	19.6	17.1	15.0	13.9	13.7	13.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	19.4	17.4	15.8	15.0	14.8	14.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	19.5	17.2	15.4	14.4	14.2	14.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
