goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2006,value_2007,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),400,Jordan,4,145,Western Asia,Country,37.13024774,30.65365973,JOR,1,1,Y0T4,under 5 years old,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,98.0,,98.0,,,,DHS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),404,Kenya,5,14,Eastern Africa,Country,37.86096816,0.534797278,KEN,1,1,Y0T4,under 5 years old,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,66.9,,,,,,66.9,,,,DHS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),408,Democratic People's Republic of Korea,4,30,Eastern Asia,Country,127.1803633,40.1462645,PRK,1,1,Y0T4,under 5 years old,[2009],2009,2009,1,PT,Percentage,G,Global,,,100.0,,,,,,,,,,,100.0,,,Not included in aggregates as falls outside year range,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),417,Kyrgyzstan,4,143,Central Asia,Country,74.52324839,41.46204516,KGZ,1,1,Y0T4,under 5 years old,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,98.9,,98.9,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,Y0T4,under 5 years old,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,73.0,,,73.0,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),419,Latin America and the Caribbean,3,19,Americas,Region,,,,,,Y0T4,under 5 years old,[2019],2019,2019,1,PT,Percentage,G,Global,,,,,,,,,,,,,94.3,94.3,,,Based on 28 countries with a population coverage of 100 per cent,"DHS, MICS, other national surveys, censuses and vital registration systems",,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,Y0T4,under 5 years old,[2009],2009,2009,1,PT,Percentage,G,Global,,,99.5,,,,,,,,,,,99.5,,,Not included in aggregates as falls outside year range,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),426,Lesotho,5,18,Southern Africa,Country,28.25362195,-29.58041814,LSO,1,1,Y0T4,under 5 years old,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,44.5,,44.5,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),428,Latvia,4,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,Y0T4,under 5 years old,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,100.0,,,,,,100.0,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,UNSD,,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),430,Liberia,5,11,Western Africa,Country,-9.311879038,6.448381009,LBR,1,1,Y0T4,under 5 years old,[2013],2013,2013,1,PT,Percentage,G,Global,,,,,,,24.6,,,,,,,24.6,,,Children with a birth certificate,DHS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),432,Landlocked developing countries (LLDCs),1,,,Group,,,,,,Y0T4,under 5 years old,[2019],2019,2019,1,PT,Percentage,G,Global,,,,,,,,,,,,,41.8,41.8,,,Based on 30 countries with a population coverage of 94 per cent,"DHS, MICS, other national surveys, censuses and vital registration systems",,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),438,Liechtenstein,4,155,Western Europe,Country,9.552985019,47.14167005,LIE,1,1,Y0T4,under 5 years old,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,100.0,,,,,,100.0,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,UNSD,,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),440,Lithuania,4,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,Y0T4,under 5 years old,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,100.0,,,,,,100.0,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,UNSD,,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),442,Luxembourg,4,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,Y0T4,under 5 years old,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,100.0,,,,,,100.0,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,UNSD,,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),450,Madagascar,5,14,Eastern Africa,Country,46.6982339,-19.38514785,MDG,1,1,Y0T4,under 5 years old,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,78.0,,78.0,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),454,Malawi,5,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,Y0T4,under 5 years old,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,5.6,,,,,,5.6,,,Children with a birth certificate,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),462,Maldives,4,34,Southern Asia,Country,73.09672546,-0.614385021,MDV,1,1,Y0T4,under 5 years old,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,98.8,,,98.8,,,,DHS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),466,Mali,5,11,Western Africa,Country,-3.522016039,17.35311254,MLI,1,1,Y0T4,under 5 years old,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,86.7,,86.7,,,"In the Kidal region, only urban areas were sampled",DHS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),470,Malta,4,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,Y0T4,under 5 years old,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,100.0,,,,,,100.0,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,UNSD,,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),478,Mauritania,5,11,Western Africa,Country,-10.33187259,20.26089546,MRT,1,1,Y0T4,under 5 years old,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,65.6,,,,,65.6,,,Children with a birth certificate,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),48,Bahrain,4,145,Western Asia,Country,50.5490754,26.04407747,BHR,1,1,Y0T4,under 5 years old,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,100.0,,100.0,,,,Information and e-Government Authority,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),484,Mexico,5,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,Y0T4,under 5 years old,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,95.0,,,,,95.0,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),492,Monaco,4,155,Western Europe,Country,7.424214814,43.73532918,MCO,1,1,Y0T4,under 5 years old,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,100.0,,,,,,100.0,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,UNSD,,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,Y0T4,under 5 years old,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,99.6,,99.6,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),498,Republic of Moldova,4,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,Y0T4,under 5 years old,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,99.6,,,,,,,,99.6,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,Y0T4,under 5 years old,[2013],2013,2013,1,PT,Percentage,G,Global,,,,,,,99.4,,,,,,,99.4,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),50,Bangladesh,4,34,Southern Asia,Country,89.17660788,22.86961622,BGD,1,1,Y0T4,under 5 years old,[2019],2019,2019,1,PT,Percentage,G,Global,,,,,,,,,,,,,56.2,56.2,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),500,Montserrat,5,29,Caribbean,Country,-62.19261223,16.73558313,MSR,0,1,Y0,under 1 year old,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,100.0,,,100.0,,,Births registered,"National Civil Authority, Registry Department",,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),504,Morocco,4,15,Northern Africa,Country,-6.281942841,31.8440131,MAR,1,1,Y0T4,under 5 years old,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,96.1,,96.1,,,Percentage of live births in the 5 years preceding the survey that were registered,ENPSF,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),508,Mozambique,5,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,Y0T4,under 5 years old,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,55.0,,,,,55.0,,,,AIS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,Y0T4,under 5 years old,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,99.3,,,,99.3,,,,DHS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y0,under 1 year old,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,100.0,,100.0,,,,Ministry of Health and Civil Registration,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),513,Europe and Northern America,2,1,World,Region,,,,,,Y0T4,under 5 years old,[2019],2019,2019,1,PT,Percentage,G,Global,,,,,,,,,,,,,100.0,100.0,,,Based on 44 countries with a population coverage of 100 per cent,"DHS, MICS, other national surveys, censuses and vital registration systems",,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),516,Namibia,5,18,Southern Africa,Country,17.21907885,-22.13817068,NAM,1,1,Y0T5,under 6 years old,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,78.1,,,,78.1,,,Refers to children aged 0-5 years with a Namibian and non-Namibian birth certificate,Intercensal Survey,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),52,Barbados,5,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,Y0T4,under 5 years old,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,98.7,,,,,,,,98.7,,,,MICS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),520,Nauru,4,57,Micronesia,Country,166.92313,-0.528742623,NRU,1,1,Y0T4,under 5 years old,[2013],2013,2013,1,PT,Percentage,G,Global,,,,,,,95.9,,,,,,,95.9,,,,Vital Statistics 2013,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),524,Nepal,4,34,Southern Asia,Country,83.94678863,28.25866332,NPL,1,1,Y0T4,under 5 years old,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,56.2,,,,56.2,,,,DHS,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,Y0T4,under 5 years old,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,100.0,,,,,,100.0,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,UNSD,,E: Estimated data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",C160901,16.9.1,I,"UNSD, UNICEF","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",2020.Q1.G.01,"['civil registration', 'birth reporting', 'human rights']",SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),53,Australia and New Zealand,3,9,Oceania,Region,,,,,,Y0T4,under 5 years old,[2019],2019,2019,1,PT,Percentage,G,Global,,,,,,,,,,,,,100.0,100.0,,,Based on 2 countries with a population coverage of 100 per cent,"DHS, MICS, other national surveys, censuses and vital registration systems",,E: Estimated data
