goal	target	indicator_code	indicator_ref	series	hub_id	n_countries	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_code	sex_desc	age_code	age_desc	location_code	location_desc	educationLevel_code	educationLevel_desc	typeOfProduct_code	typeOfProduct_desc	typeOfSkill_code	typeOfSkill_desc	quantile_code	quantile_desc	modeOfTransportation_code	modeOfTransportation_desc	nameOfInternationalInstitution_code	nameOfInternationalInstitution_desc	causeOfDeath_code	causeOfDeath_desc	disabilityStatus_code	disabilityStatus_desc	typeOfOccupation_code	typeOfOccupation_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	levelStatus_code	levelStatus_desc	migratoryStatus_code	migratoryStatus_desc	parliamentaryCommittees_code	parliamentaryCommittees_desc	policyDomains_code	policyDomains_desc	typeOfSpeed_code	typeOfSpeed_desc	activity_code	activity_desc	cities_code	cities_desc	ihrCapacity_code	ihrCapacity_desc	nameOfNonCommunicableDisease_code	nameOfNonCommunicableDisease_desc	policyInstruments_code	policyInstruments_desc	samplingStations_code	samplingStations_desc	substanceUseDisorders_code	substanceUseDisorders_desc	typeOfWasteTreatment_code	typeOfWasteTreatment_desc
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	M	Male																					ISCO88_8	Plant and machine operators and assemblers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	16	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	M	Male																					ISCO88_X	Not elsewhere classified (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	M	Male																					ISCO88_9	Elementary occupations (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	F	Female																					ISCO88_2	Professionals (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	F	Female																					_T	All occupations (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	F	Female																					ISCO88_1	Legislators, senior officials and managers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	F	Female																					ISCO88_7	Craft and related trades workers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	F	Female																					ISCO88_5	Service workers and shop and market sales workers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	F	Female																					ISCO88_4	Clerks (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	F	Female																					ISCO88_8	Plant and machine operators and assemblers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	M	Male																					ISCO88_7	Craft and related trades workers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	16	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	_T	Both sexes																					ISCO88_X	Not elsewhere classified (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	F	Female																					ISCO88_9	Elementary occupations (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	F	Female																					ISCO88_3	Technicians and associate professionals (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	M	Male																					ISCO88_1	Legislators, senior officials and managers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	M	Male																					ISCO88_2	Professionals (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	M	Male																					ISCO88_3	Technicians and associate professionals (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	M	Male																					ISCO88_4	Clerks (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	_T	Both sexes																					ISCO88_5	Service workers and shop and market sales workers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	M	Male																					ISCO88_5	Service workers and shop and market sales workers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	18	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	2	2	2.0	M	Male																					_T	All occupations (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	9	Average hourly earnings of employees by sex and occupation (local currency)	2006	2006	1	1	2.0	_T	Both sexes																					ISCO88_6	Skilled agricultural and fishery workers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	14	Average hourly earnings of employees by sex and occupation (local currency)	2007	2018	1	11	2.0	M	Male																					ISCO08_0	Armed forces occupations (isco-08)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	13	Average hourly earnings of employees by sex and occupation (local currency)	2012	2018	1	7	2.0	F	Female																					ISCO08_0	Armed forces occupations (isco-08)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	15	Average hourly earnings of employees by sex and occupation (local currency)	2007	2018	1	11	2.0	_T	Both sexes																					ISCO08_0	Armed forces occupations (isco-08)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	11	Average hourly earnings of employees by sex and occupation (local currency)	2009	2018	1	4	2.0	F	Female																					ISCO08_X	Not elsewhere classified (isco-08)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	13	Average hourly earnings of employees by sex and occupation (local currency)	2009	2018	1	4	2.0	_T	Both sexes																					ISCO08_X	Not elsewhere classified (isco-08)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	12	Average hourly earnings of employees by sex and occupation (local currency)	2009	2018	1	4	2.0	M	Male																					ISCO08_X	Not elsewhere classified (isco-08)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	15	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	F	Female																					ISCO88_X	Not elsewhere classified (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	9	Average hourly earnings of employees by sex and occupation (local currency)	2006	2006	1	1	2.0	M	Male																					ISCO88_6	Skilled agricultural and fishery workers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	8	Average hourly earnings of employees by sex and occupation (local currency)	2006	2006	1	1	2.0	F	Female																					ISCO88_6	Skilled agricultural and fishery workers (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	3	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	_T	Both sexes																					ISCO88_0	Armed forces (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	3	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	M	Male																					ISCO88_0	Armed forces (isco-88)																												
8	'8.5	C080501	8.5.1	SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	3	Average hourly earnings of employees by sex and occupation (local currency)	2002	2006	1	2	2.0	F	Female																					ISCO88_0	Armed forces (isco-88)																												
8	'8.5	C080502	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	163	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	F	Female	Y_GE25	25 years old and over																																																
8	'8.5	C080502	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	178	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	F	Female	Y_GE15	15 years old and over																																																
8	'8.5	C080502	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	163	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	F	Female	Y15T24	15 to 24 years old																																																
8	'8.5	C080502	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	163	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	M	Male	Y_GE25	25 years old and over																																																
8	'8.5	C080502	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	163	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	M	Male	Y15T24	15 to 24 years old																																																
8	'8.5	C080502	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	178	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	M	Male	Y_GE15	15 years old and over																																																
8	'8.5	C080502	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	167	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	_T	Both sexes	Y_GE25	25 years old and over																																																
8	'8.5	C080502	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	167	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	_T	Both sexes	Y15T24	15 to 24 years old																																																
8	'8.5	C080502	8.5.2	SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	181	Unemployment rate, by sex and age (%)	2000	2019	1	19	2.0	_T	Both sexes	Y_GE15	15 years old and over																																																
8	'8.5	C080502	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	59	Unemployment rate, by sex and disability (%)	2005	2018	1	11	2.0	_T	Both sexes																			_T	No breakdown by disability																														
8	'8.5	C080502	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	59	Unemployment rate, by sex and disability (%)	2005	2018	1	11	2.0	_T	Both sexes																			PWD	Persons without disability																														
8	'8.5	C080502	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	56	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	M	Male																			_T	No breakdown by disability																														
8	'8.5	C080502	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	59	Unemployment rate, by sex and disability (%)	2005	2018	1	11	2.0	_T	Both sexes																			PD	Persons with disability																														
8	'8.5	C080502	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	56	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	M	Male																			PWD	Persons without disability																														
8	'8.5	C080502	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	56	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	F	Female																			_T	No breakdown by disability																														
8	'8.5	C080502	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	56	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	F	Female																			PWD	Persons without disability																														
8	'8.5	C080502	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	56	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	M	Male																			PD	Persons with disability																														
8	'8.5	C080502	8.5.2	SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	54	Unemployment rate, by sex and disability (%)	2005	2018	1	10	2.0	F	Female																			PD	Persons with disability																														
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	147	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2019	1	19	2.0	M	Male	Y15T24	15 to 24 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	147	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2019	1	19	2.0	F	Female	Y15T24	15 to 24 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	147	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2019	1	19	2.0	_T	Both sexes	Y15T24	15 to 24 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	1	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2009	1	1	2.0	M	Male	Y14T28	14 to 28 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	1	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2009	1	1	2.0	F	Female	Y14T28	14 to 28 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	1	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2009	1	1	2.0	_T	Both sexes	Y14T28	14 to 28 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	4	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2018	1	19	2.0	M	Male	Y16T24	16 to 24 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	4	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2018	1	19	2.0	F	Female	Y16T24	16 to 24 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	4	Proportion of youth not in education, employment or training, by sex and age (%)	2000	2018	1	19	2.0	_T	Both sexes	Y16T24	16 to 24 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	1	Proportion of youth not in education, employment or training, by sex and age (%)	2001	2016	16	16	2.0	_T	Both sexes	Y15T28	15 to 28 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	1	Proportion of youth not in education, employment or training, by sex and age (%)	2014	2015	2	2	2.0	_T	Both sexes	Y15T29	15 to 29 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	1	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2013	2	2	2.0	_T	Both sexes	Y14T24	14 to 24 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	1	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2013	2	2	2.0	F	Female	Y14T24	14 to 24 years old																																																
8	'8.6	C080601	8.6.1	SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	1	Proportion of youth not in education, employment or training, by sex and age (%)	2009	2013	2	2	2.0	M	Male	Y14T24	14 to 24 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	57	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2019	1	1	2.0	F	Female	Y5T17	5 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	57	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2019	1	1	2.0	M	Male	Y5T17	5 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	57	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2019	1	1	2.0	_T	Both sexes	Y5T17	5 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	21	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2015	1	1	2.0	_T	Both sexes	Y5T14	5 to 14 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	21	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2015	1	1	2.0	F	Female	Y5T14	5 to 14 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	21	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2010	2015	1	1	2.0	M	Male	Y5T14	5 to 14 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	2	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2012	2015	1	1	2.0	M	Male	Y7T17	7 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	2	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2012	2015	1	1	2.0	_T	Both sexes	Y7T17	7 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	2	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2012	2015	1	1	2.0	F	Female	Y7T17	7 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	2	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2013	2017	1	1	2.0	F	Female	Y6T17	6 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	2	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2013	2017	1	1	2.0	M	Male	Y6T17	6 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	2	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2013	2017	1	1	2.0	_T	Both sexes	Y6T17	6 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	1	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2017	2017	1	1	2.0	F	Female	Y10T17	10 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	1	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2017	2017	1	1	2.0	_T	Both sexes	Y10T17	10 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	1	Proportion of children engaged in economic activity and household chores, by sex and age (%)	2017	2017	1	1	2.0	M	Male	Y10T17	10 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	62	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2019	1	1	2.0	F	Female	Y5T17	5 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	62	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2019	1	1	2.0	_T	Both sexes	Y5T17	5 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	62	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2019	1	1	2.0	M	Male	Y5T17	5 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	21	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2016	1	1	2.0	F	Female	Y5T14	5 to 14 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	21	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2016	1	1	2.0	M	Male	Y5T14	5 to 14 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	21	Proportion of children engaged in economic activity, by sex and age  (%)	2010	2016	1	1	2.0	_T	Both sexes	Y5T14	5 to 14 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	4	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2015	1	1	2.0	_T	Both sexes	Y7T17	7 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	4	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2015	1	1	2.0	M	Male	Y7T17	7 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	4	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2015	1	1	2.0	F	Female	Y7T17	7 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	2	Proportion of children engaged in economic activity, by sex and age  (%)	2016	2017	1	1	2.0	F	Female	Y6T17	6 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	2	Proportion of children engaged in economic activity, by sex and age  (%)	2016	2017	1	1	2.0	M	Male	Y6T17	6 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	2	Proportion of children engaged in economic activity, by sex and age  (%)	2016	2017	1	1	2.0	_T	Both sexes	Y6T17	6 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	2	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2017	1	1	2.0	F	Female	Y10T17	10 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	2	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2017	1	1	2.0	_T	Both sexes	Y10T17	10 to 17 years old																																																
8	'8.7	C080701	8.7.1	SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	2	Proportion of children engaged in economic activity, by sex and age  (%)	2012	2017	1	1	2.0	M	Male	Y10T17	10 to 17 years old																																																
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	86	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	_T	Both sexes																											_T	No breakdown																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	62	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	M	Male																											_T	No breakdown																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	61	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	F	Female																											_T	No breakdown																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	20	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	M	Male																											MS_NONEUMIGRANT	Non-EU Migrants																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	23	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	1	7	2.0	_T	Both sexes																											MS_NONEUMIGRANT	Non-EU Migrants																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	26	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	F	Female																											MS_NOMIGRANT	Non-migrant																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	27	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	M	Male																											MS_NOMIGRANT	Non-migrant																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	27	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	_T	Both sexes																											MS_NOMIGRANT	Non-migrant																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	20	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	F	Female																											MS_NONEUMIGRANT	Non-EU Migrants																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	20	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	1	7	2.0	F	Female																											MS_EUMIGRANT	EU Migrants																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	21	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	_T	Both sexes																											MS_EUMIGRANT	EU Migrants																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	21	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2009	2015	4	7	2.0	M	Male																											MS_EUMIGRANT	EU Migrants																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	4	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	F	Female																											MS_MIGRANT	Migrants																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	5	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	M	Male																											MS_MIGRANT	Migrants																						
8	'8.8	C080801	8.8.1	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	5	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2008	2018	1	9	2.0	_T	Both sexes																											MS_MIGRANT	Migrants																						
8	'8.8	C080801	8.8.1	SL_EMP_INJUR	5ccee778135e4c05bb58843d2b15ffca	85	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	2000	2018	1	19	2.0	_T	Both sexes																											_T	No breakdown																						
