n_countries	series	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_desc	sex_code	age_desc	age_code	location_desc	location_code	observationStatus_desc	observationStatus_code	educationLevel_desc	educationLevel_code	typeOfProduct_desc	typeOfProduct_code	typeOfSkill_desc	typeOfSkill_code	quantile_desc	quantile_code	modeOfTransportation_desc	modeOfTransportation_code	typeOfOccupation_desc	typeOfOccupation_code	causeOfDeath_desc	causeOfDeath_code	typeOfSpeed_desc	typeOfSpeed_code	policyDomains_desc	policyDomains_code	parliamentaryCommittees_desc	parliamentaryCommittees_code	nameOfInternationalInstitution_desc	nameOfInternationalInstitution_code	migratoryStatus_desc	migratoryStatus_code	levelStatus_desc	levelStatus_code	disabilityStatus_desc	disabilityStatus_code	typeOfWasteTreatment_desc	typeOfWasteTreatment_code	substanceUseDisorders_desc	substanceUseDisorders_code	samplingStations_desc	samplingStations_code	policyInstruments_desc	policyInstruments_code	nameOfNonCommunicableDisease_desc	nameOfNonCommunicableDisease_code	ihrCapacity_desc	ihrCapacity_code	groundsOfDiscrimination_desc	groundsOfDiscrimination_code	cities_desc	cities_code	activity_desc	activity_code
192	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	2018	2019	1	2	1.0																																															National Health Emergency Framework	SPAR_08						
192	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	2018	2019	1	2	1.0																																															Health Service Provision	SPAR_09						
192	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	2018	2019	1	2	1.0																																															Legislation and Financing	SPAR_01						
192	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	2018	2019	1	2	1.0																																															Surveillance	SPAR_06						
192	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	2018	2019	1	2	1.0																																															Laboratory	SPAR_05						
192	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	2018	2019	1	2	1.0																																															Food safety	SPAR_04						
192	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	2018	2019	1	2	1.0																																															Radiation emergencies	SPAR_13						
103	SH_LGR_ACSRHEC10	(S.4.C.10) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 10: HIV Counselling and Test Services	2019	2019	1	1	0.0																																																						
103	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	2019	2019	1	1	0.0																																																						
103	SH_LGR_ACSRHEC12	(S.4.C.12) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 12: HIV Confidentiality (%)	2019	2019	1	1	0.0																																																						
104	SH_LGR_ACSRHEC13	(S.4.C.13) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 13: HPV Vaccine (%)	2019	2019	1	1	0.0																																																						
101	SH_LGR_ACSRHEC1	(S.1.C.1) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 1: Maternity Care (%)	2019	2019	1	1	0.0																																																						
100	SH_LGR_ACSRHEC2	(S.1.C.2) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 2: Life Saving Commodities (%)	2019	2019	1	1	0.0																																																						
87	SH_LGR_ACSRHEC3	(S.1.C.3) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 3: Abortion	2019	2019	1	1	0.0																																																						
101	SH_LGR_ACSRHEC4	(S.1.C.4) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 4: Post-Abortion Care (%)	2019	2019	1	1	0.0																																																						
105	SH_LGR_ACSRHEC5	(S.2.C.5) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 5: Contraceptive Services (%)	2019	2019	1	1	0.0																																																						
104	SH_LGR_ACSRHEC6	(S.2.C.6) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 6: Contraceptive Consent (%)	2019	2019	1	1	0.0																																																						
104	SH_LGR_ACSRHEC7	(S.2.C.7) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 7: Emergency Contraception (%)	2019	2019	1	1	0.0																																																						
99	SH_LGR_ACSRHEC8	(S.3.C.8) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 8: Sexuality Education Curriculum Laws (%)	2019	2019	1	1	0.0																																																						
99	SH_LGR_ACSRHEC9	(S.3.C.9) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 9: Sexuality Education Curriculum Topics (%)	2019	2019	1	1	0.0																																																						
79	SH_LGR_ACSRHES1	(S.1) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 1: Maternity Care (%)	2019	2019	1	1	0.0																																																						
104	SH_LGR_ACSRHES2	(S.2) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 2: Contraceptive and Family Planning (%)	2019	2019	1	1	0.0																																																						
98	SH_LGR_ACSRHES3	(S.3) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 3: Sexuality Education (%)	2019	2019	1	1	0.0																																																						
101	SH_LGR_ACSRHES4	(S.4) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 4: HIV and HPV (%)	2019	2019	1	1	0.0																																																						
75	SH_LGR_ACSRHE	Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education (%)	2019	2019	1	1	0.0																																																						
193	SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	2000	2018	2	19	1.0																			Nursing and midwifery personnel	ISCO08_222_322																																		
191	SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	2000	2019	1	19	1.0																			Dentists	ISCO08_2261																																		
193	SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	2000	2018	1	19	1.0																			Medical doctors	ISCO08_221																																		
184	SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	2000	2018	1	19	1.0																			Pharmacists	ISCO08_2262																																		
108	SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	2000	2018	1	19	2.0	Female	F																	Medical doctors	ISCO08_221																																		
108	SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	2000	2018	1	19	2.0	Male	M																	Medical doctors	ISCO08_221																																		
138	SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	2000	2018	1	15	2.0	Male	M																	Nursing personnel	ISCO08_2221_3221																																		
138	SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	2000	2018	1	15	2.0	Female	F																	Nursing personnel	ISCO08_2221_3221																																		
149	SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	2000	2018	7	7	2.0	Female	F	15 years old and over	Y_GE15																																																		
149	SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	2000	2018	7	7	2.0	Both sexes	_T	15 years old and over	Y_GE15																																																		
149	SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	2000	2018	7	7	2.0	Male	M	15 years old and over	Y_GE15																																																		
176	SH_SAN_DEFECT	Proportion of population practicing open defecation, by urban/rural (%)	2000	2017	7	18	1.0					Urban	U																																																
170	SH_SAN_DEFECT	Proportion of population practicing open defecation, by urban/rural (%)	2000	2017	6	18	1.0					Rural	R																																																
225	SH_SAN_DEFECT	Proportion of population practicing open defecation, by urban/rural (%)	2000	2017	6	18	1.0					All areas	_T																																																
93	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises, by urban/rural (%)	2000	2017	4	18	1.0					Rural	R																																																
92	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises, by urban/rural (%)	2000	2017	4	18	1.0					Urban	U																																																
95	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises, by urban/rural (%)	2000	2017	4	18	1.0					All areas	_T																																																
75	SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	2000	2017	12	18	1.0					Urban	U																																																
93	SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	2000	2017	12	18	1.0					All areas	_T																																																
44	SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	2000	2017	12	18	1.0					Rural	R																																																
183	SH_STA_AIRP	Crude death rate attributed to household and ambient air pollution (deaths per 100,000 population)	2016	2016	1	1	0.0																																																						
183	SH_STA_ASAIRP	Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)	2016	2016	1	1	0.0																																																						
188	SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	1980	2019	1	39	0.0																																																						
30	SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	2004	2018	1	1	2.0	Female	F	15 to 49 years old	Y15T49																																																		
109	SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	2000	2018	11	11	0.0																																																						
185	SH_STA_MMR	Maternal mortality ratio	2000	2017	18	18	0.0																																																						
144	SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	2000	2019	1	17	1.0			under 5 years old	Y0T4																																																		
144	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	2000	2019	1	17	1.0			under 5 years old	Y0T4																																																		
183	SH_STA_POISN	Mortality rate attributed to unintentional poisonings, by sex (deaths per 100,000 population)	2000	2016	5	5	1.0	Female	F																																																				
183	SH_STA_POISN	Mortality rate attributed to unintentional poisonings, by sex (deaths per 100,000 population)	2000	2016	5	5	1.0	Male	M																																																				
183	SH_STA_POISN	Mortality rate attributed to unintentional poisonings, by sex (deaths per 100,000 population)	2000	2016	5	5	1.0	Both sexes	_T																																																				
183	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	2000	2016	5	5	1.0	Female	F																																																				
183	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	2000	2016	5	5	1.0	Male	M																																																				
183	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	2000	2016	5	5	1.0	Both sexes	_T																																																				
183	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	2000	2016	5	5	1.0	Female	F																																																				
183	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	2000	2016	5	5	1.0	Male	M																																																				
183	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	2000	2016	5	5	1.0	Both sexes	_T																																																				
146	SH_STA_STUNTN	Children moderately or severely stunted (thousands)	2000	2019	1	17	1.0			under 5 years old	Y0T4																																																		
146	SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	2000	2019	1	17	1.0			under 5 years old	Y0T4																																																		
195	SH_STA_TRAF	Death rate due to road traffic injuries (per 100,000 population)	2000	2016	5	5	0.0																																																						
183	SH_STA_WASH	Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)	2016	2016	1	1	0.0																																																						
145	SH_STA_WASTEN	Children moderately or severely wasted (thousands)	2000	2019	1	17	1.0			under 5 years old	Y0T4																																																		
145	SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	2000	2019	1	17	1.0			under 5 years old	Y0T4																																																		
190	SH_SUD_ALCOL	Alcohol use disorders, 12-month prevalence (%)	2016	2016	1	1	2.0	Male	M	15 years old and over	Y_GE15																																																		
190	SH_SUD_ALCOL	Alcohol use disorders, 12-month prevalence (%)	2016	2016	1	1	2.0	Female	F	15 years old and over	Y_GE15																																																		
190	SH_SUD_ALCOL	Alcohol use disorders, 12-month prevalence (%)	2016	2016	1	1	2.0	Both sexes	_T	15 years old and over	Y_GE15																																																		
24	SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	2015	2017	1	3	1.0																																							Opioids	SUD_OPIOIDS														
8	SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	2015	2017	1	3	1.0																																							Amphetamine-type stimulants (ATS)	SUD_ATS														
11	SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	2015	2017	1	3	1.0																																							Total	_T														
5	SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	2015	2017	1	3	1.0																																							Cocaine	SUD_COCAINE														
215	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	2000	2018	8	19	0.0																																																						
194	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	2010	2018	9	9	0.0																																																						
147	SH_XPD_EARN10	Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income (%)	2000	2018	1	17	0.0																																																						
147	SH_XPD_EARN25	Proportion of population with large household expenditures on health (greater than 25%) as a share of total household expenditure or income (%)	2000	2018	1	17	0.0																																																						
38	SI_AGR_SSFP	Average income of small-scale food producers, PPP (constant 2011 international $)	2004	2016	1	4	0.0																																																						
123	SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	2016	2019	1	3	1.0	Both sexes	_T																																																				
1	SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	2017	2017	1	1	1.0	Male	M																																																				
1	SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	2017	2017	1	1	1.0	Female	F																																																				
95	SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	2016	2019	1	2	1.0	Both sexes	_T																																																				
1	SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	2017	2017	1	1	1.0	Female	F																																																				
1	SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	2017	2017	1	1	1.0	Male	M																																																				
103	SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	2013	2019	1	5	1.0	Both sexes	_T																																																				
36	SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	2013	2019	1	3	1.0	Male	M																																																				
36	SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	2013	2019	1	3	1.0	Female	F																																																				
60	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	2002	2016	1	8	1.0															Total (national average) or no breakdown	_T																																						
60	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	2002	2016	1	8	1.0															Quantile 1 (poorest)	Q1																																						
79	SI_COV_MATNL	[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%)	2016	2019	1	2	1.0	Female	F																																																				
183	SI_COV_PENSN	[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)	1996	2019	1	5	1.0	Both sexes	_T																																																				
57	SI_COV_PENSN	[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)	2008	2019	1	3	1.0	Male	M																																																				
56	SI_COV_PENSN	[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)	2013	2019	1	3	1.0	Female	F																																																				
91	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	2016	2019	1	2	1.0	Both sexes	_T																																																				
110	SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	1998	2016	1	13	1.0															Quantile 1 (poorest)	Q1																																						
110	SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	1998	2016	1	13	1.0															Total (national average) or no breakdown	_T																																						
108	SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	1998	2016	1	13	1.0															Total (national average) or no breakdown	_T																																						
108	SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	1998	2016	1	13	1.0															Quantile 1 (poorest)	Q1																																						
96	SI_COV_UEMP	[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)	2000	2019	1	10	1.0	Both sexes	_T																																																				
43	SI_COV_UEMP	[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)	2011	2019	1	3	1.0	Female	F																																																				
43	SI_COV_UEMP	[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)	2011	2019	1	3	1.0	Male	M																																																				
109	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	2016	2019	1	2	1.0	Both sexes	_T																																																				
2	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	2016	2017	1	1	1.0	Female	F																																																				
2	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	2016	2017	1	1	1.0	Male	M																																																				
154	SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	2003	2019	1	2	1.0	Both sexes	_T																																																				
3	SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	2017	2019	1	1	1.0	Female	F																																																				
3	SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	2017	2019	1	1	1.0	Male	M																																																				
89	SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	2015	2018	1	1	1.0															Total (national average) or no breakdown	_T																																						
89	SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	2015	2018	1	1	1.0															Bottom 40%	B40																																						
161	SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	1967	2018	1	34	1.0															Bottom 50%	B50																																						
164	SI_POV_DAY1	Proportion of population below international poverty line (%)	1990	2018	1	29	0.0																																																						
110	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	2000	2017	1	18	2.0	Female	F	15 to 24 years old	Y15T24																																																		
110	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	2000	2017	1	18	2.0	Male	M	25 years old and over	Y_GE25																																																		
110	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	2000	2017	1	18	2.0	Both sexes	_T	15 to 24 years old	Y15T24																																																		
110	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	2000	2017	1	18	2.0	Both sexes	_T	15 years old and over	Y_GE15																																																		
110	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	2000	2017	1	18	2.0	Both sexes	_T	25 years old and over	Y_GE25																																																		
110	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	2000	2017	1	18	2.0	Male	M	15 years old and over	Y_GE15																																																		
110	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	2000	2017	1	18	2.0	Male	M	15 to 24 years old	Y15T24																																																		
110	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	2000	2017	1	18	2.0	Female	F	25 years old and over	Y_GE25																																																		
110	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	2000	2017	1	18	2.0	Female	F	15 years old and over	Y_GE15																																																		
136	SI_POV_NAHC	Proportion of population living below the national poverty line (%)	1990	2018	1	22	1.0					All areas	_T																																																
85	SI_POV_NAHC	Proportion of population living below the national poverty line (%)	1991	2015	1	15	1.0					Urban	U																																																
83	SI_POV_NAHC	Proportion of population living below the national poverty line (%)	1991	2015	1	15	1.0					Rural	R																																																
105	SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	2011	2018	1	4	0.0																																																						
102	SL_CPA_YEMP	Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy	2019	2019	1	1	0.0																																																						
11	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2012	1	2	3.0	Male	M	20 to 74 years old	Y20T74	All areas	_T																																																
11	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2012	1	2	3.0	Female	F	20 to 74 years old	Y20T74	All areas	_T																																																
31	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	4	3.0	Male	M	10 years old and over	Y_GE10	All areas	_T																																																
31	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	4	3.0	Female	F	10 years old and over	Y_GE10	All areas	_T																																																
10	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2017	1	4	3.0	Male	M	12 years old and over	Y_GE12	All areas	_T																																																
5	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2009	2017	1	2	3.0	Female	F	12 years old and over	Y_GE12	Urban	U																																																
10	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2017	1	4	3.0	Female	F	12 years old and over	Y_GE12	All areas	_T																																																
5	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2009	2017	1	2	3.0	Male	M	12 years old and over	Y_GE12	Urban	U																																																
5	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2009	2017	1	2	3.0	Female	F	12 years old and over	Y_GE12	Rural	R																																																
5	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2009	2017	1	2	3.0	Male	M	12 years old and over	Y_GE12	Rural	R																																																
40	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Female	F	15 to 24 years old	Y15T24	All areas	_T																																																
39	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Male	M	15 to 24 years old	Y15T24	All areas	_T																																																
54	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Male	M	15 years old and over	Y_GE15	All areas	_T																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	45 to 54 years old	Y45T54	Urban	U																																																
25	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	55 to 64 years old	Y55T64	Urban	U																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	65 years old and over	Y_GE65	Urban	U																																																
16	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	2	3.0	Female	F	10 years old and over	Y_GE10	Rural	R																																																
16	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	2	3.0	Male	M	10 years old and over	Y_GE10	Rural	R																																																
54	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Female	F	15 years old and over	Y_GE15	All areas	_T																																																
37	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	6	3.0	Female	F	25 to 44 years old	Y25T44	All areas	_T																																																
37	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Female	F	45 to 54 years old	Y45T54	All areas	_T																																																
36	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Female	F	55 to 64 years old	Y55T64	All areas	_T																																																
39	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Female	F	65 years old and over	Y_GE65	All areas	_T																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	65 years old and over	Y_GE65	Urban	U																																																
24	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	15 to 24 years old	Y15T24	Rural	R																																																
24	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	15 to 24 years old	Y15T24	Urban	U																																																
28	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	15 years old and over	Y_GE15	Urban	U																																																
37	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	6	3.0	Male	M	25 to 44 years old	Y25T44	All areas	_T																																																
37	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Male	M	45 to 54 years old	Y45T54	All areas	_T																																																
28	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	15 years old and over	Y_GE15	Rural	R																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	25 to 44 years old	Y25T44	Urban	U																																																
24	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	15 to 24 years old	Y15T24	Rural	R																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	25 to 44 years old	Y25T44	Rural	R																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	45 to 54 years old	Y45T54	Rural	R																																																
25	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	55 to 64 years old	Y55T64	Rural	R																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	65 years old and over	Y_GE65	Rural	R																																																
37	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Male	M	55 to 64 years old	Y55T64	All areas	_T																																																
39	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	Male	M	65 years old and over	Y_GE65	All areas	_T																																																
28	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	15 years old and over	Y_GE15	Urban	U																																																
25	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	15 to 24 years old	Y15T24	Urban	U																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	25 to 44 years old	Y25T44	Urban	U																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	45 to 54 years old	Y45T54	Urban	U																																																
25	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Female	F	55 to 64 years old	Y55T64	Urban	U																																																
25	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	45 to 54 years old	Y45T54	Rural	R																																																
