series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	years	min_year	max_year	n_years
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			_T	All areas	[2000, 2002, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	14
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			R	Rural	[2000, 2002, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2000	2013	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			U	Urban	[2000, 2002, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2000	2013	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1			_T	All areas	[2006, 2011, 2015]	2006	2015	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1			R	Rural	[2006, 2011, 2015]	2006	2015	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1			U	Urban	[2006, 2011, 2015]	2006	2015	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	776	Tonga	4	61	Polynesia	Country	-175.1959991	-21.19511329	TON	1	1			_T	All areas	[2001, 2009]	2001	2009	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1			_T	All areas	[2000, 2005, 2010, 2015]	2000	2015	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1			_T	All areas	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	12
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	798	Tuvalu	4	61	Polynesia	Country	178.6679611	-7.460048071	TUV	1	1			U	Urban	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	798	Tuvalu	4	61	Polynesia	Country	178.6679611	-7.460048071	TUV	1	1			_T	All areas	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	798	Tuvalu	4	61	Polynesia	Country	178.6679611	-7.460048071	TUV	1	1			R	Rural	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			_T	All areas	[2002, 2005, 2008, 2012]	2002	2012	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			U	Urban	[2002, 2005, 2008, 2012]	2002	2012	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			R	Rural	[2002, 2005, 2008, 2012]	2002	2012	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1			_T	All areas	[1992, 1996, 1999, 2002, 2005, 2009, 2012, 2016]	1992	2016	8
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1			U	Urban	[1992, 1996, 1999, 2002, 2005, 2009, 2012]	1992	2012	7
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1			R	Rural	[1992, 1996, 1999, 2002, 2005, 2009, 2012]	1992	2012	7
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1			_T	All areas	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2002	2017	16
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1			_T	All areas	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1			_T	All areas	[1999, 2004, 2008, 2010, 2012, 2015]	1999	2015	6
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1			U	Urban	[2000, 2004, 2008, 2010]	2000	2010	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1			R	Rural	[2000, 2004, 2008, 2010]	2000	2010	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			_T	All areas	[2007, 2011]	2007	2011	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			U	Urban	[2011]	2011	2011	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			R	Rural	[2011]	2011	2011	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1			_T	All areas	[2003, 2009, 2014]	2003	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1			R	Rural	[2003, 2009, 2014]	2003	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1			U	Urban	[2003, 2009, 2014]	2003	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			U	Urban	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2002	2014	13
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			_T	All areas	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	12
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			R	Rural	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2006	2014	9
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1			_T	All areas	[2012, 2013]	2012	2013	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	862	Venezuela (Bolivarian Republic of)	5	5	South America	Country	-66.15642084	7.121324748	VEN	1	1			_T	All areas	[1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1997	2015	19
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	882	Samoa	4	61	Polynesia	Country	-172.4430749	-13.61541469	WSM	1	1			_T	All areas	[2008, 2013]	2008	2013	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1			U	Urban	[2005]	2005	2005	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1			_T	All areas	[2005, 2014]	2005	2014	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1			R	Rural	[2005]	2005	2005	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1			_T	All areas	[2010, 2015]	2010	2015	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	90	Solomon Islands	4	54	Melanesia	Country	160.1584117	-9.622391719	SLB	1	1			_T	All areas	[2005, 2013]	2005	2013	2
