goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,observationStatus_code,observationStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,485,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",1,,,Group,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.73444,0.73444,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,,,A,Normal value,"[2001, 2002, 2010, 2011, 2012, 2015]",2001,2015,6,IX,Index,G,Global,0.19937,0.23972,,,,,,,,0.47441,0.69755,0.17966,,,0.11824,,,,0.11824,,,Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,498,Republic of Moldova,4,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,,,A,Normal value,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2002,2018,17,IX,Index,G,Global,,0.11912,0.13461,0.19466,0.41769,0.41884,0.87132,0.85747,0.75347,0.39912,0.36381,0.55056,0.49207,0.40543,0.63586,0.35338,0.39634,0.36009,0.36009,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,,,A,Normal value,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]",2006,2015,10,IX,Index,G,Global,,,,,,0.08179,0.09642,0.11992,0.09647,0.09262,0.07787,0.08629,0.06695,0.06488,0.07538,,,,0.07538,,,Budgetary Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,5,South America,4,419,Latin America and the Caribbean,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.25408,0.17083,0.1584,0.17829,0.18347,0.19491,0.2857,0.39218,0.18229,0.15386,0.11354,0.1565,0.11662,0.23717,0.22333,0.20325,0.19398,,0.19398,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,5,South America,4,419,Latin America and the Caribbean,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.18049,0.18049,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,50,Bangladesh,4,34,Southern Asia,Country,89.17660788,22.86961622,BGD,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016]",2001,2016,15,IX,Index,G,Global,0.19968,0.19107,0.16269,0.16509,0.27887,0.28914,0.32531,0.5005,0.52341,,0.51678,0.58046,0.779,0.56089,0.52921,0.409,,,0.409,,,Budgetary Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,504,Morocco,4,15,Northern Africa,Country,-6.281942841,31.8440131,MAR,1,1,,,A,Normal value,"[2006, 2007, 2008, 2009, 2010, 2011, 2012]",2006,2012,7,IX,Index,G,Global,,,,,,0.0298,0.03343,0.02671,0.02023,0.02414,0.02001,0.01472,,,,,,,0.01472,,,Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,508,Mozambique,5,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2001,2018,18,IX,Index,G,Global,0.28004,0.27357,0.20355,0.18363,0.20212,0.18449,0.15106,0.1432,0.19948,0.17359,0.13859,0.05234,0.06941,0.05923,0.0847,0.06244,0.04312,0.04301,0.04301,,,Budgetary Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,,,A,Normal value,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,IX,Index,G,Global,,,,,,,,,0.24536,0.26309,0.22532,0.1215,0.08627,0.09168,0.14137,0.20429,0.16811,0.13363,0.13363,,,Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]",2001,2017,16,IX,Index,G,Global,0.33033,0.34936,0.37782,0.41649,0.45367,0.38242,0.36588,0.452,0.52497,0.53708,0.39646,0.32524,0.31278,0.31459,,0.19591,0.20292,,0.20292,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,,,I,Imputed value (CCSA definition),[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.19764,0.19764,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,513,Europe and Northern America,2,1,World,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.58746,0.54738,0.51446,0.52115,0.58368,0.66215,0.62061,0.5438,0.55337,0.49598,0.52295,0.47362,0.44465,0.4532,0.43172,0.44503,0.44768,,0.44768,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,513,Europe and Northern America,2,1,World,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.46352,0.46352,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,514,Developed Regions,1,,,Group,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.55916,0.53154,0.50135,0.50276,0.55373,0.6468,0.60566,0.54319,0.53806,0.4838,0.50364,0.46122,0.42909,0.43723,0.41572,0.42032,0.42601,,0.42601,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,514,Developed Regions,1,,,Group,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.43527,0.43527,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,515,Developing Regions,1,,,Group,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.37737,0.36552,0.31949,0.33615,0.35252,0.39003,0.37818,0.4091,0.3189,0.30953,0.30127,0.31644,0.2941,0.32586,0.37969,0.34641,0.31172,,0.31172,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,515,Developing Regions,1,,,Group,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.32158,0.32158,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,516,Namibia,5,18,Southern Africa,Country,17.21907885,-22.13817068,NAM,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2001,2018,18,IX,Index,G,Global,0.53139,0.51026,0.47535,0.52181,0.48546,0.44142,0.54635,0.34213,0.40393,0.38009,0.49067,0.40135,0.44133,0.33385,0.34553,0.72881,0.57155,0.68931,0.68931,,,Budgetary Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,518,Eastern Asia (excluding Japan),1,,,Group,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,1.57919,1.59834,1.65512,1.50165,1.71611,2.04259,0.4664,0.39982,0.35806,0.40481,0.4318,0.403,0.38983,0.36799,0.42868,0.43752,0.26787,,0.26787,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,518,Eastern Asia (excluding Japan),1,,,Group,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.27969,0.27969,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,52,Barbados,5,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,,,A,Normal value,"[2003, 2005]",2003,2005,2,IX,Index,G,Global,,,1.46187,,1.40956,,,,,,,,,,,,,,1.40956,,,Budgetary Central Government,IMF data. UNSD national account estimates,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,524,Nepal,4,34,Southern Asia,Country,83.94678863,28.25866332,NPL,1,1,,,A,Normal value,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2002,2018,17,IX,Index,G,Global,,0.16339,0.13877,0.13986,0.24323,0.14738,0.1374,0.13563,0.21903,0.26008,0.31883,0.23666,0.25513,0.30729,0.30193,0.32679,0.3901,0.26252,0.26252,,,Budgetary Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.56956,0.4947,0.54791,0.46532,0.40995,0.42582,0.41115,0.4519,0.44326,0.37971,0.46393,0.41657,0.41504,0.33181,0.32141,0.32577,0.2044,,0.2044,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,53,Australia and New Zealand,3,9,Oceania,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.24212,0.30423,0.31653,0.31589,0.30083,0.50407,0.45185,0.58064,0.36982,0.36644,0.30616,0.33042,0.25956,0.25022,0.2369,0.20335,0.22077,,0.22077,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,53,Australia and New Zealand,3,9,Oceania,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.21782,0.21782,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,54,Melanesia,3,9,Oceania,Region,,,,,,,,A,Normal value,"[2001, 2002, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,15,IX,Index,G,Global,0.10108,0.06872,,,0.23308,0.21521,0.22953,0.21936,0.22057,0.23121,0.21842,0.2753,0.33886,0.32968,0.38675,0.3853,0.4176,,0.4176,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,54,Melanesia,3,9,Oceania,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.4093,0.4093,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,543,Oceania (exc. Australia and New Zealand),3,9,Oceania,Region,,,,,,,,A,Normal value,"[2001, 2002, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,15,IX,Index,G,Global,0.10108,0.06872,,,0.24338,0.22777,0.24464,0.2125,0.21552,0.22027,0.20331,0.25276,0.29442,0.28425,0.3563,0.29371,0.38589,,0.38589,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,543,Oceania (exc. Australia and New Zealand),3,9,Oceania,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.3184,0.3184,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
