goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),376,Israel,4,145,Western Asia,Country,34.62277992,31.06164552,ISR,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,27.18,27.14,26.88,29.57,28.67,27.59,30.12,29.73,32.12,31.17,34.75,35.45,32.2,32.79,32.87,32.28,34.17,34.54,,,34.54,,,[2000-2008]: Population coverage: Excluding armed forces and/or conscripts // [2012-2016]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+ // [2017]: Employment definition: Excluding own-use production workers,LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,14.32,18.75,20.18,20.84,33.3,32.5,33.01,33.7,33.39,33.78,32.85,25.08,26.03,27.01,26.58,26.57,27.67,27.49,26.99,,26.99,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),384,Côte d'Ivoire,5,11,Western Africa,Country,-5.552690016,7.62211586,CIV,1,1,,,F,Female,"[2016, 2017]",2016,2017,2,PT,Percentage,G,Global,,,,,,,,,,,,,,,,,16.65,56.89,,,56.89,,,Repository: ILO-STATISTICS - Micro data processing,[2016]: LFS - National survey on the employment situation // [2017]: LFS - Regional Integrated Survey on Employment and the Informal Sector,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),388,Jamaica,5,29,Caribbean,Country,-77.31068409,18.15616857,JAM,1,1,,,F,Female,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,,,,56.69,,,56.69,,,Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts,LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),392,Japan,4,30,Eastern Asia,Country,139.2716103,36.6554539,JPN,1,1,,,F,Female,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,,,,,,,,10.71,10.56,11.39,11.11,11.19,11.27,12.5,13.01,13.19,14.93,,14.93,,,[2017-2018]: Employment definition: Excluding own-use production workers,LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),398,Kazakhstan,4,143,Central Asia,Country,66.65359159,48.01963494,KAZ,1,1,,,F,Female,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2017]",2001,2017,15,PT,Percentage,G,Global,,32.99,33.77,34.2,37.97,35.64,35.84,36.79,38.36,38.77,37.17,38.46,39.75,38.32,,37.06,,36.96,,,36.96,,,"[2001-2008]: Population coverage: Excluding armed forces and/or conscripts // [2009-2013,2015]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts",LFS - Sample Survey of Employment,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),4,Afghanistan,4,34,Southern Asia,Country,66.02688198,33.83160199,AFG,1,1,,,F,Female,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,,,,4.05,,,4.05,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Living Condition Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,30.08,30.05,29.25,27.38,26.3,26.82,27.92,26.16,28.12,27.35,28.92,27.5,30.08,29.35,30.31,29.68,31.79,31.8,31.59,,31.59,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),404,Kenya,5,14,Eastern Africa,Country,37.86096816,0.534797278,KEN,1,1,,,F,Female,[2006],2006,2006,1,PT,Percentage,G,Global,,,,,,,24.78,,,,,,,,,,,,,,24.78,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household budget survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,5.0,5.95,5.6,5.97,7.09,7.89,8.64,8.87,9.5,8.62,9.4,10.09,11.1,11.37,11.14,10.45,9.77,12.33,14.46,,14.46,,,"[2000-2008]: Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts // [2009-2014]: Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts // [2015-2018]: Repository: ILO-STATISTICS - Micro data processing",LFS - Economically Active Population Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),414,Kuwait,4,145,Western Asia,Country,47.49305029,29.53949468,KWT,1,1,,,F,Female,"[2005, 2015, 2016]",2005,2016,3,PT,Percentage,G,Global,,,,,,13.86,,,,,,,,,,13.97,13.61,,,,13.61,,,[2015-2016]: Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts,[2005]: PC - Population Census // [2015-2016]: LFS - Labour Force Sample Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),417,Kyrgyzstan,4,143,Central Asia,Country,74.52324839,41.46204516,KGZ,1,1,,,F,Female,"[2002, 2003, 2004, 2005, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2002,2018,15,PT,Percentage,G,Global,,,27.74,25.75,25.15,30.05,35.16,,,30.61,32.39,29.09,32.26,27.54,33.44,35.65,34.94,36.21,37.78,,37.78,,,[2002-2006]: Data reference period: November // [2017-2018]: Employment definition: Excluding own-use production workers,LFS - Employment and Unemployment Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,,,F,Female,[2010],2010,2010,1,PT,Percentage,G,Global,,,,,,,,,,,31.75,,,,,,,,,,31.75,,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),419,Latin America and the Caribbean,3,19,Americas,Region,,,,,,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,32.13,33.09,33.42,34.41,34.62,35.39,35.36,35.9,35.95,36.78,36.87,37.09,37.68,37.84,38.27,38.92,39.1,39.08,39.06,39.0,39.0,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,,,F,Female,"[2004, 2007]",2004,2007,2,PT,Percentage,G,Global,,,,,11.16,,,8.44,,,,,,,,,,,,,8.44,,,[2007]: Data reference period: February,HIES - Living Conditions Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),426,Lesotho,5,18,Southern Africa,Country,28.25362195,-29.58041814,LSO,1,1,,,F,Female,"[2006, 2008]",2006,2008,2,PT,Percentage,G,Global,,,,,,,36.94,,36.08,,,,,,,,,,,,36.08,,,[2006]: Data reference period: April | Age coverage - minimum age: 10 years old // [2008]: Age coverage - minimum age: 10 years old,[2006]: PC - Population Census // [2008]: LFS - Lesotho Integrated Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),428,Latvia,4,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,37.14,38.44,40.31,39.27,43.57,43.31,40.21,42.47,42.54,44.28,42.07,45.54,45.81,43.79,44.1,44.32,47.25,46.26,44.87,,44.87,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),430,Liberia,5,11,Western Africa,Country,-9.311879038,6.448381009,LBR,1,1,,,F,Female,[2010],2010,2010,1,PT,Percentage,G,Global,,,,,,,,,,,20.04,,,,,,,,,,20.04,,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),432,Landlocked developing countries (LLDCs),1,,,Group,,,,,,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,24.07,24.13,24.65,25.27,26.28,26.43,27.32,27.73,28.34,28.37,27.98,28.95,29.23,29.39,29.52,29.71,29.71,29.46,30.02,30.18,30.18,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),44,Bahamas,5,29,Caribbean,Country,-78.05111663,24.69546597,BHS,1,1,,,F,Female,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011]",2001,2011,10,PT,Percentage,G,Global,,39.94,40.43,40.37,42.8,45.79,41.39,43.24,46.34,44.41,,51.64,,,,,,,,,51.64,,,"[2001-2005,2007-2008]: Data reference period: April | Population coverage: Excluding armed forces and/or conscripts // [2006]: Data reference period: May | Population coverage: Excluding armed forces and/or conscripts // [2009]: Data reference period: May // [2011]: Data reference period: May | Reference group coverage: Total employment",LFS - Labour Force & Household Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),440,Lithuania,4,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,42.68,46.38,47.02,40.81,45.37,43.17,40.49,38.12,40.18,39.24,41.08,39.11,38.9,39.58,38.55,39.61,39.42,39.31,39.24,,39.24,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),442,Luxembourg,4,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,26.91,30.15,22.08,28.82,26.7,23.77,26.76,21.17,27.52,19.09,24.69,24.02,18.0,14.86,22.53,18.2,17.74,18.81,24.51,,24.51,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),450,Madagascar,5,14,Eastern Africa,Country,46.6982339,-19.38514785,MDG,1,1,,,F,Female,"[2012, 2015]",2012,2015,2,PT,Percentage,G,Global,,,,,,,,,,,,,25.08,,,31.77,,,,,31.77,,,Repository: ILO-STATISTICS - Micro data processing,LFS - National Survey on Employment and the Informal Sector,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),454,Malawi,5,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,,,F,Female,[2013],2013,2013,1,PT,Percentage,G,Global,,,,,,,,,,,,,,15.62,,,,,,,15.62,,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,,,F,Female,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2001,2018,18,PT,Percentage,G,Global,,21.8,23.11,23.2,24.64,25.47,23.36,23.01,24.23,23.13,24.88,22.65,21.55,22.07,22.25,22.53,20.41,22.11,24.65,,24.65,,,[2001-2008]: Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old // [2009-2015]: Age coverage - maximum age: 64 years old // [2016]: Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old // [2017-2018]: Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old,LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),462,Maldives,4,34,Southern Asia,Country,73.09672546,-0.614385021,MDV,1,1,,,F,Female,"[2000, 2014, 2016]",2000,2016,3,PT,Percentage,G,Global,15.39,,,,,,,,,,,,,,18.46,,19.58,,,,19.58,,,[2000]: Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 12 years old // [2014]: Data reference period: September // [2016]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,"[2000,2014]: PC - Population and Housing Census // [2016]: HIES - Household income and Expenditure Survey",,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),466,Mali,5,11,Western Africa,Country,-3.522016039,17.35311254,MLI,1,1,,,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,,,,,40.15,,40.15,,,Employment definition: Including subsistence workers,LFS - Continous Household Employment Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),470,Malta,4,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,17.6,15.33,17.65,19.08,13.07,18.04,18.3,17.97,17.05,21.34,22.65,24.22,27.07,28.41,26.33,26.69,27.56,28.71,28.9,,28.9,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),48,Bahrain,4,145,Western Asia,Country,50.5490754,26.04407747,BHR,1,1,,,F,Female,"[2001, 2004]",2001,2004,2,PT,Percentage,G,Global,,12.32,,,10.59,,,,,,,,,,,,,,,,10.59,,,[2001]: Data reference period: April // [2004]: Data reference period: November | Reference group coverage: Total employment,[2001]: PC - Population Census // [2004]: LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),480,Mauritius,5,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,22.03,19.61,18.86,24.32,20.5,24.69,15.33,20.19,23.0,25.6,26.19,22.17,23.03,32.56,28.54,28.89,30.6,30.1,32.14,,32.14,,,"[2000]: Data reference period: July | Age coverage - minimum age: 12 years old // [2001,2003]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Break in series: Methodology revised // [2002,2004-2018]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old",[2000]: PC - Population Census // [2001-2018]: LFS - Continuous Multi-Purpose Household Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),484,Mexico,5,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PT,Percentage,G,Global,23.6,25.22,23.23,23.85,25.3,,,,,,,,,34.95,35.36,35.98,36.01,36.68,36.1,,36.1,,,[2000-2001]: Data reference period: Second quarter | Age coverage - minimum age: 14 years old // [2002-2004]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 14 years old // [2013-2018]: Repository: ILO-STATISTICS - Micro data processing,LFS - National Occupation and Employment Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,,,F,Female,"[2000, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,12,PT,Percentage,G,Global,30.21,,,,,,,,42.45,38.71,37.62,38.78,41.89,41.3,38.04,40.57,40.79,42.45,39.01,,39.01,,,[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing,[2000]: PC - Population Census // [2008-2018]: LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),498,Republic of Moldova,4,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,33.2,37.41,40.23,39.5,39.0,38.85,38.94,40.19,37.97,38.65,36.43,39.37,44.11,39.17,42.86,46.36,46.79,42.03,40.49,,40.49,,,"[2009]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 76 years or older, but bounded // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2018]: Repository: ILO-STATISTICS - Micro data processing",LFS - Labour force survey,,C: Country data
